Iter_Limit,  Result_ARL,  Total_Calc_Time(s)
      5.630151      184.856000      14407.7398
      6.010671      211.545000      18187.7873
      5.820411      190.230000      17429.9063
      5.915541      205.211000      19053.1962
      5.867976      206.507500      18784.6865
      5.844193      191.903000      17388.5937
      5.856085      194.600000      17839.5726
      5.862030      199.334500      18319.9481
 Final Limit:   5.86203027057253       ARL:   199.334500000000     
