Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.050    71.7830     1.6648    20.0000    48.0000    99.0000   671.0000
 0.950 0.050    74.5130     1.7402    21.0000    50.0000   101.0000   667.0000
 0.900 0.050    79.0410     1.8265    22.0000    52.0000   107.0000   797.0000
 0.850 0.050    82.5710     1.8045    24.0000    57.0000   116.0000   629.0000
 0.800 0.050    80.7045     1.7904    23.0000    54.0000   115.0000   499.0000
 0.750 0.050    86.6065     2.0110    25.0000    57.0000   117.0000   706.0000
 0.700 0.050    89.9705     2.0518    25.0000    60.0000   124.0000   694.0000
 0.650 0.050    96.0990     2.1272    29.0000    67.0000   132.0000   844.0000
 0.600 0.050   104.3520     2.3517    30.0000    72.0000   141.0000   786.0000
 0.550 0.050   110.3560     2.3552    35.0000    76.0000   157.0000   690.0000
 0.500 0.050   121.3740     2.6575    36.0000    87.0000   168.0000   873.0000
 0.450 0.050   130.5575     2.8273    41.0000    92.0000   182.0000   887.0000
 0.400 0.050   143.8630     3.1583    44.0000   107.0000   200.0000  1255.0000
 0.350 0.050   158.3450     3.5052    50.0000   112.0000   220.0000  1349.0000
 0.300 0.050   166.6415     3.7065    48.0000   118.0000   235.0000  1228.0000
 0.250 0.050   176.1015     3.8652    51.0000   123.0000   239.0000  1318.0000
 0.200 0.050   188.5135     4.3608    54.0000   128.0000   258.0000  1904.0000
 0.150 0.050   191.2480     4.2511    54.0000   135.0000   267.0000  1446.0000
 0.100 0.050   195.3840     4.4460    55.0000   135.0000   261.0000  1547.0000
 0.050 0.050   193.8005     4.3852    54.0000   133.0000   271.0000  1562.0000
