Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.150    12.2360     0.2190     5.0000    10.0000    16.0000    86.0000
 0.950 0.150    13.3105     0.2323     6.0000    11.0000    17.0000    91.0000
 0.900 0.150    14.4195     0.2504     6.0000    12.0000    19.0000    90.0000
 0.850 0.150    15.3375     0.2956     7.0000    12.0000    20.0000   144.0000
 0.800 0.150    17.0150     0.3294     8.0000    13.0000    22.0000   126.0000
 0.750 0.150    18.6540     0.3387     8.0000    14.0000    25.0000   127.0000
 0.700 0.150    19.9055     0.3765     8.0000    16.0000    26.0000   150.0000
 0.650 0.150    22.4490     0.4294     9.0000    17.0000    30.0000   157.0000
 0.600 0.150    25.5350     0.4875    10.0000    19.0000    34.0000   180.0000
 0.550 0.150    28.2155     0.5488    11.0000    21.0000    37.0000   218.0000
 0.500 0.150    33.5695     0.6401    14.0000    26.0000    45.0000   275.0000
 0.450 0.150    40.4400     0.7721    16.0000    31.0000    54.0000   261.0000
 0.400 0.150    49.7395     0.9843    19.0000    37.0000    67.0000   352.0000
 0.350 0.150    64.6800     1.3734    24.0000    47.0000    84.0000   621.0000
 0.300 0.150    82.9880     1.7396    30.0000    62.0000   113.0000   639.0000
 0.250 0.150   105.6005     2.3990    32.0000    74.0000   143.0000   883.0000
 0.200 0.150   133.9360     2.9369    39.0000    93.0000   184.0000   881.0000
 0.150 0.150   163.5855     3.5980    46.0000   117.0000   224.0000  1122.0000
 0.100 0.150   181.2510     4.1833    51.0000   119.0000   248.0000  1479.0000
 0.050 0.150   190.9410     4.2419    54.0000   135.0000   269.0000  1580.0000
