Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.150    14.5775     0.2939     6.0000    11.0000    20.0000   177.0000
 0.950 0.150    15.6900     0.3230     6.0000    11.0000    21.0000   136.0000
 0.900 0.150    16.6480     0.3318     6.0000    12.0000    22.0000   155.0000
 0.850 0.150    17.8190     0.3337     7.0000    13.0000    23.0000   107.0000
 0.800 0.150    18.8830     0.3748     7.0000    14.0000    25.0000   164.0000
 0.750 0.150    21.1445     0.4183     8.0000    16.0000    29.0000   179.0000
 0.700 0.150    23.1740     0.4617     9.0000    17.0000    31.0000   190.0000
 0.650 0.150    26.0660     0.5203    10.0000    19.0000    35.0000   225.0000
 0.600 0.150    28.7515     0.6067    11.0000    20.0000    38.0000   209.0000
 0.550 0.150    32.3990     0.6629    12.0000    24.0000    43.0000   224.0000
 0.500 0.150    36.6465     0.7562    14.0000    27.0000    49.0000   306.0000
 0.450 0.150    42.5130     0.8922    15.0000    31.0000    56.0000   427.0000
 0.400 0.150    52.9460     1.0854    19.0000    39.0000    72.0000   436.0000
 0.350 0.150    66.2215     1.4222    23.0000    47.0000    89.0000   501.0000
 0.300 0.150    79.2635     1.7020    26.0000    55.0000   110.0000   598.0000
 0.250 0.150   106.6890     2.3270    35.0000    74.0000   147.0000  1014.0000
 0.200 0.150   135.3565     2.9698    41.0000    95.0000   191.0000  1152.0000
 0.150 0.150   172.9355     3.8459    50.0000   119.0000   234.0000  1307.0000
 0.100 0.150   188.5220     4.2062    56.0000   128.0000   259.0000  1623.0000
 0.050 0.150   192.1455     4.3567    52.0000   131.0000   268.0000  1635.0000
