Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.200     8.3560     0.1343     4.0000     7.0000    11.0000    61.0000
 0.950 0.200     8.8235     0.1391     5.0000     7.0000    11.0000    62.0000
 0.900 0.200     9.5635     0.1555     5.0000     8.0000    12.0000    74.0000
 0.850 0.200    10.5595     0.1664     6.0000     9.0000    14.0000    93.0000
 0.800 0.200    11.2155     0.1925     6.0000     9.0000    14.0000   103.0000
 0.750 0.200    12.3000     0.1929     6.0000    10.0000    16.0000    68.0000
 0.700 0.200    13.7190     0.2340     7.0000    11.0000    18.0000   123.0000
 0.650 0.200    15.5990     0.2702     8.0000    12.0000    20.0000   123.0000
 0.600 0.200    17.2290     0.2995     8.0000    14.0000    22.0000   116.0000
 0.550 0.200    20.7970     0.3729    10.0000    16.0000    27.0000   169.0000
 0.500 0.200    23.9525     0.4372    11.0000    20.0000    32.0000   200.0000
 0.450 0.200    29.3670     0.5454    13.0000    23.0000    39.0000   301.0000
 0.400 0.200    36.1535     0.6837    15.0000    28.0000    47.0000   307.0000
 0.350 0.200    46.3075     0.9116    18.0000    35.0000    63.0000   316.0000
 0.300 0.200    64.1735     1.3628    23.0000    46.0000    85.0000   566.0000
 0.250 0.200    85.1925     1.8215    29.0000    62.0000   115.0000   691.0000
 0.200 0.200   124.2630     2.8305    36.0000    84.0000   171.0000   968.0000
 0.150 0.200   149.1200     3.3026    46.0000   103.0000   205.0000  1029.0000
 0.100 0.200   182.7865     4.1364    49.0000   127.0000   257.0000  1377.0000
 0.050 0.200   190.8770     4.3708    54.0000   133.0000   263.0000  2000.0000
