Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.100    25.6830     0.5475     9.0000    18.0000    34.0000   253.0000
 0.950 0.100    27.6975     0.5618    10.0000    21.0000    37.0000   213.0000
 0.900 0.100    29.9110     0.6208    10.0000    22.0000    40.0000   207.0000
 0.850 0.100    31.1085     0.6570    11.0000    21.0000    42.0000   208.0000
 0.800 0.100    33.2335     0.7227    11.0000    24.0000    44.0000   332.0000
 0.750 0.100    36.2075     0.7534    12.0000    26.0000    50.0000   232.0000
 0.700 0.100    41.0740     0.8863    14.0000    30.0000    54.0000   362.0000
 0.650 0.100    45.8585     0.9889    16.0000    32.0000    61.0000   361.0000
 0.600 0.100    46.8920     0.9452    16.0000    35.0000    63.0000   315.0000
 0.550 0.100    53.8370     1.1590    19.0000    38.0000    72.0000   568.0000
 0.500 0.100    61.3540     1.3408    20.0000    43.0000    84.0000   563.0000
 0.450 0.100    73.1075     1.5652    25.0000    52.0000    99.0000   733.0000
 0.400 0.100    82.2040     1.8353    27.0000    59.0000   110.0000   949.0000
 0.350 0.100    98.2100     2.1678    30.0000    68.0000   133.0000   989.0000
 0.300 0.100   115.4575     2.4762    36.0000    81.0000   158.0000   976.0000
 0.250 0.100   140.7065     3.1570    41.0000    97.0000   195.0000  1155.0000
 0.200 0.100   171.9885     3.8859    52.0000   117.0000   234.0000  1283.0000
 0.150 0.100   187.7665     4.3073    53.0000   127.0000   259.0000  1669.0000
 0.100 0.100   199.7060     4.4678    57.0000   139.0000   277.0000  1772.0000
 0.050 0.100   198.5270     4.6027    53.0000   130.0000   280.0000  2000.0000
