Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.100    22.0640     0.4387     9.0000    16.0000    28.0000   210.0000
 0.950 0.100    23.9620     0.4891     9.0000    18.0000    32.0000   200.0000
 0.900 0.100    25.2095     0.5111    10.0000    19.0000    34.0000   321.0000
 0.850 0.100    27.1315     0.5706    10.0000    20.0000    35.0000   293.0000
 0.800 0.100    29.9710     0.6080    11.0000    22.0000    40.0000   226.0000
 0.750 0.100    32.0380     0.6584    12.0000    23.0000    43.0000   238.0000
 0.700 0.100    35.6970     0.7334    13.0000    26.0000    46.0000   266.0000
 0.650 0.100    37.8230     0.7740    14.0000    28.0000    50.0000   266.0000
 0.600 0.100    45.1405     0.9289    16.0000    32.0000    62.0000   312.0000
 0.550 0.100    47.5135     0.9743    17.0000    35.0000    62.0000   367.0000
 0.500 0.100    58.3235     1.1966    20.0000    43.0000    77.0000   500.0000
 0.450 0.100    64.8390     1.3372    22.0000    47.0000    88.0000   426.0000
 0.400 0.100    79.6895     1.7121    28.0000    57.0000   106.0000   792.0000
 0.350 0.100    97.3075     2.1467    31.0000    69.0000   131.0000   955.0000
 0.300 0.100   116.0820     2.4720    36.0000    80.0000   163.0000   784.0000
 0.250 0.100   144.2155     3.2699    44.0000    98.0000   195.0000  1705.0000
 0.200 0.100   162.7285     3.8620    48.0000   109.0000   224.0000  1858.0000
 0.150 0.100   184.2150     4.1854    53.0000   125.0000   253.0000  1182.0000
 0.100 0.100   195.3195     4.3947    55.0000   133.0000   280.0000  1854.0000
 0.050 0.100   196.2810     4.4095    58.0000   131.0000   271.0000  1457.0000
