Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.100    21.8180     0.5019     8.0000    15.0000    27.0000   287.0000
 0.950 0.100    23.1430     0.5183     9.0000    16.0000    29.0000   244.0000
 0.900 0.100    24.4570     0.5335    10.0000    17.0000    31.0000   278.0000
 0.850 0.100    27.2240     0.5758    10.0000    20.0000    36.0000   275.0000
 0.800 0.100    28.9770     0.5849    11.0000    22.0000    38.0000   220.0000
 0.750 0.100    31.2240     0.6620    12.0000    23.0000    40.0000   251.0000
 0.700 0.100    34.9115     0.7463    13.0000    24.0000    46.0000   374.0000
 0.650 0.100    38.0210     0.8159    14.0000    27.0000    49.0000   309.0000
 0.600 0.100    42.3120     0.8895    15.0000    31.0000    57.0000   394.0000
 0.550 0.100    47.2780     0.9939    17.0000    33.0000    62.0000   373.0000
 0.500 0.100    53.6680     1.0918    20.0000    39.0000    71.0000   345.0000
 0.450 0.100    64.6690     1.2542    25.0000    50.0000    88.0000   502.0000
 0.400 0.100    77.1535     1.6272    27.0000    56.0000   102.0000   571.0000
 0.350 0.100    93.2785     1.9903    32.0000    67.0000   128.0000   765.0000
 0.300 0.100   121.1395     2.5434    39.0000    87.0000   172.0000   819.0000
 0.250 0.100   141.5205     3.1524    42.0000    98.0000   198.0000  1303.0000
 0.200 0.100   167.6485     3.7065    50.0000   118.0000   230.0000  1262.0000
 0.150 0.100   172.4605     3.9305    49.0000   118.0000   240.0000  1619.0000
 0.100 0.100   190.8440     4.3330    50.0000   128.0000   267.0000  1532.0000
 0.050 0.100   199.7650     4.4801    56.0000   136.0000   276.0000  1566.0000
