Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.250     6.8770     0.1122     4.0000     6.0000     9.0000    68.0000
 0.950 0.250     7.2205     0.1138     4.0000     6.0000     9.0000    48.0000
 0.900 0.250     7.8050     0.1219     4.0000     6.0000    10.0000    47.0000
 0.850 0.250     8.2100     0.1268     4.0000     7.0000    11.0000    45.0000
 0.800 0.250     9.2445     0.1487     5.0000     8.0000    12.0000    66.0000
 0.750 0.250    10.2565     0.1635     5.0000     8.0000    13.0000    57.0000
 0.700 0.250    11.1875     0.1877     6.0000     9.0000    14.0000    87.0000
 0.650 0.250    12.1185     0.1950     6.0000    10.0000    16.0000    80.0000
 0.600 0.250    13.8595     0.2368     7.0000    11.0000    18.0000    99.0000
 0.550 0.250    16.1745     0.2675     8.0000    13.0000    21.0000   102.0000
 0.500 0.250    19.2030     0.3473     9.0000    15.0000    25.0000   193.0000
 0.450 0.250    22.4580     0.4041    10.0000    18.0000    29.0000   178.0000
 0.400 0.250    28.0185     0.4873    13.0000    23.0000    37.0000   197.0000
 0.350 0.250    36.4560     0.7065    14.0000    28.0000    49.0000   280.0000
 0.300 0.250    49.2145     0.9937    19.0000    38.0000    66.0000   376.0000
 0.250 0.250    68.6840     1.3931    24.0000    50.0000    96.0000   482.0000
 0.200 0.250    95.8820     2.0449    32.0000    70.0000   130.0000  1036.0000
 0.150 0.250   137.4680     3.0402    41.0000    98.0000   189.0000  1152.0000
 0.100 0.250   166.6595     3.6601    50.0000   117.0000   235.0000  1142.0000
 0.050 0.250   189.7155     4.1572    55.0000   132.0000   261.0000  1159.0000
