Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.200     8.6920     0.1433     4.0000     7.0000    11.0000    51.0000
 0.950 0.200     9.1840     0.1526     4.0000     7.0000    12.0000    58.0000
 0.900 0.200     9.7795     0.1606     5.0000     8.0000    13.0000    66.0000
 0.850 0.200    10.5565     0.1795     5.0000     9.0000    13.0000    84.0000
 0.800 0.200    12.0170     0.2128     6.0000    10.0000    15.0000   123.0000
 0.750 0.200    12.8090     0.2199     6.0000    10.0000    16.0000    80.0000
 0.700 0.200    14.1950     0.2552     7.0000    11.0000    18.0000   102.0000
 0.650 0.200    15.9705     0.2739     7.0000    13.0000    21.0000    92.0000
 0.600 0.200    18.3550     0.3355     8.0000    15.0000    23.0000   151.0000
 0.550 0.200    20.4055     0.3533     9.0000    16.0000    27.0000   132.0000
 0.500 0.200    24.3055     0.4355    11.0000    19.0000    32.0000   199.0000
 0.450 0.200    29.3045     0.5204    13.0000    23.0000    39.0000   182.0000
 0.400 0.200    37.2975     0.7018    16.0000    29.0000    50.0000   309.0000
 0.350 0.200    46.4215     0.9232    18.0000    34.0000    62.0000   318.0000
 0.300 0.200    60.3530     1.3145    21.0000    43.0000    78.0000   502.0000
 0.250 0.200    82.9550     1.7586    27.0000    60.0000   113.0000   533.0000
 0.200 0.200   119.4095     2.5842    36.0000    84.0000   166.0000   867.0000
 0.150 0.200   151.2240     3.4046    43.0000   106.0000   203.0000  1371.0000
 0.100 0.200   180.3760     3.9730    53.0000   127.0000   253.0000  1301.0000
 0.050 0.200   188.0685     4.1581    56.0000   132.0000   264.0000  1444.0000
