Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.050    67.6220     1.4648    22.0000    49.0000    92.0000   524.0000
 0.950 0.050    70.0770     1.5519    21.0000    48.0000    96.0000   576.0000
 0.900 0.050    73.8265     1.6573    23.0000    51.0000    98.0000   649.0000
 0.850 0.050    77.8005     1.6962    25.0000    54.0000   108.0000   597.0000
 0.800 0.050    83.9095     1.9475    24.0000    57.0000   111.0000  1029.0000
 0.750 0.050    88.1830     1.9463    26.0000    59.0000   123.0000   714.0000
 0.700 0.050    94.0055     2.1057    27.0000    64.0000   129.0000   812.0000
 0.650 0.050   102.1170     2.1670    34.0000    74.0000   143.0000   775.0000
 0.600 0.050   108.5185     2.3267    34.0000    78.0000   151.0000   755.0000
 0.550 0.050   118.8450     2.6694    33.0000    81.0000   166.0000   899.0000
 0.500 0.050   125.5540     2.6922    38.0000    88.0000   174.0000  1005.0000
 0.450 0.050   135.1120     2.9289    42.0000    93.0000   188.0000  1115.0000
 0.400 0.050   142.4800     3.2271    43.0000   100.0000   188.0000  1074.0000
 0.350 0.050   157.7630     3.4568    50.0000   113.0000   216.0000  1158.0000
 0.300 0.050   169.6770     3.7452    46.0000   115.0000   238.0000  1052.0000
 0.250 0.050   182.3140     4.0194    54.0000   123.0000   255.0000  1311.0000
 0.200 0.050   189.1345     4.1951    55.0000   131.0000   261.0000  1777.0000
 0.150 0.050   200.9025     4.3961    58.0000   139.0000   284.0000  1733.0000
 0.100 0.050   194.9665     4.4505    57.0000   133.0000   267.0000  1783.0000
 0.050 0.050   192.3390     4.2347    53.0000   137.0000   272.0000  1903.0000
