Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     3.9102     0.0273     3.0000     4.0000     5.0000    19.0000     0.0000
 2.000 0.180     4.3584     0.0324     3.0000     4.0000     5.0000    26.0000     0.0000
 2.000 0.160     4.7134     0.0361     3.0000     4.0000     6.0000    31.0000     0.0000
 2.000 0.140     5.3180     0.0422     3.0000     5.0000     7.0000    42.0000     0.0000
 2.000 0.120     6.3762     0.0577     4.0000     5.0000     8.0000    52.0000     0.0000
 2.000 0.100     7.9252     0.0846     4.0000     7.0000    10.0000    85.0000     0.0000
 2.000 0.080    11.1140     0.1593     5.0000     8.0000    14.0000   308.0000     0.0000
 2.000 0.060    19.6984     0.2966     7.0000    13.0000    25.0000   261.0000     0.0000
 2.000 0.040    45.8204     0.6785    13.0000    30.0000    62.0000   559.0000     0.0000
 2.000 0.020   110.9396     1.5592    31.0000    77.0000   155.0000  1018.0000     0.0000
 1.800 0.200     4.4330     0.0313     3.0000     4.0000     6.0000    18.0000     0.0000
 1.800 0.180     4.9044     0.0368     3.0000     4.0000     6.0000    30.0000     0.0000
 1.800 0.160     5.3698     0.0412     3.0000     5.0000     7.0000    32.0000     0.0000
 1.800 0.140     6.0258     0.0500     4.0000     5.0000     8.0000    47.0000     0.0000
 1.800 0.120     7.1914     0.0668     4.0000     6.0000     9.0000    65.0000     0.0000
 1.800 0.100     8.9702     0.0949     5.0000     7.0000    11.0000    75.0000     0.0000
 1.800 0.080    12.1524     0.1546     6.0000     9.0000    15.0000   141.0000     0.0000
 1.800 0.060    21.8574     0.3054     8.0000    15.0000    28.0000   224.0000     0.0000
 1.800 0.040    46.8252     0.6788    13.0000    31.0000    65.0000   614.0000     0.0000
 1.800 0.020   115.1750     1.6897    31.0000    77.0000   160.0000  1257.0000     0.0000
 1.600 0.200     5.1372     0.0386     3.0000     5.0000     6.0000    33.0000     0.0000
 1.600 0.180     5.5616     0.0434     3.0000     5.0000     7.0000    33.0000     0.0000
 1.600 0.160     6.2262     0.0488     4.0000     6.0000     8.0000    34.0000     0.0000
 1.600 0.140     6.9394     0.0601     4.0000     6.0000     9.0000    56.0000     0.0000
 1.600 0.120     8.3166     0.0780     5.0000     7.0000    11.0000    97.0000     0.0000
 1.600 0.100    10.4148     0.1159     5.0000     8.0000    13.0000   118.0000     0.0000
 1.600 0.080    14.4604     0.1809     6.0000    11.0000    18.0000   206.0000     0.0000
 1.600 0.060    24.5818     0.3461     9.0000    17.0000    32.0000   321.0000     0.0000
 1.600 0.040    51.8248     0.7486    15.0000    34.0000    72.0000   475.0000     0.0000
 1.600 0.020   117.1330     1.6827    32.0000    80.0000   163.0000  1057.0000     0.0000
 1.400 0.200     5.9636     0.0453     4.0000     5.0000     8.0000    26.0000     0.0000
 1.400 0.180     6.5502     0.0515     4.0000     6.0000     8.0000    42.0000     0.0000
 1.400 0.160     7.2986     0.0601     4.0000     6.0000     9.0000    41.0000     0.0000
 1.400 0.140     8.3722     0.0732     5.0000     7.0000    11.0000    52.0000     0.0000
 1.400 0.120     9.9248     0.0957     5.0000     8.0000    13.0000    82.0000     0.0000
 1.400 0.100    12.2258     0.1228     6.0000    10.0000    16.0000   118.0000     0.0000
 1.400 0.080    16.9472     0.2040     8.0000    13.0000    22.0000   200.0000     0.0000
 1.400 0.060    27.7518     0.3676    11.0000    20.0000    36.0000   271.0000     0.0000
 1.400 0.040    54.8540     0.7600    17.0000    38.0000    74.0000   457.0000     0.0000
