Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 1.400 0.020   124.1254     1.7522    36.0000    87.0000   172.0000  1003.0000     0.0000
 1.200 0.200     7.3396     0.0586     4.0000     7.0000     9.0000    51.0000     0.0000
 1.200 0.180     8.1452     0.0677     5.0000     7.0000    10.0000    56.0000     0.0000
 1.200 0.160     9.0954     0.0764     5.0000     8.0000    12.0000    48.0000     0.0000
 1.200 0.140    10.6554     0.1010     6.0000     9.0000    14.0000   149.0000     0.0000
 1.200 0.120    12.4192     0.1195     7.0000    10.0000    16.0000    83.0000     0.0000
 1.200 0.100    15.5544     0.1622     8.0000    13.0000    20.0000   179.0000     0.0000
 1.200 0.080    20.4240     0.2424     9.0000    16.0000    27.0000   196.0000     0.0000
 1.200 0.060    33.5252     0.4388    13.0000    24.0000    44.0000   371.0000     0.0000
 1.200 0.040    62.1758     0.8608    20.0000    44.0000    84.0000   599.0000     0.0000
 1.200 0.020   130.8602     1.8511    40.0000    89.0000   179.0000  1495.0000     0.0000
 1.000 0.200     9.6864     0.0847     6.0000     9.0000    12.0000    62.0000     0.0000
 1.000 0.180    10.8026     0.0986     6.0000     9.0000    14.0000    75.0000     0.0000
 1.000 0.160    12.0130     0.1103     7.0000    10.0000    16.0000    96.0000     0.0000
 1.000 0.140    14.1364     0.1383     8.0000    12.0000    18.0000   175.0000     0.0000
 1.000 0.120    16.5180     0.1651     8.0000    14.0000    21.0000   134.0000     0.0000
 1.000 0.100    20.6518     0.2278    10.0000    17.0000    27.0000   161.0000     0.0000
 1.000 0.080    27.8420     0.3244    12.0000    22.0000    37.0000   212.0000     0.0000
 1.000 0.060    42.0766     0.5435    16.0000    30.0000    55.0000   397.0000     0.0000
 1.000 0.040    74.5350     1.0173    24.0000    53.0000   100.0000   725.0000     0.0000
 1.000 0.020   138.2308     1.9282    41.0000    99.0000   192.0000  1168.0000     0.0000
 0.800 0.200    14.1058     0.1306     8.0000    12.0000    18.0000   101.0000     0.0000
 0.800 0.180    15.4594     0.1480     8.0000    13.0000    20.0000   114.0000     0.0000
 0.800 0.160    17.8018     0.1746     9.0000    15.0000    23.0000   180.0000     0.0000
 0.800 0.140    20.3044     0.2092    10.0000    17.0000    27.0000   136.0000     0.0000
 0.800 0.120    24.6578     0.2679    12.0000    20.0000    32.0000   198.0000     0.0000
 0.800 0.100    30.3268     0.3490    14.0000    24.0000    39.0000   265.0000     0.0000
 0.800 0.080    41.0382     0.4991    17.0000    31.0000    55.0000   410.0000     0.0000
 0.800 0.060    57.8116     0.7362    21.0000    43.0000    78.0000   490.0000     0.0000
 0.800 0.040    94.4560     1.2551    31.0000    68.0000   129.0000   808.0000     0.0000
 0.800 0.020   159.1982     2.1889    48.0000   110.0000   224.0000  1098.0000     0.0000
 0.600 0.200    23.7948     0.2450    12.0000    20.0000    31.0000   176.0000     0.0000
 0.600 0.180    26.8744     0.2896    13.0000    22.0000    36.0000   201.0000     0.0000
 0.600 0.160    31.0118     0.3459    14.0000    25.0000    40.0000   244.0000     0.0000
 0.600 0.140    36.1370     0.4162    16.0000    28.0000    48.0000   265.0000     0.0000
 0.600 0.120    42.7862     0.5112    18.0000    33.0000    56.0000   299.0000     0.0000
 0.600 0.100    53.5510     0.6571    22.0000    41.0000    72.0000   390.0000     0.0000
 0.600 0.080    69.0446     0.8906    25.0000    50.0000    92.0000   657.0000     0.0000
 0.600 0.060    93.1368     1.2548    31.0000    66.0000   127.0000   841.0000     0.0000
 0.600 0.040   129.3854     1.7653    41.0000    93.0000   179.0000  1084.0000     0.0000
 0.600 0.020   178.7084     2.5578    51.0000   124.0000   247.0000  1597.0000     0.0000
 0.400 0.200    58.6166     0.7372    22.0000    44.0000    80.0000   508.0000     0.0000
 0.400 0.180    64.5154     0.8477    24.0000    48.0000    86.0000   632.0000     0.0000
 0.400 0.160    72.3872     0.9234    26.0000    53.0000    99.0000   501.0000     0.0000
 0.400 0.140    82.4920     1.0772    29.0000    61.0000   113.0000   710.0000     0.0000
 0.400 0.120    95.8854     1.2498    33.0000    71.0000   132.0000   805.0000     0.0000
 0.400 0.100   113.0092     1.5168    37.0000    79.0000   156.0000  1052.0000     0.0000
 0.400 0.080   133.0528     1.7972    43.0000    95.0000   183.0000  1110.0000     0.0000
 0.400 0.060   153.8192     2.1368    46.0000   108.0000   213.0000  1487.0000     0.0000
 0.400 0.040   177.4272     2.4907    52.0000   124.0000   241.0000  1433.0000     0.0000
 0.400 0.020   196.3262     2.8491    56.0000   132.0000   272.0000  1711.0000     0.0000
 0.200 0.200   156.1786     2.2165    44.0000   106.0000   218.0000  1477.0000     0.0000
 0.200 0.180   163.4452     2.2844    49.0000   116.0000   225.0000  1391.0000     0.0000
 0.200 0.160   166.8094     2.4140    48.0000   114.0000   232.0000  1658.0000     0.0000
 0.200 0.140   172.5132     2.4092    50.0000   121.0000   243.0000  1484.0000     0.0000
 0.200 0.120   179.7730     2.5367    51.0000   127.0000   247.0000  1623.0000     0.0000
 0.200 0.100   188.2284     2.7187    52.0000   127.0000   261.0000  1849.0000     0.0000
 0.200 0.080   194.2078     2.6722    58.0000   136.0000   269.0000  1336.0000     0.0000
 0.200 0.060   200.7750     2.8223    59.0000   142.0000   275.0000  2000.0000     0.0000
 0.200 0.040   201.7658     2.9122    57.0000   137.0000   280.0000  1922.0000     0.0000
 0.200 0.020   198.9108     2.8245    57.0000   136.0000   275.0000  1615.0000     0.0000
