Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     3.8426     0.0302     2.0000     3.0000     5.0000    19.0000     0.0000
 2.000 0.180     4.2184     0.0354     2.0000     4.0000     5.0000    32.0000     0.0000
 2.000 0.160     4.7632     0.0410     3.0000     4.0000     6.0000    30.0000     0.0000
 2.000 0.140     5.5014     0.0504     3.0000     5.0000     7.0000    32.0000     0.0000
 2.000 0.120     6.4932     0.0618     3.0000     5.0000     8.0000    42.0000     0.0000
 2.000 0.100     8.2172     0.0862     4.0000     7.0000    11.0000    63.0000     0.0000
 2.000 0.080    10.9346     0.1224     5.0000     9.0000    14.0000   101.0000     0.0000
 2.000 0.060    17.0286     0.2171     7.0000    13.0000    22.0000   197.0000     0.0000
 2.000 0.040    36.9608     0.5097    12.0000    26.0000    50.0000   310.0000     0.0000
 2.000 0.020   101.6492     1.4596    28.0000    70.0000   141.0000   925.0000     0.0000
 1.800 0.200     4.2364     0.0346     3.0000     4.0000     5.0000    23.0000     0.0000
 1.800 0.180     4.7202     0.0400     3.0000     4.0000     6.0000    44.0000     0.0000
 1.800 0.160     5.4050     0.0487     3.0000     5.0000     7.0000    45.0000     0.0000
 1.800 0.140     6.1666     0.0581     3.0000     5.0000     8.0000    41.0000     0.0000
 1.800 0.120     7.1730     0.0711     4.0000     6.0000     9.0000    47.0000     0.0000
 1.800 0.100     9.0726     0.0974     4.0000     7.0000    12.0000    98.0000     0.0000
 1.800 0.080    12.2666     0.1408     6.0000    10.0000    16.0000   127.0000     0.0000
 1.800 0.060    18.8098     0.2310     8.0000    14.0000    25.0000   162.0000     0.0000
 1.800 0.040    40.3422     0.5673    13.0000    28.0000    54.0000   388.0000     0.0000
 1.800 0.020   103.5042     1.4781    29.0000    71.0000   143.0000  1316.0000     0.0000
 1.600 0.200     4.8624     0.0409     3.0000     4.0000     6.0000    24.0000     0.0000
 1.600 0.180     5.3818     0.0466     3.0000     5.0000     7.0000    28.0000     0.0000
 1.600 0.160     6.1342     0.0576     3.0000     5.0000     8.0000    42.0000     0.0000
 1.600 0.140     6.9734     0.0652     4.0000     6.0000     9.0000    36.0000     0.0000
 1.600 0.120     8.3808     0.0814     4.0000     7.0000    11.0000    50.0000     0.0000
 1.600 0.100    10.5870     0.1174     5.0000     9.0000    14.0000   102.0000     0.0000
 1.600 0.080    14.3814     0.1698     6.0000    11.0000    19.0000   190.0000     0.0000
 1.600 0.060    22.2720     0.2871     9.0000    16.0000    29.0000   302.0000     0.0000
 1.600 0.040    44.4068     0.6061    15.0000    31.0000    60.0000   471.0000     0.0000
 1.600 0.020   110.5562     1.5292    33.0000    79.0000   155.0000   845.0000     0.0000
 1.400 0.200     5.6834     0.0508     3.0000     5.0000     7.0000    47.0000     0.0000
 1.400 0.180     6.2854     0.0568     3.0000     5.0000     8.0000    53.0000     0.0000
 1.400 0.160     7.1710     0.0676     4.0000     6.0000     9.0000    40.0000     0.0000
 1.400 0.140     8.3152     0.0808     4.0000     7.0000    11.0000    56.0000     0.0000
 1.400 0.120    10.1484     0.1056     5.0000     8.0000    13.0000    79.0000     0.0000
 1.400 0.100    12.5624     0.1383     6.0000    10.0000    16.0000    97.0000     0.0000
 1.400 0.080    17.1312     0.2037     7.0000    13.0000    23.0000   194.0000     0.0000
 1.400 0.060    25.8772     0.3218    10.0000    19.0000    34.0000   197.0000     0.0000
 1.400 0.040    50.2396     0.6958    16.0000    36.0000    67.0000   638.0000     0.0000
 1.400 0.020   115.0374     1.6411    33.0000    79.0000   160.0000  1060.0000     0.0000
 1.200 0.200     6.9248     0.0645     4.0000     6.0000     9.0000    58.0000     0.0000
 1.200 0.180     7.7228     0.0740     4.0000     6.0000    10.0000    52.0000     0.0000
 1.200 0.160     8.7846     0.0870     5.0000     7.0000    11.0000    76.0000     0.0000
 1.200 0.140    10.1648     0.1033     5.0000     8.0000    13.0000    73.0000     0.0000
 1.200 0.120    12.4168     0.1328     6.0000    10.0000    16.0000   108.0000     0.0000
 1.200 0.100    15.6224     0.1786     7.0000    12.0000    21.0000   201.0000     0.0000
 1.200 0.080    21.1634     0.2552     9.0000    16.0000    28.0000   194.0000     0.0000
 1.200 0.060    32.6366     0.4245    12.0000    24.0000    43.0000   358.0000     0.0000
 1.200 0.040    59.7768     0.8080    20.0000    43.0000    82.0000   598.0000     0.0000
 1.200 0.020   129.3218     1.8272    38.0000    90.0000   178.0000  1195.0000     0.0000
 1.000 0.200     8.7082     0.0798     5.0000     7.0000    11.0000    54.0000     0.0000
 1.000 0.180     9.9990     0.1022     5.0000     8.0000    13.0000    80.0000     0.0000
 1.000 0.160    11.5112     0.1193     6.0000    10.0000    15.0000   103.0000     0.0000
 1.000 0.140    13.5704     0.1485     7.0000    11.0000    17.0000   123.0000     0.0000
 1.000 0.120    16.3310     0.1807     7.0000    13.0000    22.0000   114.0000     0.0000
 1.000 0.100    21.0674     0.2554     9.0000    16.0000    28.0000   226.0000     0.0000
 1.000 0.080    27.7760     0.3340    11.0000    21.0000    38.0000   201.0000     0.0000
 1.000 0.060    43.0418     0.5768    15.0000    31.0000    58.0000   567.0000     0.0000
 1.000 0.040    75.8578     1.0330    24.0000    54.0000   104.0000   677.0000     0.0000
 1.000 0.020   140.7064     1.9525    43.0000    99.0000   194.0000  1426.0000     0.0000
 0.800 0.200    12.6820     0.1316     6.0000    11.0000    16.0000   116.0000     0.0000
 0.800 0.180    14.1006     0.1471     7.0000    12.0000    18.0000   141.0000     0.0000
 0.800 0.160    16.4260     0.1776     8.0000    13.0000    21.0000   133.0000     0.0000
 0.800 0.140    19.1208     0.2135     9.0000    15.0000    25.0000   122.0000     0.0000
 0.800 0.120    23.0674     0.2650    10.0000    18.0000    30.0000   166.0000     0.0000
 0.800 0.100    29.6678     0.3613    12.0000    22.0000    40.0000   223.0000     0.0000
 0.800 0.080    39.7146     0.4934    16.0000    30.0000    53.0000   312.0000     0.0000
 0.800 0.060    57.6620     0.7497    20.0000    42.0000    81.0000   476.0000     0.0000
