Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     3.9828     0.0360     2.0000     3.0000     5.0000    25.0000     0.0000
 2.000 0.180     4.3964     0.0390     2.0000     4.0000     6.0000    24.0000     0.0000
 2.000 0.160     5.0368     0.0483     3.0000     4.0000     6.0000    43.0000     0.0000
 2.000 0.140     5.8148     0.0582     3.0000     5.0000     8.0000    56.0000     0.0000
 2.000 0.120     6.8824     0.0693     3.0000     6.0000     9.0000    55.0000     0.0000
 2.000 0.100     8.8322     0.0971     4.0000     7.0000    12.0000    75.0000     0.0000
 2.000 0.080    12.1790     0.1411     5.0000    10.0000    16.0000   120.0000     0.0000
 2.000 0.060    20.2568     0.2685     7.0000    15.0000    26.0000   199.0000     0.0000
 2.000 0.040    44.3188     0.6174    13.0000    31.0000    61.0000   411.0000     0.0000
 2.000 0.020   107.8126     1.5516    31.0000    75.0000   150.0000  1020.0000     0.0000
 1.800 0.200     4.3718     0.0382     2.0000     4.0000     6.0000    30.0000     0.0000
 1.800 0.180     4.9150     0.0460     3.0000     4.0000     6.0000    26.0000     0.0000
 1.800 0.160     5.5592     0.0529     3.0000     5.0000     7.0000    37.0000     0.0000
 1.800 0.140     6.4232     0.0651     3.0000     5.0000     8.0000    79.0000     0.0000
 1.800 0.120     7.7272     0.0819     4.0000     6.0000    10.0000    51.0000     0.0000
 1.800 0.100     9.9562     0.1113     5.0000     8.0000    13.0000    79.0000     0.0000
 1.800 0.080    13.5488     0.1694     6.0000    11.0000    17.0000   160.0000     0.0000
 1.800 0.060    21.6262     0.2871     8.0000    16.0000    29.0000   224.0000     0.0000
 1.800 0.040    45.4408     0.6291    14.0000    31.0000    63.0000   368.0000     0.0000
 1.800 0.020   114.6820     1.6195    33.0000    80.0000   158.0000   955.0000     0.0000
 1.600 0.200     4.9044     0.0448     3.0000     4.0000     6.0000    27.0000     0.0000
 1.600 0.180     5.5226     0.0525     3.0000     5.0000     7.0000    40.0000     0.0000
 1.600 0.160     6.2718     0.0626     3.0000     5.0000     8.0000    54.0000     0.0000
 1.600 0.140     7.4434     0.0785     4.0000     6.0000    10.0000    50.0000     0.0000
 1.600 0.120     8.7274     0.0961     4.0000     7.0000    11.0000    83.0000     0.0000
 1.600 0.100    10.9066     0.1234     5.0000     9.0000    14.0000   102.0000     0.0000
 1.600 0.080    15.4752     0.1980     6.0000    11.0000    21.0000   226.0000     0.0000
 1.600 0.060    24.6796     0.3333     9.0000    18.0000    33.0000   321.0000     0.0000
 1.600 0.040    51.1402     0.7204    16.0000    35.0000    70.0000   504.0000     0.0000
 1.600 0.020   116.5888     1.6721    33.0000    78.0000   160.0000  1143.0000     0.0000
 1.400 0.200     5.6936     0.0533     3.0000     5.0000     7.0000    35.0000     0.0000
 1.400 0.180     6.4192     0.0654     3.0000     5.0000     8.0000    51.0000     0.0000
 1.400 0.160     7.3120     0.0751     4.0000     6.0000     9.0000    59.0000     0.0000
 1.400 0.140     8.6042     0.0925     4.0000     7.0000    11.0000    91.0000     0.0000
 1.400 0.120    10.3934     0.1128     5.0000     8.0000    14.0000   104.0000     0.0000
 1.400 0.100    13.6376     0.1599     6.0000    10.0000    18.0000   112.0000     0.0000
 1.400 0.080    18.9416     0.2417     7.0000    14.0000    25.0000   173.0000     0.0000
 1.400 0.060    29.1100     0.3888    10.0000    21.0000    39.0000   276.0000     0.0000
 1.400 0.040    57.2566     0.8213    17.0000    38.0000    79.0000   658.0000     0.0000
 1.400 0.020   123.2988     1.7643    34.0000    85.0000   172.0000  1012.0000     0.0000
 1.200 0.200     6.9770     0.0690     4.0000     6.0000     9.0000    58.0000     0.0000
 1.200 0.180     7.7072     0.0779     4.0000     6.0000    10.0000    60.0000     0.0000
 1.200 0.160     9.0006     0.0957     4.0000     7.0000    12.0000    79.0000     0.0000
 1.200 0.140    10.2892     0.1104     5.0000     8.0000    14.0000    91.0000     0.0000
 1.200 0.120    12.6320     0.1496     6.0000    10.0000    17.0000   187.0000     0.0000
 1.200 0.100    16.1148     0.1885     7.0000    12.0000    21.0000   150.0000     0.0000
 1.200 0.080    22.9662     0.2960     9.0000    17.0000    30.0000   259.0000     0.0000
 1.200 0.060    35.7376     0.4889    13.0000    25.0000    48.0000   429.0000     0.0000
 1.200 0.040    63.6372     0.8692    20.0000    44.0000    89.0000   528.0000     0.0000
 1.200 0.020   130.4366     1.8207    38.0000    89.0000   184.0000   898.0000     0.0000
