Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     3.8726     0.0310     2.0000     3.0000     5.0000    17.0000     0.0000
 2.000 0.180     4.2322     0.0365     2.0000     4.0000     5.0000    25.0000     0.0000
 2.000 0.160     4.7684     0.0416     3.0000     4.0000     6.0000    30.0000     0.0000
 2.000 0.140     5.6050     0.0515     3.0000     5.0000     7.0000    49.0000     0.0000
 2.000 0.120     6.5452     0.0612     3.0000     6.0000     9.0000    40.0000     0.0000
 2.000 0.100     8.2036     0.0794     4.0000     7.0000    11.0000    56.0000     0.0000
 2.000 0.080    10.6376     0.1147     5.0000     9.0000    14.0000    85.0000     0.0000
 2.000 0.060    16.1230     0.1880     7.0000    13.0000    21.0000   140.0000     0.0000
 2.000 0.040    30.0360     0.3897    11.0000    22.0000    40.0000   267.0000     0.0000
 2.000 0.020    88.3986     1.2330    26.0000    61.0000   122.0000   784.0000     0.0000
 1.800 0.200     4.3524     0.0370     3.0000     4.0000     5.0000    36.0000     0.0000
 1.800 0.180     4.8866     0.0427     3.0000     4.0000     6.0000    29.0000     0.0000
 1.800 0.160     5.5074     0.0490     3.0000     5.0000     7.0000    35.0000     0.0000
 1.800 0.140     6.2648     0.0564     3.0000     5.0000     8.0000    35.0000     0.0000
 1.800 0.120     7.4374     0.0754     4.0000     6.0000    10.0000    76.0000     0.0000
 1.800 0.100     9.1154     0.0926     4.0000     7.0000    12.0000    59.0000     0.0000
 1.800 0.080    12.1100     0.1308     6.0000    10.0000    16.0000   109.0000     0.0000
 1.800 0.060    18.7706     0.2257     8.0000    14.0000    24.0000   161.0000     0.0000
 1.800 0.040    35.1078     0.4587    13.0000    25.0000    47.0000   320.0000     0.0000
 1.800 0.020    94.3304     1.2958    29.0000    66.0000   131.0000   732.0000     0.0000
 1.600 0.200     5.0424     0.0435     3.0000     4.0000     6.0000    30.0000     0.0000
 1.600 0.180     5.6784     0.0506     3.0000     5.0000     7.0000    32.0000     0.0000
 1.600 0.160     6.3488     0.0590     3.0000     5.0000     8.0000    39.0000     0.0000
 1.600 0.140     7.2206     0.0694     4.0000     6.0000     9.0000    47.0000     0.0000
 1.600 0.120     8.8794     0.0896     4.0000     7.0000    12.0000    60.0000     0.0000
 1.600 0.100    10.9118     0.1164     5.0000     9.0000    14.0000    86.0000     0.0000
 1.600 0.080    14.8264     0.1666     7.0000    12.0000    19.0000   125.0000     0.0000
 1.600 0.060    22.0260     0.2823     9.0000    16.0000    28.0000   240.0000     0.0000
 1.600 0.040    40.8886     0.5331    15.0000    30.0000    55.0000   333.0000     0.0000
 1.600 0.020    99.7804     1.3864    29.0000    70.0000   140.0000  1027.0000     0.0000
 1.400 0.200     5.9578     0.0546     3.0000     5.0000     8.0000    46.0000     0.0000
 1.400 0.180     6.9096     0.0644     4.0000     6.0000     9.0000    37.0000     0.0000
 1.400 0.160     7.6024     0.0714     4.0000     6.0000    10.0000    51.0000     0.0000
 1.400 0.140     8.7914     0.0890     4.0000     7.0000    11.0000    59.0000     0.0000
 1.400 0.120    10.8590     0.1138     5.0000     9.0000    14.0000    71.0000     0.0000
 1.400 0.100    13.3896     0.1454     6.0000    11.0000    17.0000    83.0000     0.0000
 1.400 0.080    18.1040     0.2218     8.0000    14.0000    24.0000   182.0000     0.0000
 1.400 0.060    27.3700     0.3360    11.0000    21.0000    37.0000   246.0000     0.0000
 1.400 0.040    48.9554     0.6529    17.0000    36.0000    65.0000   441.0000     0.0000
 1.400 0.020   113.5128     1.6111    34.0000    78.0000   158.0000  1226.0000     0.0000
 1.200 0.200     7.4912     0.0691     4.0000     6.0000    10.0000    50.0000     0.0000
 1.200 0.180     8.3516     0.0820     4.0000     7.0000    11.0000    64.0000     0.0000
 1.200 0.160     9.6760     0.0969     5.0000     8.0000    13.0000    57.0000     0.0000
 1.200 0.140    11.3130     0.1199     5.0000     9.0000    15.0000   103.0000     0.0000
 1.200 0.120    13.5932     0.1506     6.0000    11.0000    18.0000   102.0000     0.0000
 1.200 0.100    17.2838     0.2036     8.0000    14.0000    23.0000   192.0000     0.0000
 1.200 0.080    23.5262     0.2924    10.0000    18.0000    31.0000   261.0000     0.0000
 1.200 0.060    34.4224     0.4429    13.0000    25.0000    46.0000   276.0000     0.0000
 1.200 0.040    60.5234     0.8301    20.0000    42.0000    82.0000   749.0000     0.0000
 1.200 0.020   126.7124     1.7712    37.0000    89.0000   175.0000  1068.0000     0.0000
 1.000 0.200     9.8028     0.0990     5.0000     8.0000    13.0000    94.0000     0.0000
 1.000 0.180    11.1944     0.1194     6.0000     9.0000    14.0000   113.0000     0.0000
 1.000 0.160    12.5026     0.1339     6.0000    10.0000    16.0000   108.0000     0.0000
