Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     3.9780     0.0354     3.0000     4.0000     5.0000    54.0000     0.0000
 2.000 0.180     4.5424     0.0500     3.0000     4.0000     5.0000    53.0000     0.0000
 2.000 0.160     5.1526     0.0658     3.0000     4.0000     6.0000    81.0000     0.0000
 2.000 0.140     6.4086     0.1002     3.0000     5.0000     7.0000   137.0000     0.0000
 2.000 0.120     8.4416     0.1365     4.0000     5.0000     9.0000   100.0000     0.0000
 2.000 0.100    13.1344     0.2329     4.0000     7.0000    15.0000   214.0000     0.0000
 2.000 0.080    22.2798     0.3668     5.0000    12.0000    29.0000   276.0000     0.0000
 2.000 0.060    38.9982     0.6126     9.0000    24.0000    54.0000   468.0000     0.0000
 2.000 0.040    68.2858     1.0123    17.0000    46.0000    94.0000   625.0000     0.0000
 2.000 0.020   133.1120     1.9338    38.0000    91.0000   183.0000  1242.0000     0.0000
 1.800 0.200     4.4900     0.0392     3.0000     4.0000     5.0000    43.0000     0.0000
 1.800 0.180     4.9880     0.0495     3.0000     4.0000     6.0000    70.0000     0.0000
 1.800 0.160     5.6558     0.0644     3.0000     5.0000     7.0000    74.0000     0.0000
 1.800 0.140     7.0208     0.1000     4.0000     5.0000     8.0000   115.0000     0.0000
 1.800 0.120     9.3508     0.1558     4.0000     6.0000    10.0000   187.0000     0.0000
 1.800 0.100    14.0326     0.2282     5.0000     8.0000    17.0000   196.0000     0.0000
 1.800 0.080    23.2896     0.3784     6.0000    13.0000    31.0000   278.0000     0.0000
 1.800 0.060    40.8586     0.6393     9.0000    25.0000    57.0000   740.0000     0.0000
 1.800 0.040    71.5868     1.0796    17.0000    47.0000    98.0000   704.0000     0.0000
 1.800 0.020   136.9532     1.9689    38.0000    93.0000   187.0000  1176.0000     0.0000
 1.600 0.200     5.1094     0.0414     3.0000     5.0000     6.0000    37.0000     0.0000
 1.600 0.180     5.6520     0.0532     3.0000     5.0000     7.0000    62.0000     0.0000
 1.600 0.160     6.6820     0.0838     4.0000     5.0000     8.0000   168.0000     0.0000
 1.600 0.140     7.7956     0.1017     4.0000     6.0000     9.0000   106.0000     0.0000
 1.600 0.120    10.5156     0.1579     5.0000     7.0000    12.0000   143.0000     0.0000
 1.600 0.100    15.2308     0.2415     5.0000     9.0000    18.0000   191.0000     0.0000
 1.600 0.080    25.1324     0.4134     7.0000    14.0000    32.0000   378.0000     0.0000
 1.600 0.060    42.9412     0.6687    10.0000    27.0000    59.0000   598.0000     0.0000
 1.600 0.040    75.2446     1.0796    19.0000    50.0000   107.0000   620.0000     0.0000
 1.600 0.020   138.1864     2.0395    40.0000    94.0000   192.0000  1865.0000     0.0000
 1.400 0.200     5.9110     0.0504     4.0000     5.0000     7.0000    52.0000     0.0000
 1.400 0.180     6.7054     0.0681     4.0000     6.0000     8.0000    84.0000     0.0000
 1.400 0.160     7.7446     0.0924     4.0000     6.0000     9.0000   107.0000     0.0000
 1.400 0.140     9.1542     0.1146     5.0000     7.0000    11.0000   132.0000     0.0000
 1.400 0.120    11.6968     0.1699     5.0000     8.0000    13.0000   171.0000     0.0000
 1.400 0.100    17.2994     0.2750     6.0000    11.0000    21.0000   341.0000     0.0000
 1.400 0.080    26.3582     0.4045     8.0000    16.0000    34.0000   298.0000     0.0000
 1.400 0.060    44.9044     0.6823    12.0000    29.0000    60.0000   381.0000     0.0000
 1.400 0.040    78.5850     1.1417    21.0000    54.0000   108.0000   622.0000     0.0000
 1.400 0.020   140.1314     2.0329    39.0000    95.0000   196.0000  1733.0000     0.0000
 1.200 0.200     7.2038     0.0613     4.0000     6.0000     9.0000    56.0000     0.0000
 1.200 0.180     8.1270     0.0795     5.0000     7.0000    10.0000    82.0000     0.0000
 1.200 0.160     9.3650     0.0996     5.0000     8.0000    11.0000   106.0000     0.0000
 1.200 0.140    10.7886     0.1240     6.0000     9.0000    13.0000   131.0000     0.0000
 1.200 0.120    13.8424     0.1806     6.0000    10.0000    17.0000   181.0000     0.0000
 1.200 0.100    19.7058     0.2907     7.0000    13.0000    24.0000   256.0000     0.0000
 1.200 0.080    29.7178     0.4514     9.0000    18.0000    39.0000   359.0000     0.0000
 1.200 0.060    49.9574     0.7529    14.0000    33.0000    66.0000   549.0000     0.0000
 1.200 0.040    83.0292     1.2012    23.0000    57.0000   113.0000   896.0000     0.0000
 1.200 0.020   144.0138     2.0550    41.0000   100.0000   197.0000  1315.0000     0.0000
 1.000 0.200     9.3204     0.0833     5.0000     8.0000    12.0000    76.0000     0.0000
 1.000 0.180    10.5002     0.0999     6.0000     9.0000    13.0000    92.0000     0.0000
 1.000 0.160    11.6822     0.1248     6.0000    10.0000    15.0000   135.0000     0.0000
 1.000 0.140    13.9610     0.1622     7.0000    11.0000    17.0000   145.0000     0.0000
 1.000 0.120    17.8862     0.2192     8.0000    14.0000    22.0000   182.0000     0.0000
 1.000 0.100    24.3786     0.3354    10.0000    17.0000    31.0000   238.0000     0.0000
 1.000 0.080    36.2952     0.5188    12.0000    24.0000    48.0000   394.0000     0.0000
 1.000 0.060    56.7148     0.8158    16.0000    37.0000    79.0000   516.0000     0.0000
 1.000 0.040    92.1410     1.3098    26.0000    63.0000   128.0000   898.0000     0.0000
 1.000 0.020   150.8522     2.1521    42.0000   105.0000   206.0000  1190.0000     0.0000
 0.800 0.200    13.1096     0.1217     7.0000    11.0000    17.0000    78.0000     0.0000
 0.800 0.180    14.7158     0.1528     8.0000    12.0000    19.0000   129.0000     0.0000
 0.800 0.160    16.5384     0.1779     8.0000    14.0000    21.0000   135.0000     0.0000
 0.800 0.140    19.4702     0.2175     9.0000    16.0000    25.0000   162.0000     0.0000
 0.800 0.120    23.9032     0.2851    11.0000    19.0000    30.0000   242.0000     0.0000
 0.800 0.100    33.1454     0.4489    13.0000    24.0000    42.0000   427.0000     0.0000
 0.800 0.080    45.4656     0.6013    16.0000    32.0000    60.0000   404.0000     0.0000
 0.800 0.060    69.4864     0.9609    22.0000    48.0000    94.0000   805.0000     0.0000
 0.800 0.040   105.1794     1.4550    31.0000    73.0000   144.0000   933.0000     0.0000
 0.800 0.020   164.5138     2.3921    46.0000   111.0000   225.0000  1749.0000     0.0000
 0.600 0.200    21.7334     0.2248    11.0000    18.0000    28.0000   145.0000     0.0000
 0.600 0.180    24.5314     0.2580    12.0000    20.0000    32.0000   156.0000     0.0000
 0.600 0.160    28.2534     0.3023    13.0000    23.0000    37.0000   203.0000     0.0000
 0.600 0.140    31.9864     0.3641    14.0000    26.0000    42.0000   288.0000     0.0000
 0.600 0.120    38.9444     0.4720    16.0000    30.0000    52.0000   366.0000     0.0000
 0.600 0.100    49.4968     0.6364    19.0000    37.0000    66.0000   730.0000     0.0000
 0.600 0.080    65.7488     0.8493    24.0000    48.0000    88.0000   656.0000     0.0000
 0.600 0.060    90.3242     1.2325    30.0000    63.0000   124.0000   788.0000     0.0000
 0.600 0.040   126.1162     1.7620    38.0000    88.0000   174.0000  1019.0000     0.0000
 0.600 0.020   179.1322     2.5802    54.0000   125.0000   243.0000  1807.0000     0.0000
 0.400 0.200    49.1308     0.5982    20.0000    37.0000    65.0000   411.0000     0.0000
 0.400 0.180    55.5298     0.6936    22.0000    41.0000    74.0000   546.0000     0.0000
 0.400 0.160    63.2424     0.7673    25.0000    48.0000    86.0000   414.0000     0.0000
 0.400 0.140    73.2742     0.9448    26.0000    53.0000   101.0000   648.0000     0.0000
 0.400 0.120    83.3136     1.0825    29.0000    61.0000   114.0000   803.0000     0.0000
 0.400 0.100    99.1500     1.3009    34.0000    73.0000   135.0000   803.0000     0.0000
 0.400 0.080   114.9640     1.5332    38.0000    82.0000   158.0000  1006.0000     0.0000
 0.400 0.060   144.4750     2.0462    44.0000   101.0000   195.0000  1181.0000     0.0000
 0.400 0.040   164.0368     2.3638    48.0000   113.0000   227.0000  1740.0000     0.0000
 0.400 0.020   192.4570     2.7150    56.0000   133.0000   266.0000  1568.0000     0.0000
 0.200 0.200   143.6058     2.0765    41.0000    98.0000   197.0000  1300.0000     0.0000
 0.200 0.180   146.8834     2.0267    44.0000   103.0000   205.0000  1139.0000     0.0000
 0.200 0.160   159.6090     2.2235    47.0000   111.0000   223.0000  1325.0000     0.0000
 0.200 0.140   165.2132     2.2751    50.0000   118.0000   230.0000  1637.0000     0.0000
 0.200 0.120   169.8082     2.4422    47.0000   116.0000   235.0000  1556.0000     0.0000
 0.200 0.100   180.5456     2.5927    53.0000   122.0000   247.0000  1612.0000     0.0000
 0.200 0.080   187.3098     2.6454    53.0000   130.0000   259.0000  1416.0000     0.0000
 0.200 0.060   188.7750     2.5839    57.0000   134.0000   262.0000  1585.0000     0.0000
 0.200 0.040   194.1338     2.7081    52.0000   135.0000   276.0000  2000.0000     0.0000
 0.200 0.020   196.8298     2.7993    56.0000   135.0000   272.0000  2000.0000     0.0000
