Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     5.9054     0.0742     2.0000     4.0000     8.0000    56.0000     0.0000
 2.000 0.180     6.6558     0.0846     2.0000     5.0000     9.0000    59.0000     0.0000
 2.000 0.160     7.9286     0.1006     3.0000     6.0000    11.0000    59.0000     0.0000
 2.000 0.140     9.3922     0.1173     3.0000     7.0000    13.0000    73.0000     0.0000
 2.000 0.120    11.5256     0.1441     4.0000     8.0000    16.0000    90.0000     0.0000
 2.000 0.100    14.5498     0.1859     5.0000    11.0000    20.0000   163.0000     0.0000
 2.000 0.080    20.4960     0.2628     7.0000    16.0000    28.0000   172.0000     0.0000
 2.000 0.060    31.0550     0.3993    11.0000    24.0000    42.0000   346.0000     0.0000
 2.000 0.040    55.7306     0.7524    18.0000    40.0000    75.0000   440.0000     0.0000
 2.000 0.020   119.1306     1.6754    36.0000    83.0000   164.0000  1354.0000     0.0000
 1.800 0.200     6.2630     0.0823     2.0000     4.0000     8.0000    84.0000     0.0000
 1.800 0.180     7.3618     0.0927     3.0000     5.0000    10.0000    69.0000     0.0000
 1.800 0.160     8.5726     0.1109     3.0000     6.0000    12.0000    86.0000     0.0000
 1.800 0.140    10.0680     0.1334     3.0000     7.0000    14.0000   211.0000     0.0000
 1.800 0.120    12.7248     0.1608     4.0000    10.0000    18.0000   122.0000     0.0000
 1.800 0.100    16.3400     0.2142     6.0000    12.0000    22.0000   220.0000     0.0000
 1.800 0.080    22.2294     0.2958     7.0000    17.0000    30.0000   254.0000     0.0000
 1.800 0.060    34.2084     0.4627    12.0000    25.0000    47.0000   478.0000     0.0000
 1.800 0.040    60.7150     0.8299    20.0000    45.0000    82.0000   685.0000     0.0000
 1.800 0.020   127.3622     1.8107    37.0000    88.0000   177.0000  1380.0000     0.0000
 1.600 0.200     6.9736     0.0896     3.0000     5.0000     9.0000    79.0000     0.0000
 1.600 0.180     8.0326     0.1028     3.0000     6.0000    11.0000    79.0000     0.0000
 1.600 0.160     9.3420     0.1186     3.0000     7.0000    13.0000    67.0000     0.0000
 1.600 0.140    11.3314     0.1438     4.0000     8.0000    16.0000   105.0000     0.0000
 1.600 0.120    14.0548     0.1793     5.0000    10.0000    19.0000   126.0000     0.0000
 1.600 0.100    18.3538     0.2371     6.0000    14.0000    25.0000   148.0000     0.0000
 1.600 0.080    24.9568     0.3299     9.0000    19.0000    34.0000   263.0000     0.0000
 1.600 0.060    37.3826     0.5239    12.0000    27.0000    49.0000   420.0000     0.0000
 1.600 0.040    67.1054     0.9159    22.0000    48.0000    92.0000   565.0000     0.0000
 1.600 0.020   129.1392     1.8102    39.0000    90.0000   176.0000  1118.0000     0.0000
 1.400 0.200     8.0320     0.0990     3.0000     6.0000    11.0000    54.0000     0.0000
 1.400 0.180     8.8384     0.1124     3.0000     6.0000    12.0000    69.0000     0.0000
 1.400 0.160    10.7730     0.1410     4.0000     8.0000    14.0000    96.0000     0.0000
 1.400 0.140    12.8492     0.1679     4.0000     9.0000    17.0000   125.0000     0.0000
 1.400 0.120    15.8796     0.2072     5.0000    11.0000    22.0000   135.0000     0.0000
 1.400 0.100    21.1600     0.2876     7.0000    15.0000    29.0000   263.0000     0.0000
 1.400 0.080    28.2882     0.3901     9.0000    20.0000    38.0000   380.0000     0.0000
 1.400 0.060    43.4504     0.5822    14.0000    32.0000    60.0000   412.0000     0.0000
 1.400 0.040    74.0310     1.0279    23.0000    53.0000   101.0000   724.0000     0.0000
 1.400 0.020   135.9574     1.9368    40.0000    95.0000   188.0000  1594.0000     0.0000
 1.200 0.200     9.1584     0.1186     4.0000     6.0000    12.0000   151.0000     0.0000
 1.200 0.180    10.3772     0.1330     4.0000     7.0000    14.0000    90.0000     0.0000
 1.200 0.160    13.0778     0.1694     5.0000     9.0000    18.0000   108.0000     0.0000
 1.200 0.140    15.1470     0.2016     5.0000    11.0000    20.0000   179.0000     0.0000
 1.200 0.120    18.9272     0.2507     6.0000    14.0000    26.0000   171.0000     0.0000
 1.200 0.100    25.0106     0.3385     8.0000    18.0000    34.0000   263.0000     0.0000
 1.200 0.080    34.1998     0.4708    11.0000    25.0000    47.0000   332.0000     0.0000
 1.200 0.060    50.3408     0.6979    15.0000    35.0000    69.0000   463.0000     0.0000
 1.200 0.040    83.3302     1.1550    26.0000    58.0000   115.0000   795.0000     0.0000
