Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 1.000 0.180    11.3996     0.1035     7.0000    10.0000    14.0000   103.0000     0.0000
 1.000 0.160    12.8214     0.1238     7.0000    11.0000    16.0000   112.0000     0.0000
 1.000 0.140    14.7604     0.1498     8.0000    12.0000    19.0000   128.0000     0.0000
 1.000 0.120    17.9410     0.2005     9.0000    14.0000    23.0000   166.0000     0.0000
 1.000 0.100    23.8782     0.3012    11.0000    17.0000    30.0000   240.0000     0.0000
 1.000 0.080    34.4112     0.4505    13.0000    24.0000    45.0000   295.0000     0.0000
 1.000 0.060    53.8540     0.7281    18.0000    38.0000    74.0000   503.0000     0.0000
 1.000 0.040    90.2726     1.2600    27.0000    63.0000   125.0000   865.0000     0.0000
 1.000 0.020   149.1640     2.1438    43.0000   103.0000   205.0000  1762.0000     0.0000
 0.800 0.200    14.5550     0.1329     8.0000    13.0000    19.0000    90.0000     0.0000
 0.800 0.180    16.3556     0.1536     9.0000    14.0000    21.0000   161.0000     0.0000
 0.800 0.160    18.5396     0.1912    10.0000    15.0000    24.0000   176.0000     0.0000
 0.800 0.140    21.3074     0.2300    11.0000    18.0000    27.0000   199.0000     0.0000
 0.800 0.120    25.3472     0.2834    12.0000    20.0000    33.0000   223.0000     0.0000
 0.800 0.100    32.3348     0.3902    14.0000    25.0000    42.0000   253.0000     0.0000
 0.800 0.080    46.3238     0.5910    18.0000    34.0000    61.0000   376.0000     0.0000
 0.800 0.060    66.8232     0.8889    23.0000    47.0000    90.0000   762.0000     0.0000
 0.800 0.040   103.8516     1.4144    32.0000    74.0000   142.0000   926.0000     0.0000
 0.800 0.020   158.4566     2.2454    46.0000   110.0000   218.0000  1576.0000     0.0000
 0.600 0.200    25.5904     0.2682    12.0000    21.0000    33.0000   209.0000     0.0000
 0.600 0.180    28.3274     0.3056    13.0000    23.0000    37.0000   214.0000     0.0000
 0.600 0.160    31.9184     0.3492    15.0000    26.0000    42.0000   205.0000     0.0000
 0.600 0.140    36.8312     0.4257    16.0000    29.0000    49.0000   331.0000     0.0000
 0.600 0.120    43.7334     0.5060    19.0000    34.0000    58.0000   333.0000     0.0000
 0.600 0.100    52.5160     0.6358    21.0000    40.0000    71.0000   436.0000     0.0000
 0.600 0.080    67.5642     0.8412    26.0000    50.0000    91.0000   445.0000     0.0000
 0.600 0.060    94.0102     1.2076    33.0000    69.0000   129.0000   659.0000     0.0000
 0.600 0.040   130.2296     1.7825    43.0000    93.0000   179.0000  1697.0000     0.0000
 0.600 0.020   175.2872     2.4087    52.0000   125.0000   243.0000  1515.0000     0.0000
 0.400 0.200    58.3010     0.7286    23.0000    44.0000    79.0000   449.0000     0.0000
 0.400 0.180    64.9696     0.8222    24.0000    49.0000    88.0000   473.0000     0.0000
 0.400 0.160    75.1212     0.9617    27.0000    56.0000   100.0000   689.0000     0.0000
 0.400 0.140    84.2906     1.0812    30.0000    62.0000   114.0000   611.0000     0.0000
 0.400 0.120    94.0872     1.2592    32.0000    68.0000   130.0000   820.0000     0.0000
 0.400 0.100   109.7328     1.4954    36.0000    78.0000   155.0000  1058.0000     0.0000
 0.400 0.080   124.8314     1.7267    39.0000    89.0000   171.0000  1027.0000     0.0000
 0.400 0.060   150.6678     2.0318    48.0000   108.0000   207.0000  1162.0000     0.0000
 0.400 0.040   174.2198     2.4318    53.0000   123.0000   237.0000  1718.0000     0.0000
 0.400 0.020   196.2184     2.7952    57.0000   133.0000   274.0000  2000.0000     0.0000
 0.200 0.200   150.9852     2.1730    43.0000   104.0000   204.0000  1443.0000     0.0000
 0.200 0.180   155.5318     2.1893    46.0000   110.0000   213.0000  1300.0000     0.0000
 0.200 0.160   161.1662     2.2245    48.0000   110.0000   225.0000  1262.0000     0.0000
 0.200 0.140   176.6150     2.3864    53.0000   125.0000   248.0000  1458.0000     0.0000
 0.200 0.120   174.5930     2.4246    53.0000   121.0000   242.0000  1453.0000     0.0000
 0.200 0.100   185.7232     2.6272    54.0000   127.0000   257.0000  1570.0000     0.0000
 0.200 0.080   188.5870     2.6550    56.0000   129.0000   258.0000  1809.0000     0.0000
 0.200 0.060   197.5238     2.7648    59.0000   139.0000   273.0000  1863.0000     0.0000
 0.200 0.040   197.2192     2.8906    53.0000   130.0000   276.0000  1862.0000     0.0000
 0.200 0.020   202.2826     2.8896    57.0000   139.0000   280.0000  1791.0000     0.0000
