Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     3.8404     0.0286     2.0000     3.0000     5.0000    18.0000     0.0000
 2.000 0.180     4.2142     0.0342     3.0000     4.0000     5.0000    34.0000     0.0000
 2.000 0.160     4.7552     0.0406     3.0000     4.0000     6.0000    36.0000     0.0000
 2.000 0.140     5.4132     0.0499     3.0000     5.0000     7.0000    56.0000     0.0000
 2.000 0.120     6.3872     0.0690     3.0000     5.0000     8.0000    77.0000     0.0000
 2.000 0.100     8.5076     0.1134     4.0000     7.0000    10.0000   228.0000     0.0000
 2.000 0.080    12.2904     0.1813     5.0000     8.0000    15.0000   161.0000     0.0000
 2.000 0.060    23.7600     0.3620     7.0000    15.0000    31.0000   287.0000     0.0000
 2.000 0.040    50.4492     0.7330    14.0000    33.0000    71.0000   436.0000     0.0000
 2.000 0.020   116.3054     1.6836    31.0000    79.0000   161.0000  1029.0000     0.0000
 1.800 0.200     4.2912     0.0329     3.0000     4.0000     5.0000    21.0000     0.0000
 1.800 0.180     4.6944     0.0373     3.0000     4.0000     6.0000    22.0000     0.0000
 1.800 0.160     5.2600     0.0436     3.0000     5.0000     7.0000    39.0000     0.0000
 1.800 0.140     6.1092     0.0590     3.0000     5.0000     8.0000    60.0000     0.0000
 1.800 0.120     7.2674     0.0735     4.0000     6.0000     9.0000    61.0000     0.0000
 1.800 0.100     9.2194     0.1124     4.0000     7.0000    12.0000   139.0000     0.0000
 1.800 0.080    13.2196     0.1777     5.0000     9.0000    16.0000   126.0000     0.0000
 1.800 0.060    24.1742     0.3563     8.0000    16.0000    31.0000   243.0000     0.0000
 1.800 0.040    52.9394     0.7574    14.0000    36.0000    75.0000   558.0000     0.0000
 1.800 0.020   117.8206     1.6823    33.0000    82.0000   163.0000  1028.0000     0.0000
 1.600 0.200     4.7886     0.0377     3.0000     4.0000     6.0000    27.0000     0.0000
 1.600 0.180     5.3416     0.0450     3.0000     5.0000     7.0000    33.0000     0.0000
 1.600 0.160     5.9416     0.0499     3.0000     5.0000     8.0000    32.0000     0.0000
 1.600 0.140     6.8358     0.0605     4.0000     6.0000     9.0000    46.0000     0.0000
 1.600 0.120     8.1678     0.0832     4.0000     7.0000    10.0000    87.0000     0.0000
 1.600 0.100    10.4866     0.1251     5.0000     8.0000    13.0000   145.0000     0.0000
 1.600 0.080    15.0292     0.2128     6.0000    11.0000    19.0000   357.0000     0.0000
 1.600 0.060    26.8152     0.3877     9.0000    18.0000    36.0000   271.0000     0.0000
 1.600 0.040    55.5210     0.7856    15.0000    38.0000    78.0000   521.0000     0.0000
 1.600 0.020   126.1688     1.7769    37.0000    85.0000   177.0000  1169.0000     0.0000
 1.400 0.200     5.6526     0.0455     3.0000     5.0000     7.0000    32.0000     0.0000
 1.400 0.180     6.2686     0.0532     4.0000     5.0000     8.0000    39.0000     0.0000
 1.400 0.160     7.0074     0.0632     4.0000     6.0000     9.0000    58.0000     0.0000
