Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     4.6042     0.0518     2.0000     3.0000     6.0000    39.0000     0.0000
 2.000 0.180     5.0944     0.0552     2.0000     4.0000     7.0000    32.0000     0.0000
 2.000 0.160     5.9468     0.0666     3.0000     5.0000     8.0000    41.0000     0.0000
 2.000 0.140     7.1338     0.0822     3.0000     5.0000     9.0000    55.0000     0.0000
 2.000 0.120     8.5052     0.0981     4.0000     7.0000    11.0000    60.0000     0.0000
 2.000 0.100    10.8948     0.1295     4.0000     8.0000    15.0000   107.0000     0.0000
 2.000 0.080    15.0800     0.1830     6.0000    11.0000    21.0000   122.0000     0.0000
 2.000 0.060    22.9870     0.3026     8.0000    17.0000    31.0000   268.0000     0.0000
 2.000 0.040    43.1870     0.5670    15.0000    32.0000    58.0000   393.0000     0.0000
 2.000 0.020   106.7990     1.4968    31.0000    72.0000   149.0000   932.0000     0.0000
 1.800 0.200     5.1056     0.0566     2.0000     4.0000     7.0000    41.0000     0.0000
 1.800 0.180     5.6834     0.0640     3.0000     4.0000     7.0000    35.0000     0.0000
 1.800 0.160     6.5484     0.0758     3.0000     5.0000     9.0000    56.0000     0.0000
 1.800 0.140     7.6130     0.0874     3.0000     6.0000    10.0000    56.0000     0.0000
 1.800 0.120     9.5188     0.1158     4.0000     7.0000    13.0000    97.0000     0.0000
 1.800 0.100    11.9972     0.1467     5.0000     9.0000    16.0000   108.0000     0.0000
 1.800 0.080    16.7076     0.2173     6.0000    12.0000    23.0000   178.0000     0.0000
 1.800 0.060    25.5654     0.3390     9.0000    19.0000    34.0000   214.0000     0.0000
 1.800 0.040    47.7106     0.6576    15.0000    34.0000    64.0000   399.0000     0.0000
 1.800 0.020   115.0640     1.6225    34.0000    80.0000   157.0000   828.0000     0.0000
 1.600 0.200     5.5838     0.0615     3.0000     4.0000     7.0000    41.0000     0.0000
 1.600 0.180     6.4716     0.0737     3.0000     5.0000     8.0000    65.0000     0.0000
 1.600 0.160     7.3550     0.0853     3.0000     6.0000    10.0000    56.0000     0.0000
 1.600 0.140     8.7646     0.1089     4.0000     7.0000    12.0000   165.0000     0.0000
 1.600 0.120    10.7528     0.1329     4.0000     8.0000    14.0000   123.0000     0.0000
 1.600 0.100    13.8322     0.1761     5.0000    10.0000    18.0000   122.0000     0.0000
 1.600 0.080    19.3938     0.2517     7.0000    14.0000    26.0000   235.0000     0.0000
 1.600 0.060    29.5496     0.4017    10.0000    21.0000    40.0000   405.0000     0.0000
 1.600 0.040    52.5932     0.7134    16.0000    37.0000    73.0000   479.0000     0.0000
 1.600 0.020   116.9944     1.6456    34.0000    82.0000   160.0000   849.0000     0.0000
 1.400 0.200     6.4992     0.0731     3.0000     5.0000     8.0000    55.0000     0.0000
 1.400 0.180     7.3514     0.0861     3.0000     6.0000    10.0000    56.0000     0.0000
 1.400 0.160     8.7102     0.1047     4.0000     7.0000    11.0000   125.0000     0.0000
 1.400 0.140    10.1692     0.1228     4.0000     8.0000    14.0000    96.0000     0.0000
 1.400 0.120    12.5232     0.1561     5.0000     9.0000    17.0000   112.0000     0.0000
 1.400 0.100    16.4488     0.2090     6.0000    12.0000    22.0000   155.0000     0.0000
 1.400 0.080    22.8076     0.3040     8.0000    16.0000    31.0000   238.0000     0.0000
 1.400 0.060    35.2614     0.4806    12.0000    25.0000    49.0000   345.0000     0.0000
 1.400 0.040    61.1000     0.8370    19.0000    43.0000    84.0000   680.0000     0.0000
 1.400 0.020   127.7766     1.8249    36.0000    88.0000   176.0000  1177.0000     0.0000
 1.200 0.200     7.5846     0.0880     3.0000     6.0000    10.0000    68.0000     0.0000
 1.200 0.180     8.7682     0.1049     4.0000     7.0000    11.0000    94.0000     0.0000
 1.200 0.160    10.0130     0.1231     4.0000     7.0000    13.0000   105.0000     0.0000
 1.200 0.140    12.0130     0.1470     5.0000     9.0000    16.0000   127.0000     0.0000
 1.200 0.120    14.7800     0.1888     6.0000    11.0000    20.0000   193.0000     0.0000
 1.200 0.100    19.7258     0.2535     7.0000    15.0000    26.0000   199.0000     0.0000
 1.200 0.080    27.1106     0.3519     9.0000    20.0000    37.0000   208.0000     0.0000
 1.200 0.060    40.9308     0.5635    13.0000    29.0000    55.0000   452.0000     0.0000
 1.200 0.040    72.2804     1.0357    22.0000    49.0000    99.0000   797.0000     0.0000
 1.200 0.020   138.9836     1.9843    40.0000    97.0000   188.0000  1175.0000     0.0000
 1.000 0.200     9.5518     0.1111     4.0000     7.0000    12.0000   109.0000     0.0000
 1.000 0.180    11.1778     0.1337     5.0000     8.0000    15.0000    86.0000     0.0000
 1.000 0.160    12.6784     0.1532     5.0000    10.0000    17.0000   145.0000     0.0000
 1.000 0.140    15.1958     0.1947     6.0000    11.0000    20.0000   195.0000     0.0000
 1.000 0.120    18.8530     0.2457     7.0000    14.0000    25.0000   171.0000     0.0000
 1.000 0.100    25.1566     0.3295     9.0000    18.0000    34.0000   186.0000     0.0000
 1.000 0.080    33.8192     0.4763    11.0000    24.0000    45.0000   336.0000     0.0000
 1.000 0.060    50.0624     0.6932    15.0000    35.0000    68.0000   433.0000     0.0000
 1.000 0.040    84.1606     1.1513    26.0000    60.0000   116.0000   689.0000     0.0000
 1.000 0.020   142.4772     2.0471    42.0000    99.0000   193.0000  1581.0000     0.0000
 0.800 0.200    12.5744     0.1514     5.0000     9.0000    16.0000    88.0000     0.0000
 0.800 0.180    14.4962     0.1823     6.0000    11.0000    19.0000   144.0000     0.0000
 0.800 0.160    17.2208     0.2190     7.0000    12.0000    22.0000   146.0000     0.0000
 0.800 0.140    20.1994     0.2566     8.0000    15.0000    27.0000   244.0000     0.0000
 0.800 0.120    25.0468     0.3192     9.0000    18.0000    34.0000   182.0000     0.0000
 0.800 0.100    32.0158     0.4194    11.0000    23.0000    43.0000   247.0000     0.0000
 0.800 0.080    46.2808     0.6389    15.0000    32.0000    63.0000   450.0000     0.0000
 0.800 0.060    65.5920     0.9519    20.0000    45.0000    89.0000   721.0000     0.0000
 0.800 0.040   102.4214     1.4099    32.0000    72.0000   139.0000   896.0000     0.0000
 0.800 0.020   159.6438     2.2742    44.0000   110.0000   222.0000  1265.0000     0.0000
 0.600 0.200    18.9592     0.2282     8.0000    14.0000    25.0000   184.0000     0.0000
 0.600 0.180    21.0792     0.2604     9.0000    16.0000    28.0000   171.0000     0.0000
 0.600 0.160    24.2048     0.3108    10.0000    18.0000    32.0000   198.0000     0.0000
 0.600 0.140    29.9698     0.3826    11.0000    22.0000    40.0000   255.0000     0.0000
 0.600 0.120    36.6318     0.4622    13.0000    27.0000    50.0000   364.0000     0.0000
 0.600 0.100    47.7882     0.6448    16.0000    34.0000    65.0000   535.0000     0.0000
 0.600 0.080    62.8392     0.8344    21.0000    45.0000    85.0000   484.0000     0.0000
 0.600 0.060    85.8172     1.1946    27.0000    61.0000   116.0000   957.0000     0.0000
 0.600 0.040   125.9384     1.7715    37.0000    88.0000   171.0000  1151.0000     0.0000
 0.600 0.020   171.6310     2.3233    51.0000   123.0000   240.0000  1243.0000     0.0000
 0.400 0.200    34.4076     0.4220    14.0000    26.0000    46.0000   317.0000     0.0000
 0.400 0.180    38.9134     0.4935    15.0000    29.0000    52.0000   385.0000     0.0000
 0.400 0.160    45.1504     0.5674    17.0000    34.0000    60.0000   410.0000     0.0000
 0.400 0.140    54.3242     0.7234    19.0000    40.0000    72.0000   651.0000     0.0000
 0.400 0.120    63.6846     0.8684    22.0000    45.0000    85.0000   583.0000     0.0000
 0.400 0.100    78.6460     1.0461    27.0000    57.0000   107.0000   676.0000     0.0000
 0.400 0.080   100.7868     1.3764    33.0000    71.0000   138.0000   882.0000     0.0000
 0.400 0.060   121.3930     1.6495    37.0000    85.0000   169.0000   939.0000     0.0000
 0.400 0.040   159.5574     2.2532    47.0000   109.0000   218.0000  1431.0000     0.0000
 0.400 0.020   185.1020     2.6240    51.0000   128.0000   261.0000  1703.0000     0.0000
 0.200 0.200   112.1478     1.5262    36.0000    79.0000   155.0000  1194.0000     0.0000
 0.200 0.180   118.5160     1.6367    36.0000    83.0000   161.0000  1080.0000     0.0000
 0.200 0.160   126.3998     1.7652    39.0000    88.0000   173.0000  1149.0000     0.0000
 0.200 0.140   138.4628     1.9497    41.0000    95.0000   190.0000  1071.0000     0.0000
 0.200 0.120   149.6562     2.1003    43.0000   102.0000   210.0000  1207.0000     0.0000
 0.200 0.100   163.1642     2.3087    49.0000   113.0000   226.0000  1421.0000     0.0000
 0.200 0.080   171.6976     2.4255    51.0000   121.0000   239.0000  2000.0000     0.0000
 0.200 0.060   182.0566     2.5936    53.0000   125.0000   254.0000  2000.0000     0.0000
 0.200 0.040   193.6648     2.7444    57.0000   134.0000   265.0000  1570.0000     0.0000
