Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     3.9380     0.0345     2.0000     3.0000     5.0000    28.0000     0.0000
 2.000 0.180     4.5032     0.0441     2.0000     4.0000     6.0000    47.0000     0.0000
 2.000 0.160     5.1248     0.0547     3.0000     4.0000     6.0000    66.0000     0.0000
 2.000 0.140     6.0042     0.0681     3.0000     5.0000     8.0000    86.0000     0.0000
 2.000 0.120     7.6478     0.1015     3.0000     6.0000    10.0000    97.0000     0.0000
 2.000 0.100    10.9894     0.1744     4.0000     7.0000    13.0000   170.0000     0.0000
 2.000 0.080    17.1572     0.2797     5.0000    10.0000    21.0000   201.0000     0.0000
 2.000 0.060    33.7348     0.5429     8.0000    20.0000    45.0000   421.0000     0.0000
 2.000 0.040    66.8190     0.9933    16.0000    45.0000    92.0000   613.0000     0.0000
 2.000 0.020   132.2010     1.9244    35.0000    89.0000   185.0000  1455.0000     0.0000
 1.800 0.200     4.3652     0.0398     3.0000     4.0000     5.0000    28.0000     0.0000
 1.800 0.180     4.8812     0.0470     3.0000     4.0000     6.0000    41.0000     0.0000
 1.800 0.160     5.6628     0.0609     3.0000     5.0000     7.0000    83.0000     0.0000
 1.800 0.140     6.6442     0.0745     3.0000     5.0000     8.0000    74.0000     0.0000
 1.800 0.120     8.4932     0.1113     4.0000     6.0000    10.0000    90.0000     0.0000
 1.800 0.100    11.5224     0.1690     4.0000     8.0000    14.0000   147.0000     0.0000
 1.800 0.080    18.5538     0.3045     6.0000    11.0000    23.0000   303.0000     0.0000
 1.800 0.060    36.0636     0.5564     9.0000    23.0000    48.0000   351.0000     0.0000
 1.800 0.040    70.4546     1.0381    17.0000    48.0000    98.0000   666.0000     0.0000
 1.800 0.020   131.0014     1.9098    36.0000    89.0000   181.0000  1175.0000     0.0000
 1.600 0.200     4.9682     0.0472     3.0000     4.0000     6.0000    43.0000     0.0000
 1.600 0.180     5.5304     0.0549     3.0000     5.0000     7.0000    42.0000     0.0000
 1.600 0.160     6.2714     0.0689     3.0000     5.0000     8.0000    74.0000     0.0000
 1.600 0.140     7.4946     0.0888     4.0000     6.0000     9.0000    89.0000     0.0000
 1.600 0.120     9.6588     0.1274     4.0000     7.0000    12.0000   142.0000     0.0000
 1.600 0.100    12.6968     0.1788     5.0000     9.0000    16.0000   148.0000     0.0000
 1.600 0.080    20.2638     0.3178     6.0000    13.0000    26.0000   306.0000     0.0000
 1.600 0.060    38.3936     0.5786    10.0000    25.0000    52.0000   410.0000     0.0000
 1.600 0.040    70.6992     1.0427    18.0000    47.0000    97.0000   620.0000     0.0000
 1.600 0.020   134.6942     1.9440    37.0000    91.0000   188.0000  1419.0000     0.0000
 1.400 0.200     5.6584     0.0574     3.0000     5.0000     7.0000    75.0000     0.0000
 1.400 0.180     6.3674     0.0661     3.0000     5.0000     8.0000    54.0000     0.0000
 1.400 0.160     7.1972     0.0777     4.0000     6.0000     9.0000    88.0000     0.0000
 1.400 0.140     8.6332     0.1023     4.0000     7.0000    11.0000   111.0000     0.0000
 1.400 0.120    10.7600     0.1405     5.0000     8.0000    14.0000   138.0000     0.0000
 1.400 0.100    14.5230     0.2079     6.0000    10.0000    18.0000   175.0000     0.0000
 1.400 0.080    23.3512     0.3408     7.0000    15.0000    30.0000   278.0000     0.0000
 1.400 0.060    40.3674     0.6029    11.0000    26.0000    55.0000   416.0000     0.0000
 1.400 0.040    75.1258     1.0894    21.0000    51.0000   103.0000   603.0000     0.0000
 1.400 0.020   139.6844     2.0095    38.0000    97.0000   194.0000  1257.0000     0.0000
 1.200 0.200     6.6752     0.0637     4.0000     6.0000     8.0000    40.0000     0.0000
 1.200 0.180     7.5610     0.0787     4.0000     6.0000    10.0000    66.0000     0.0000
 1.200 0.160     8.6766     0.0952     4.0000     7.0000    11.0000    91.0000     0.0000
 1.200 0.140    10.4246     0.1274     5.0000     8.0000    13.0000   150.0000     0.0000
 1.200 0.120    12.8234     0.1605     5.0000    10.0000    16.0000   121.0000     0.0000
 1.200 0.100    17.4062     0.2278     7.0000    13.0000    22.0000   174.0000     0.0000
 1.200 0.080    26.3812     0.3925     9.0000    17.0000    34.0000   350.0000     0.0000
 1.200 0.060    44.9080     0.6701    13.0000    29.0000    62.0000   433.0000     0.0000
 1.200 0.040    80.7030     1.1471    22.0000    56.0000   110.0000   682.0000     0.0000
 1.200 0.020   142.0568     1.9880    41.0000    98.0000   196.0000  1190.0000     0.0000
 1.000 0.200     8.4038     0.0832     4.0000     7.0000    11.0000    56.0000     0.0000
 1.000 0.180     9.5232     0.1024     5.0000     8.0000    12.0000   118.0000     0.0000
 1.000 0.160    11.0784     0.1321     5.0000     9.0000    14.0000   196.0000     0.0000
 1.000 0.140    13.2674     0.1562     6.0000    10.0000    17.0000   141.0000     0.0000
 1.000 0.120    16.3704     0.2066     7.0000    12.0000    21.0000   162.0000     0.0000
 1.000 0.100    21.7082     0.3013     8.0000    15.0000    28.0000   213.0000     0.0000
 1.000 0.080    32.1348     0.4449    11.0000    22.0000    43.0000   353.0000     0.0000
 1.000 0.060    53.1242     0.7429    16.0000    36.0000    73.0000   504.0000     0.0000
 1.000 0.040    89.6316     1.3071    25.0000    60.0000   124.0000  1164.0000     0.0000
 1.000 0.020   147.8294     2.1258    41.0000    99.0000   207.0000  1482.0000     0.0000
 0.800 0.200    11.4140     0.1188     6.0000     9.0000    15.0000    83.0000     0.0000
 0.800 0.180    12.9652     0.1419     6.0000    11.0000    17.0000   136.0000     0.0000
 0.800 0.160    14.9812     0.1731     7.0000    12.0000    19.0000   129.0000     0.0000
 0.800 0.140    17.6560     0.2100     8.0000    13.0000    23.0000   146.0000     0.0000
 0.800 0.120    21.8574     0.2800     9.0000    16.0000    28.0000   217.0000     0.0000
 0.800 0.100    28.7224     0.3992    11.0000    20.0000    38.0000   486.0000     0.0000
 0.800 0.080    40.4070     0.5453    14.0000    28.0000    55.0000   307.0000     0.0000
 0.800 0.060    62.9910     0.9077    19.0000    42.0000    85.0000   733.0000     0.0000
 0.800 0.040   103.3214     1.4904    29.0000    71.0000   143.0000  1235.0000     0.0000
 0.800 0.020   162.0808     2.3154    47.0000   112.0000   224.0000  1514.0000     0.0000
 0.600 0.200    17.3674     0.1893     8.0000    14.0000    22.0000   113.0000     0.0000
 0.600 0.180    19.9322     0.2205     9.0000    15.0000    27.0000   158.0000     0.0000
 0.600 0.160    22.8762     0.2676    10.0000    18.0000    30.0000   192.0000     0.0000
 0.600 0.140    27.1840     0.3304    11.0000    20.0000    36.0000   248.0000     0.0000
 0.600 0.120    32.9730     0.4149    13.0000    24.0000    44.0000   301.0000     0.0000
 0.600 0.100    44.1474     0.5956    17.0000    32.0000    58.0000   562.0000     0.0000
 0.600 0.080    59.6622     0.8228    21.0000    41.0000    79.0000   511.0000     0.0000
 0.600 0.060    86.7282     1.2356    26.0000    60.0000   118.0000  1477.0000     0.0000
 0.600 0.040   125.6920     1.7498    38.0000    89.0000   172.0000  1161.0000     0.0000
 0.600 0.020   171.4384     2.4356    49.0000   117.0000   238.0000  1605.0000     0.0000
 0.400 0.200    35.2868     0.4177    15.0000    27.0000    47.0000   327.0000     0.0000
 0.400 0.180    39.6694     0.4905    16.0000    30.0000    52.0000   373.0000     0.0000
 0.400 0.160    45.5598     0.5720    18.0000    35.0000    60.0000   363.0000     0.0000
 0.400 0.140    53.1636     0.6721    21.0000    40.0000    71.0000   454.0000     0.0000
