Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 0.400 0.120    63.8386     0.8418    23.0000    47.0000    86.0000   616.0000     0.0000
 0.400 0.100    77.1278     1.0085    27.0000    55.0000   105.0000   607.0000     0.0000
 0.400 0.080    98.4142     1.2767    33.0000    71.0000   137.0000   847.0000     0.0000
 0.400 0.060   124.9914     1.7484    39.0000    88.0000   170.0000  1175.0000     0.0000
 0.400 0.040   161.1400     2.2058    48.0000   114.0000   224.0000  1548.0000     0.0000
 0.400 0.020   188.1218     2.6090    54.0000   133.0000   263.0000  1441.0000     0.0000
 0.200 0.200   116.6264     1.6455    36.0000    83.0000   156.0000  1727.0000     0.0000
 0.200 0.180   125.2376     1.7191    39.0000    87.0000   175.0000  1091.0000     0.0000
 0.200 0.160   135.5090     1.8789    42.0000    96.0000   185.0000  1164.0000     0.0000
 0.200 0.140   147.1158     2.0417    44.0000   105.0000   207.0000  1663.0000     0.0000
 0.200 0.120   157.3970     2.1949    47.0000   109.0000   219.0000  1315.0000     0.0000
 0.200 0.100   168.3128     2.3453    51.0000   117.0000   233.0000  1656.0000     0.0000
 0.200 0.080   176.7288     2.4519    53.0000   126.0000   244.0000  1481.0000     0.0000
 0.200 0.060   186.5526     2.6898    52.0000   125.0000   257.0000  1636.0000     0.0000
 0.200 0.040   193.1328     2.7596    56.0000   133.0000   266.0000  1687.0000     0.0000
 0.200 0.020   197.6600     2.7687    57.0000   141.0000   270.0000  1426.0000     0.0000
