Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 1.200 0.120    12.1612     0.1402     6.0000    10.0000    15.0000   115.0000     0.0000
 1.200 0.100    15.5784     0.1882     7.0000    12.0000    20.0000   134.0000     0.0000
 1.200 0.080    22.8168     0.3121     8.0000    16.0000    30.0000   258.0000     0.0000
 1.200 0.060    38.7244     0.5363    12.0000    26.0000    53.0000   292.0000     0.0000
 1.200 0.040    73.2882     1.0318    21.0000    51.0000   103.0000   683.0000     0.0000
 1.200 0.020   137.3494     1.9426    38.0000    95.0000   191.0000  1526.0000     0.0000
 1.000 0.200     8.3228     0.0777     4.0000     7.0000    11.0000    52.0000     0.0000
 1.000 0.180     9.4256     0.0964     5.0000     8.0000    12.0000    73.0000     0.0000
 1.000 0.160    10.8278     0.1141     5.0000     9.0000    14.0000   103.0000     0.0000
 1.000 0.140    12.9756     0.1442     6.0000    10.0000    17.0000   103.0000     0.0000
 1.000 0.120    15.7512     0.1876     7.0000    12.0000    20.0000   142.0000     0.0000
 1.000 0.100    20.5766     0.2605     8.0000    15.0000    27.0000   171.0000     0.0000
 1.000 0.080    28.6518     0.3870    11.0000    20.0000    37.0000   271.0000     0.0000
 1.000 0.060    46.7650     0.6443    15.0000    33.0000    64.0000   420.0000     0.0000
 1.000 0.040    82.5012     1.1876    24.0000    55.0000   111.0000   808.0000     0.0000
 1.000 0.020   148.1560     2.0902    42.0000   101.0000   206.0000  1219.0000     0.0000
 0.800 0.200    11.6300     0.1161     6.0000    10.0000    15.0000    96.0000     0.0000
 0.800 0.180    12.9132     0.1342     7.0000    11.0000    17.0000   106.0000     0.0000
 0.800 0.160    15.0122     0.1559     7.0000    12.0000    20.0000    96.0000     0.0000
 0.800 0.140    17.5072     0.1912     8.0000    14.0000    23.0000   197.0000     0.0000
 0.800 0.120    21.3422     0.2510     9.0000    16.0000    28.0000   210.0000     0.0000
 0.800 0.100    27.9950     0.3526    11.0000    21.0000    37.0000   263.0000     0.0000
 0.800 0.080    39.0304     0.5049    15.0000    29.0000    51.0000   372.0000     0.0000
 0.800 0.060    59.4606     0.8095    20.0000    41.0000    82.0000   685.0000     0.0000
 0.800 0.040    98.0126     1.3542    28.0000    69.0000   138.0000   901.0000     0.0000
 0.800 0.020   158.4430     2.1943    47.0000   113.0000   219.0000  1386.0000     0.0000
 0.600 0.200    18.5716     0.2013     9.0000    15.0000    24.0000   121.0000     0.0000
 0.600 0.180    20.9512     0.2262    10.0000    17.0000    27.0000   144.0000     0.0000
 0.600 0.160    23.9264     0.2796    11.0000    19.0000    31.0000   291.0000     0.0000
 0.600 0.140    27.4304     0.3189    12.0000    21.0000    36.0000   249.0000     0.0000
 0.600 0.120    33.8196     0.4154    14.0000    26.0000    44.0000   277.0000     0.0000
 0.600 0.100    42.4252     0.5294    17.0000    32.0000    57.0000   338.0000     0.0000
 0.600 0.080    56.9350     0.7437    21.0000    42.0000    76.0000   683.0000     0.0000
 0.600 0.060    82.2928     1.0967    26.0000    60.0000   113.0000   787.0000     0.0000
 0.600 0.040   121.7884     1.6736    37.0000    86.0000   167.0000   989.0000     0.0000
 0.600 0.020   170.6060     2.4611    48.0000   116.0000   234.0000  1638.0000     0.0000
 0.400 0.200    38.4372     0.4704    15.0000    30.0000    52.0000   315.0000     0.0000
 0.400 0.180    43.6222     0.5378    18.0000    33.0000    57.0000   346.0000     0.0000
 0.400 0.160    50.1314     0.6329    20.0000    38.0000    66.0000   420.0000     0.0000
 0.400 0.140    58.8824     0.7488    22.0000    44.0000    79.0000   564.0000     0.0000
 0.400 0.120    68.2506     0.9019    24.0000    50.0000    92.0000   858.0000     0.0000
 0.400 0.100    83.8030     1.1096    29.0000    61.0000   115.0000   739.0000     0.0000
 0.400 0.080   102.6308     1.3704    35.0000    74.0000   140.0000   759.0000     0.0000
 0.400 0.060   128.3982     1.7749    40.0000    90.0000   176.0000  1006.0000     0.0000
 0.400 0.040   156.9516     2.1477    47.0000   111.0000   222.0000  1253.0000     0.0000
 0.400 0.020   188.6230     2.6662    55.0000   130.0000   258.0000  1648.0000     0.0000
 0.200 0.200   125.7288     1.7295    39.0000    89.0000   173.0000  1034.0000     0.0000
 0.200 0.180   136.0862     1.8917    41.0000    94.0000   191.0000  1296.0000     0.0000
 0.200 0.160   144.0920     1.9748    44.0000   104.0000   202.0000  1236.0000     0.0000
 0.200 0.140   148.2502     2.0569    45.0000   105.0000   204.0000  1302.0000     0.0000
 0.200 0.120   162.7060     2.2900    47.0000   112.0000   223.0000  1265.0000     0.0000
 0.200 0.100   170.6104     2.3759    50.0000   118.0000   237.0000  1255.0000     0.0000
 0.200 0.080   178.6832     2.5628    50.0000   123.0000   250.0000  1446.0000     0.0000
 0.200 0.060   187.0914     2.6699    54.0000   129.0000   261.0000  1479.0000     0.0000
 0.200 0.040   194.2794     2.7626    57.0000   134.0000   267.0000  1632.0000     0.0000
 0.200 0.020   194.8798     2.7669    56.0000   137.0000   272.0000  1816.0000     0.0000
