Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 0.600 0.060    86.9030     1.1917    28.0000    61.0000   118.0000   753.0000     0.0000
 0.600 0.040   127.4040     1.7922    37.0000    88.0000   173.0000   962.0000     0.0000
 0.600 0.020   172.1718     2.4890    48.0000   116.0000   233.0000  1400.0000     0.0000
 0.400 0.200    38.2522     0.4928    15.0000    28.0000    50.0000   399.0000     0.0000
 0.400 0.180    44.5962     0.5752    17.0000    33.0000    59.0000   461.0000     0.0000
 0.400 0.160    50.4508     0.6443    19.0000    37.0000    68.0000   424.0000     0.0000
 0.400 0.140    57.8554     0.7627    21.0000    43.0000    78.0000   765.0000     0.0000
 0.400 0.120    69.0612     0.9260    24.0000    49.0000    93.0000   683.0000     0.0000
 0.400 0.100    87.9720     1.2100    29.0000    61.0000   120.0000   866.0000     0.0000
 0.400 0.080   103.3664     1.4253    32.0000    72.0000   142.0000   794.0000     0.0000
 0.400 0.060   132.9658     1.8771    41.0000    92.0000   180.0000  1272.0000     0.0000
 0.400 0.040   160.3388     2.2450    46.0000   114.0000   223.0000  1344.0000     0.0000
 0.400 0.020   188.4298     2.6878    52.0000   129.0000   262.0000  1572.0000     0.0000
 0.200 0.200   123.7248     1.7354    37.0000    86.0000   171.0000  1010.0000     0.0000
 0.200 0.180   133.5136     1.8539    41.0000    93.0000   186.0000  1249.0000     0.0000
 0.200 0.160   140.3050     1.9860    42.0000    97.0000   194.0000  1099.0000     0.0000
 0.200 0.140   152.1416     2.1590    45.0000   107.0000   212.0000  1531.0000     0.0000
 0.200 0.120   164.2290     2.2458    49.0000   118.0000   228.0000  1161.0000     0.0000
 0.200 0.100   166.3786     2.3880    46.0000   115.0000   229.0000  1548.0000     0.0000
 0.200 0.080   177.6786     2.5370    50.0000   122.0000   247.0000  1954.0000     0.0000
 0.200 0.060   188.4788     2.6027    56.0000   135.0000   265.0000  1580.0000     0.0000
 0.200 0.040   189.4142     2.6660    53.0000   133.0000   262.0000  1957.0000     0.0000
 0.200 0.020   199.2786     2.8568    56.0000   137.0000   271.0000  1827.0000     0.0000
