Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     4.0756     0.0403     2.0000     3.0000     5.0000    27.0000     0.0000
 2.000 0.180     4.6528     0.0475     2.0000     4.0000     6.0000    26.0000     0.0000
 2.000 0.160     5.1750     0.0533     2.0000     4.0000     7.0000    29.0000     0.0000
 2.000 0.140     6.1022     0.0657     3.0000     5.0000     8.0000    51.0000     0.0000
 2.000 0.120     7.4008     0.0827     3.0000     6.0000    10.0000    65.0000     0.0000
 2.000 0.100     9.3400     0.1040     4.0000     7.0000    12.0000    82.0000     0.0000
 2.000 0.080    12.6054     0.1558     5.0000    10.0000    17.0000   156.0000     0.0000
 2.000 0.060    19.0904     0.2404     7.0000    15.0000    26.0000   231.0000     0.0000
 2.000 0.040    36.8094     0.4762    13.0000    27.0000    50.0000   261.0000     0.0000
 2.000 0.020    99.3190     1.4018    30.0000    69.0000   139.0000   952.0000     0.0000
 1.800 0.200     4.5144     0.0465     2.0000     4.0000     6.0000    43.0000     0.0000
 1.800 0.180     5.0856     0.0518     3.0000     4.0000     7.0000    42.0000     0.0000
 1.800 0.160     5.8272     0.0615     3.0000     5.0000     8.0000    47.0000     0.0000
 1.800 0.140     6.9336     0.0741     3.0000     5.0000     9.0000    62.0000     0.0000
 1.800 0.120     8.2748     0.0925     4.0000     6.0000    11.0000    60.0000     0.0000
 1.800 0.100    10.4406     0.1225     4.0000     8.0000    14.0000    99.0000     0.0000
 1.800 0.080    14.5874     0.1841     6.0000    11.0000    19.0000   142.0000     0.0000
 1.800 0.060    22.1348     0.2917     8.0000    16.0000    30.0000   220.0000     0.0000
 1.800 0.040    40.4526     0.5421    14.0000    29.0000    55.0000   319.0000     0.0000
 1.800 0.020   104.8412     1.4780    31.0000    73.0000   144.0000   983.0000     0.0000
 1.600 0.200     5.0616     0.0527     3.0000     4.0000     6.0000    41.0000     0.0000
 1.600 0.180     5.7312     0.0615     3.0000     4.0000     7.0000    41.0000     0.0000
 1.600 0.160     6.6288     0.0709     3.0000     5.0000     9.0000    47.0000     0.0000
 1.600 0.140     7.7128     0.0839     4.0000     6.0000    10.0000    62.0000     0.0000
 1.600 0.120     9.2702     0.1048     4.0000     7.0000    12.0000    74.0000     0.0000
 1.600 0.100    12.3260     0.1518     5.0000     9.0000    16.0000   111.0000     0.0000
 1.600 0.080    16.5252     0.2013     6.0000    13.0000    22.0000   124.0000     0.0000
 1.600 0.060    26.2740     0.3495     9.0000    19.0000    35.0000   251.0000     0.0000
 1.600 0.040    47.5232     0.6414    15.0000    34.0000    65.0000   450.0000     0.0000
 1.600 0.020   111.3700     1.5785    32.0000    77.0000   153.0000   769.0000     0.0000
 1.400 0.200     5.9060     0.0607     3.0000     5.0000     8.0000    41.0000     0.0000
 1.400 0.180     6.5534     0.0709     3.0000     5.0000     8.0000    83.0000     0.0000
 1.400 0.160     7.7510     0.0850     3.0000     6.0000    10.0000    50.0000     0.0000
 1.400 0.140     8.9202     0.1030     4.0000     7.0000    12.0000    99.0000     0.0000
 1.400 0.120    11.2346     0.1366     5.0000     9.0000    15.0000   127.0000     0.0000
 1.400 0.100    14.4730     0.1783     6.0000    11.0000    19.0000   144.0000     0.0000
 1.400 0.080    20.2042     0.2570     8.0000    15.0000    27.0000   212.0000     0.0000
 1.400 0.060    30.4376     0.4020    11.0000    22.0000    41.0000   269.0000     0.0000
 1.400 0.040    55.5324     0.7561    18.0000    39.0000    76.0000   529.0000     0.0000
 1.400 0.020   119.9706     1.6856    35.0000    83.0000   166.0000  1155.0000     0.0000
 1.200 0.200     7.1000     0.0753     3.0000     6.0000     9.0000    56.0000     0.0000
 1.200 0.180     8.2630     0.0940     4.0000     6.0000    11.0000    71.0000     0.0000
 1.200 0.160     9.2956     0.1045     4.0000     7.0000    12.0000    77.0000     0.0000
 1.200 0.140    11.4298     0.1398     5.0000     9.0000    15.0000   112.0000     0.0000
 1.200 0.120    14.0606     0.1760     6.0000    11.0000    19.0000   174.0000     0.0000
 1.200 0.100    17.9530     0.2313     7.0000    13.0000    24.0000   161.0000     0.0000
 1.200 0.080    25.2034     0.3499     9.0000    18.0000    33.0000   318.0000     0.0000
 1.200 0.060    37.9452     0.5065    13.0000    27.0000    52.0000   354.0000     0.0000
 1.200 0.040    65.1860     0.9151    20.0000    45.0000    90.0000   659.0000     0.0000
 1.200 0.020   131.3756     1.8594    37.0000    90.0000   182.0000   982.0000     0.0000
 1.000 0.200     9.2070     0.1018     4.0000     7.0000    12.0000    83.0000     0.0000
 1.000 0.180    10.2120     0.1140     5.0000     8.0000    13.0000    76.0000     0.0000
 1.000 0.160    11.7890     0.1351     5.0000     9.0000    15.0000    91.0000     0.0000
 1.000 0.140    14.2366     0.1701     6.0000    11.0000    19.0000   145.0000     0.0000
 1.000 0.120    17.7836     0.2220     7.0000    13.0000    23.0000   167.0000     0.0000
 1.000 0.100    23.6658     0.3058     9.0000    17.0000    31.0000   216.0000     0.0000
 1.000 0.080    31.9374     0.4254    11.0000    23.0000    43.0000   362.0000     0.0000
 1.000 0.060    47.6986     0.6496    16.0000    34.0000    65.0000   418.0000     0.0000
 1.000 0.040    80.5974     1.1198    25.0000    57.0000   111.0000   832.0000     0.0000
 1.000 0.020   143.4830     2.0881    40.0000    99.0000   197.0000  1614.0000     0.0000
 0.800 0.200    12.3256     0.1448     6.0000     9.0000    16.0000   129.0000     0.0000
 0.800 0.180    14.0060     0.1636     6.0000    11.0000    18.0000   124.0000     0.0000
 0.800 0.160    16.7278     0.2020     7.0000    13.0000    22.0000   181.0000     0.0000
 0.800 0.140    19.5694     0.2487     8.0000    14.0000    26.0000   142.0000     0.0000
 0.800 0.120    24.0994     0.3100     9.0000    18.0000    32.0000   262.0000     0.0000
 0.800 0.100    31.2474     0.4053    11.0000    23.0000    42.0000   343.0000     0.0000
 0.800 0.080    42.5800     0.5646    14.0000    30.0000    58.0000   340.0000     0.0000
 0.800 0.060    62.8940     0.8519    20.0000    45.0000    86.0000   613.0000     0.0000
 0.800 0.040    99.5638     1.3874    29.0000    69.0000   136.0000   827.0000     0.0000
 0.800 0.020   161.6746     2.2617    45.0000   114.0000   226.0000  1408.0000     0.0000
 0.600 0.200    19.2218     0.2225     9.0000    15.0000    25.0000   180.0000     0.0000
 0.600 0.180    22.1090     0.2712     9.0000    17.0000    29.0000   257.0000     0.0000
 0.600 0.160    25.3890     0.3231    10.0000    19.0000    33.0000   325.0000     0.0000
 0.600 0.140    30.0800     0.3994    12.0000    22.0000    39.0000   342.0000     0.0000
 0.600 0.120    36.5516     0.4808    13.0000    26.0000    49.0000   383.0000     0.0000
 0.600 0.100    47.4274     0.6319    16.0000    34.0000    64.0000   573.0000     0.0000
 0.600 0.080    62.8446     0.8451    21.0000    46.0000    86.0000   646.0000     0.0000
