Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     7.0706     0.0956     2.0000     5.0000    10.0000    66.0000     0.0000
 2.000 0.180     8.4252     0.1129     3.0000     6.0000    11.0000    83.0000     0.0000
 2.000 0.160     9.5078     0.1256     3.0000     7.0000    13.0000    98.0000     0.0000
 2.000 0.140    11.5922     0.1514     4.0000     8.0000    16.0000   113.0000     0.0000
 2.000 0.120    14.2590     0.1846     5.0000    11.0000    20.0000   150.0000     0.0000
 2.000 0.100    18.0138     0.2280     6.0000    13.0000    26.0000   184.0000     0.0000
 2.000 0.080    25.1260     0.3221     8.0000    20.0000    35.0000   285.0000     0.0000
 2.000 0.060    37.6762     0.4968    13.0000    29.0000    52.0000   350.0000     0.0000
 2.000 0.040    68.0382     0.9244    22.0000    50.0000    93.0000   918.0000     0.0000
 2.000 0.020   134.9304     1.9424    39.0000    91.0000   182.0000  1330.0000     0.0000
 1.800 0.200     7.8214     0.1119     3.0000     5.0000    10.0000   114.0000     0.0000
 1.800 0.180     8.9754     0.1196     3.0000     6.0000    12.0000    84.0000     0.0000
 1.800 0.160    10.3532     0.1369     3.0000     7.0000    14.0000    81.0000     0.0000
 1.800 0.140    12.5288     0.1679     4.0000     9.0000    18.0000   107.0000     0.0000
 1.800 0.120    15.6522     0.2021     5.0000    12.0000    22.0000   167.0000     0.0000
 1.800 0.100    19.5476     0.2604     6.0000    14.0000    27.0000   250.0000     0.0000
 1.800 0.080    27.1680     0.3594     9.0000    20.0000    38.0000   284.0000     0.0000
 1.800 0.060    40.6800     0.5305    14.0000    31.0000    55.0000   412.0000     0.0000
 1.800 0.040    72.3396     0.9970    23.0000    52.0000    99.0000   901.0000     0.0000
 1.800 0.020   134.5062     1.9072    38.0000    92.0000   186.0000  1154.0000     0.0000
 1.600 0.200     8.4222     0.1145     3.0000     6.0000    11.0000    70.0000     0.0000
 1.600 0.180     9.8376     0.1333     3.0000     7.0000    14.0000    99.0000     0.0000
 1.600 0.160    11.4872     0.1574     4.0000     8.0000    16.0000   122.0000     0.0000
 1.600 0.140    13.9048     0.1846     4.0000    10.0000    20.0000   137.0000     0.0000
 1.600 0.120    17.2484     0.2345     5.0000    12.0000    24.0000   186.0000     0.0000
 1.600 0.100    21.9534     0.2966     7.0000    16.0000    30.0000   200.0000     0.0000
 1.600 0.080    31.0680     0.4280    10.0000    23.0000    43.0000   336.0000     0.0000
 1.600 0.060    45.4526     0.6206    14.0000    33.0000    62.0000   512.0000     0.0000
 1.600 0.040    76.3400     1.0681    24.0000    56.0000   105.0000  1195.0000     0.0000
 1.600 0.020   136.6010     1.9065    40.0000    95.0000   192.0000  1173.0000     0.0000
 1.400 0.200     9.6108     0.1281     3.0000     6.0000    13.0000    72.0000     0.0000
 1.400 0.180    11.1864     0.1497     4.0000     8.0000    15.0000   124.0000     0.0000
 1.400 0.160    12.7374     0.1742     4.0000     9.0000    17.0000   122.0000     0.0000
 1.400 0.140    15.9576     0.2179     5.0000    11.0000    22.0000   131.0000     0.0000
 1.400 0.120    19.3762     0.2630     6.0000    14.0000    27.0000   267.0000     0.0000
 1.400 0.100    24.9786     0.3388     8.0000    18.0000    34.0000   200.0000     0.0000
 1.400 0.080    34.8374     0.4744    11.0000    26.0000    48.0000   508.0000     0.0000
 1.400 0.060    51.1194     0.7094    16.0000    37.0000    69.0000   430.0000     0.0000
 1.400 0.040    84.9968     1.2117    25.0000    58.0000   115.0000   864.0000     0.0000
 1.400 0.020   144.0906     2.0468    43.0000   101.0000   197.0000  1399.0000     0.0000
 1.200 0.200    11.0116     0.1472     4.0000     8.0000    15.0000    87.0000     0.0000
 1.200 0.180    12.5702     0.1709     4.0000     9.0000    17.0000   118.0000     0.0000
 1.200 0.160    14.8004     0.1990     5.0000    10.0000    20.0000   170.0000     0.0000
 1.200 0.140    17.9620     0.2457     6.0000    13.0000    24.0000   200.0000     0.0000
 1.200 0.120    22.7448     0.3154     7.0000    16.0000    31.0000   325.0000     0.0000
 1.200 0.100    28.6448     0.3956     9.0000    20.0000    39.0000   283.0000     0.0000
 1.200 0.080    40.2270     0.5564    12.0000    29.0000    55.0000   374.0000     0.0000
 1.200 0.060    58.0296     0.7998    18.0000    41.0000    81.0000   844.0000     0.0000
 1.200 0.040    92.8020     1.2968    28.0000    65.0000   128.0000   817.0000     0.0000
 1.200 0.020   149.9428     2.0857    43.0000   106.0000   212.0000  1242.0000     0.0000
 1.000 0.200    13.1764     0.1814     4.0000     9.0000    18.0000   180.0000     0.0000
 1.000 0.180    15.0698     0.2071     5.0000    10.0000    20.0000   144.0000     0.0000
 1.000 0.160    17.6092     0.2389     6.0000    12.0000    24.0000   180.0000     0.0000
 1.000 0.140    21.5098     0.2832     7.0000    15.0000    30.0000   180.0000     0.0000
 1.000 0.120    27.0006     0.3686     9.0000    19.0000    37.0000   296.0000     0.0000
 1.000 0.100    34.8948     0.4908    11.0000    24.0000    48.0000   400.0000     0.0000
 1.000 0.080    46.9158     0.6574    14.0000    33.0000    64.0000   516.0000     0.0000
 1.000 0.060    68.8114     0.9816    21.0000    48.0000    93.0000   596.0000     0.0000
 1.000 0.040   103.2976     1.4512    31.0000    72.0000   142.0000   983.0000     0.0000
 1.000 0.020   152.1280     2.1772    44.0000   106.0000   207.0000  1343.0000     0.0000
 0.800 0.200    16.6768     0.2253     6.0000    12.0000    22.0000   149.0000     0.0000
 0.800 0.180    19.0744     0.2627     6.0000    13.0000    25.0000   192.0000     0.0000
 0.800 0.160    22.3330     0.3133     7.0000    15.0000    30.0000   192.0000     0.0000
 0.800 0.140    27.7770     0.3836     9.0000    20.0000    37.0000   256.0000     0.0000
 0.800 0.120    32.8616     0.4616    10.0000    22.0000    45.0000   358.0000     0.0000
 0.800 0.100    42.9484     0.5910    13.0000    30.0000    59.0000   412.0000     0.0000
 0.800 0.080    56.9218     0.7939    18.0000    40.0000    77.0000   678.0000     0.0000
 0.800 0.060    79.7120     1.1648    23.0000    54.0000   109.0000  1352.0000     0.0000
 0.800 0.040   119.4938     1.6953    36.0000    83.0000   164.0000  1073.0000     0.0000
 0.800 0.020   170.0180     2.4150    47.0000   117.0000   238.0000  1365.0000     0.0000
 0.600 0.200    22.6060     0.3039     8.0000    16.0000    30.0000   195.0000     0.0000
 0.600 0.180    25.6006     0.3478     9.0000    18.0000    34.0000   268.0000     0.0000
 0.600 0.160    30.3990     0.4112    10.0000    21.0000    41.0000   310.0000     0.0000
 0.600 0.140    36.6788     0.5085    12.0000    25.0000    49.0000   374.0000     0.0000
 0.600 0.120    43.8998     0.6087    14.0000    30.0000    60.0000   412.0000     0.0000
 0.600 0.100    55.7036     0.7471    18.0000    40.0000    77.0000   509.0000     0.0000
 0.600 0.080    71.9100     0.9739    23.0000    51.0000   100.0000   603.0000     0.0000
 0.600 0.060    98.3788     1.3827    28.0000    67.0000   136.0000   707.0000     0.0000
 0.600 0.040   131.6530     1.8172    38.0000    92.0000   184.0000  1108.0000     0.0000
 0.600 0.020   172.5318     2.4344    50.0000   124.0000   239.0000  1810.0000     0.0000
 0.400 0.200    35.8100     0.4615    14.0000    26.0000    48.0000   336.0000     0.0000
 0.400 0.180    40.1308     0.5088    15.0000    29.0000    55.0000   332.0000     0.0000
 0.400 0.160    45.7362     0.5896    16.0000    33.0000    61.0000   346.0000     0.0000
 0.400 0.140    54.9324     0.7550    19.0000    39.0000    73.0000   571.0000     0.0000
 0.400 0.120    66.2186     0.9040    22.0000    47.0000    90.0000   670.0000     0.0000
 0.400 0.100    80.7646     1.1450    26.0000    57.0000   110.0000   800.0000     0.0000
 0.400 0.080   103.3206     1.4340    32.0000    72.0000   141.0000   808.0000     0.0000
 0.400 0.060   126.4090     1.7442    39.0000    88.0000   175.0000  1252.0000     0.0000
 0.400 0.040   153.0146     2.1189    45.0000   109.0000   214.0000  1222.0000     0.0000
 0.400 0.020   183.6894     2.6272    53.0000   126.0000   249.0000  1594.0000     0.0000
 0.200 0.200    96.6744     1.2988    33.0000    69.0000   131.0000   760.0000     0.0000
 0.200 0.180    99.6744     1.3605    33.0000    70.0000   137.0000   904.0000     0.0000
 0.200 0.160   113.0880     1.5492    36.0000    81.0000   153.0000   970.0000     0.0000
 0.200 0.140   121.1344     1.6598    39.0000    86.0000   167.0000  1243.0000     0.0000
 0.200 0.120   137.2396     1.9350    42.0000    95.0000   186.0000  1309.0000     0.0000
 0.200 0.100   147.7020     2.0246    46.0000   105.0000   203.0000  1691.0000     0.0000
 0.200 0.080   168.5206     2.3609    48.0000   116.0000   236.0000  1350.0000     0.0000
 0.200 0.060   179.9030     2.5083    54.0000   127.0000   250.0000  1514.0000     0.0000
 0.200 0.040   189.7544     2.6752    53.0000   132.0000   262.0000  1409.0000     0.0000
 0.200 0.020   200.4836     2.8801    57.0000   138.0000   277.0000  1663.0000     0.0000
