Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     4.3192     0.0431     2.0000     3.0000     5.0000    26.0000     0.0000
 2.000 0.180     4.7890     0.0495     2.0000     4.0000     6.0000    35.0000     0.0000
 2.000 0.160     5.4782     0.0576     3.0000     4.0000     7.0000    35.0000     0.0000
 2.000 0.140     6.3080     0.0667     3.0000     5.0000     8.0000    53.0000     0.0000
 2.000 0.120     7.8616     0.0904     3.0000     6.0000    10.0000   117.0000     0.0000
 2.000 0.100     9.8984     0.1146     4.0000     8.0000    13.0000    95.0000     0.0000
 2.000 0.080    13.3690     0.1634     5.0000    10.0000    18.0000   136.0000     0.0000
 2.000 0.060    21.0754     0.2713     8.0000    16.0000    28.0000   190.0000     0.0000
 2.000 0.040    42.4480     0.5738    14.0000    30.0000    57.0000   366.0000     0.0000
 2.000 0.020   105.9448     1.5023    30.0000    74.0000   147.0000   943.0000     0.0000
 1.800 0.200     4.7130     0.0458     2.0000     4.0000     6.0000    34.0000     0.0000
 1.800 0.180     5.2724     0.0549     3.0000     4.0000     7.0000    44.0000     0.0000
 1.800 0.160     5.9760     0.0625     3.0000     5.0000     8.0000    40.0000     0.0000
 1.800 0.140     7.0792     0.0813     3.0000     6.0000     9.0000   134.0000     0.0000
 1.800 0.120     8.8100     0.1004     4.0000     7.0000    12.0000    94.0000     0.0000
 1.800 0.100    11.0284     0.1284     4.0000     9.0000    15.0000    99.0000     0.0000
 1.800 0.080    15.0000     0.1854     6.0000    11.0000    20.0000   126.0000     0.0000
 1.800 0.060    23.2072     0.2994     9.0000    17.0000    31.0000   209.0000     0.0000
 1.800 0.040    45.4084     0.6280    15.0000    32.0000    61.0000   490.0000     0.0000
 1.800 0.020   109.4158     1.5398    31.0000    76.0000   151.0000  1136.0000     0.0000
 1.600 0.200     5.2430     0.0540     3.0000     4.0000     7.0000    42.0000     0.0000
 1.600 0.180     5.9384     0.0643     3.0000     5.0000     8.0000    62.0000     0.0000
 1.600 0.160     6.8098     0.0735     3.0000     5.0000     9.0000    44.0000     0.0000
 1.600 0.140     8.0098     0.0887     4.0000     6.0000    10.0000    62.0000     0.0000
 1.600 0.120     9.8174     0.1098     4.0000     8.0000    13.0000    88.0000     0.0000
 1.600 0.100    12.4468     0.1550     5.0000     9.0000    16.0000   150.0000     0.0000
 1.600 0.080    17.4754     0.2197     7.0000    13.0000    23.0000   136.0000     0.0000
 1.600 0.060    25.9532     0.3397     9.0000    19.0000    35.0000   209.0000     0.0000
 1.600 0.040    50.8338     0.6851    17.0000    36.0000    70.0000   453.0000     0.0000
