Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     4.2374     0.0296     3.0000     4.0000     5.0000    20.0000     0.0000
 2.000 0.180     4.5770     0.0343     3.0000     4.0000     6.0000    27.0000     0.0000
 2.000 0.160     5.2240     0.0472     3.0000     5.0000     6.0000    59.0000     0.0000
 2.000 0.140     5.9362     0.0581     3.0000     5.0000     7.0000    55.0000     0.0000
 2.000 0.120     7.3380     0.0866     4.0000     6.0000     9.0000    80.0000     0.0000
 2.000 0.100    10.0566     0.1399     5.0000     7.0000    12.0000   131.0000     0.0000
 2.000 0.080    15.2966     0.2246     5.0000    10.0000    19.0000   151.0000     0.0000
 2.000 0.060    26.7432     0.4020     8.0000    17.0000    36.0000   329.0000     0.0000
 2.000 0.040    51.9086     0.7537    14.0000    35.0000    71.0000   605.0000     0.0000
 2.000 0.020   115.1506     1.6729    32.0000    77.0000   160.0000  1171.0000     0.0000
 1.800 0.200     4.9864     0.0362     3.0000     5.0000     6.0000    24.0000     0.0000
 1.800 0.180     5.3714     0.0399     3.0000     5.0000     7.0000    29.0000     0.0000
 1.800 0.160     6.0036     0.0510     4.0000     5.0000     8.0000    91.0000     0.0000
 1.800 0.140     6.9000     0.0668     4.0000     6.0000     8.0000    83.0000     0.0000
 1.800 0.120     8.3634     0.0982     5.0000     7.0000    10.0000   140.0000     0.0000
 1.800 0.100    11.1180     0.1403     5.0000     8.0000    13.0000   110.0000     0.0000
 1.800 0.080    17.0450     0.2393     6.0000    11.0000    22.0000   185.0000     0.0000
 1.800 0.060    28.7184     0.4240     9.0000    19.0000    38.0000   300.0000     0.0000
 1.800 0.040    54.5034     0.7937    15.0000    37.0000    75.0000   653.0000     0.0000
 1.800 0.020   117.1838     1.6986    33.0000    80.0000   159.0000  1027.0000     0.0000
 1.600 0.200     5.8704     0.0436     4.0000     5.0000     7.0000    34.0000     0.0000
 1.600 0.180     6.4706     0.0497     4.0000     6.0000     8.0000    49.0000     0.0000
 1.600 0.160     7.1338     0.0591     4.0000     6.0000     9.0000    73.0000     0.0000
 1.600 0.140     8.1212     0.0729     5.0000     7.0000    10.0000    60.0000     0.0000
 1.600 0.120     9.8836     0.1071     5.0000     8.0000    12.0000    92.0000     0.0000
 1.600 0.100    12.7710     0.1522     6.0000    10.0000    15.0000   108.0000     0.0000
 1.600 0.080    19.0036     0.2504     8.0000    13.0000    25.0000   182.0000     0.0000
 1.600 0.060    32.3390     0.4504    11.0000    21.0000    44.0000   344.0000     0.0000
 1.600 0.040    56.4474     0.8048    16.0000    39.0000    77.0000   484.0000     0.0000
 1.600 0.020   121.3384     1.6615    35.0000    87.0000   171.0000  1132.0000     0.0000
 1.400 0.200     7.2044     0.0535     5.0000     7.0000     9.0000    31.0000     0.0000
 1.400 0.180     7.9538     0.0605     5.0000     7.0000    10.0000    37.0000     0.0000
 1.400 0.160     8.7912     0.0748     5.0000     8.0000    11.0000    56.0000     0.0000
 1.400 0.140    10.1106     0.0902     6.0000     9.0000    13.0000    96.0000     0.0000
 1.400 0.120    12.0408     0.1297     7.0000    10.0000    15.0000   136.0000     0.0000
 1.400 0.100    15.6372     0.1836     8.0000    12.0000    20.0000   186.0000     0.0000
 1.400 0.080    21.7278     0.2780     9.0000    16.0000    28.0000   200.0000     0.0000
 1.400 0.060    35.0382     0.4721    12.0000    24.0000    48.0000   315.0000     0.0000
 1.400 0.040    63.9432     0.8954    20.0000    44.0000    87.0000   538.0000     0.0000
 1.400 0.020   129.4826     1.8226    38.0000    89.0000   179.0000  1120.0000     0.0000
 1.200 0.200     9.2490     0.0721     6.0000     8.0000    12.0000    45.0000     0.0000
 1.200 0.180    10.1036     0.0827     6.0000     9.0000    13.0000    57.0000     0.0000
 1.200 0.160    11.2990     0.0960     7.0000    10.0000    14.0000    91.0000     0.0000
 1.200 0.140    13.0046     0.1154     7.0000    11.0000    17.0000    79.0000     0.0000
 1.200 0.120    14.8674     0.1468     8.0000    13.0000    19.0000   113.0000     0.0000
 1.200 0.100    19.3708     0.2210     9.0000    15.0000    24.0000   201.0000     0.0000
 1.200 0.080    26.7804     0.3163    12.0000    20.0000    35.0000   263.0000     0.0000
 1.200 0.060    40.8598     0.5383    15.0000    28.0000    54.0000   346.0000     0.0000
 1.200 0.040    71.3992     0.9852    23.0000    49.0000    97.0000   654.0000     0.0000
 1.200 0.020   132.4966     1.8535    38.0000    92.0000   184.0000  1332.0000     0.0000
 1.000 0.200    12.5730     0.1024     7.0000    11.0000    16.0000    76.0000     0.0000
 1.000 0.180    13.8422     0.1195     8.0000    12.0000    18.0000    79.0000     0.0000
 1.000 0.160    15.5796     0.1374     9.0000    14.0000    20.0000   105.0000     0.0000
 1.000 0.140    17.5688     0.1653    10.0000    15.0000    23.0000   133.0000     0.0000
 1.000 0.120    20.4436     0.1997    11.0000    17.0000    27.0000   161.0000     0.0000
 1.000 0.100    25.1588     0.2657    13.0000    21.0000    33.0000   237.0000     0.0000
 1.000 0.080    33.7762     0.3970    15.0000    26.0000    44.0000   231.0000     0.0000
 1.000 0.060    50.6478     0.6473    19.0000    37.0000    67.0000   495.0000     0.0000
 1.000 0.040    81.0408     1.0873    27.0000    57.0000   111.0000   762.0000     0.0000
 1.000 0.020   143.7026     1.9954    42.0000   101.0000   199.0000  1095.0000     0.0000
 0.800 0.200    19.1454     0.1739    10.0000    17.0000    25.0000   104.0000     0.0000
 0.800 0.180    21.4212     0.2051    11.0000    18.0000    28.0000   140.0000     0.0000
