Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 1.600 0.020   107.2596     1.5269    31.0000    73.0000   151.0000  1754.0000     0.0000
 1.400 0.200     6.8998     0.0518     4.0000     6.0000     9.0000    29.0000     0.0000
 1.400 0.180     7.6158     0.0555     5.0000     7.0000    10.0000    34.0000     0.0000
 1.400 0.160     8.3304     0.0665     5.0000     8.0000    11.0000    51.0000     0.0000
 1.400 0.140     9.4794     0.0777     6.0000     9.0000    12.0000    54.0000     0.0000
 1.400 0.120    11.1460     0.0976     6.0000    10.0000    14.0000    81.0000     0.0000
 1.400 0.100    13.7414     0.1329     7.0000    12.0000    18.0000    95.0000     0.0000
 1.400 0.080    17.8250     0.1957     9.0000    14.0000    23.0000   143.0000     0.0000
 1.400 0.060    27.3848     0.3399    12.0000    21.0000    35.0000   273.0000     0.0000
 1.400 0.040    52.0080     0.6808    18.0000    37.0000    71.0000   426.0000     0.0000
 1.400 0.020   118.0862     1.6914    33.0000    80.0000   163.0000  1387.0000     0.0000
 1.200 0.200     8.8190     0.0689     5.0000     8.0000    11.0000    59.0000     0.0000
 1.200 0.180     9.6908     0.0798     6.0000     9.0000    13.0000    55.0000     0.0000
 1.200 0.160    10.8424     0.0884     6.0000    10.0000    14.0000    64.0000     0.0000
 1.200 0.140    12.3862     0.1083     7.0000    11.0000    16.0000    81.0000     0.0000
 1.200 0.120    14.1524     0.1265     8.0000    12.0000    18.0000    79.0000     0.0000
 1.200 0.100    17.3452     0.1708     9.0000    15.0000    23.0000   165.0000     0.0000
 1.200 0.080    22.4396     0.2314    11.0000    19.0000    30.0000   228.0000     0.0000
 1.200 0.060    32.8758     0.3927    14.0000    25.0000    43.0000   278.0000     0.0000
 1.200 0.040    60.3260     0.8055    21.0000    42.0000    81.0000   439.0000     0.0000
 1.200 0.020   128.5534     1.8066    39.0000    89.0000   178.0000  1171.0000     0.0000
 1.000 0.200    12.0070     0.0990     7.0000    11.0000    16.0000    62.0000     0.0000
 1.000 0.180    13.2630     0.1127     8.0000    12.0000    18.0000    65.0000     0.0000
 1.000 0.160    14.8502     0.1294     8.0000    13.0000    19.0000    92.0000     0.0000
 1.000 0.140    17.1220     0.1575     9.0000    15.0000    22.0000   107.0000     0.0000
 1.000 0.120    19.6206     0.1860    10.0000    17.0000    26.0000   118.0000     0.0000
 1.000 0.100    24.1474     0.2444    12.0000    20.0000    32.0000   154.0000     0.0000
 1.000 0.080    31.3330     0.3500    14.0000    25.0000    42.0000   299.0000     0.0000
 1.000 0.060    45.0182     0.5412    19.0000    34.0000    60.0000   304.0000     0.0000
 1.000 0.040    76.9852     0.9982    28.0000    56.0000   105.0000   691.0000     0.0000
 1.000 0.020   141.1476     1.9620    44.0000    98.0000   192.0000  1556.0000     0.0000
 0.800 0.200    18.2944     0.1646    10.0000    16.0000    24.0000    93.0000     0.0000
 0.800 0.180    20.0122     0.1863    11.0000    17.0000    26.0000   119.0000     0.0000
 0.800 0.160    22.7602     0.2262    12.0000    19.0000    30.0000   218.0000     0.0000
 0.800 0.140    25.7716     0.2677    13.0000    21.0000    34.0000   173.0000     0.0000
 0.800 0.120    31.4604     0.3392    15.0000    26.0000    42.0000   323.0000     0.0000
 0.800 0.100    37.6826     0.4152    17.0000    30.0000    50.0000   317.0000     0.0000
 0.800 0.080    48.7640     0.5579    21.0000    38.0000    65.0000   338.0000     0.0000
 0.800 0.060    66.7838     0.8570    25.0000    49.0000    90.0000   977.0000     0.0000
 0.800 0.040   103.7920     1.3723    35.0000    75.0000   143.0000  1162.0000     0.0000
 0.800 0.020   161.5944     2.2373    49.0000   113.0000   224.0000  1306.0000     0.0000
 0.600 0.200    33.7016     0.3791    15.0000    27.0000    44.0000   297.0000     0.0000
 0.600 0.180    37.1582     0.4223    17.0000    30.0000    49.0000   283.0000     0.0000
 0.600 0.160    42.5672     0.4952    19.0000    34.0000    56.0000   359.0000     0.0000
 0.600 0.140    48.9682     0.5885    20.0000    38.0000    65.0000   391.0000     0.0000
 0.600 0.120    57.9798     0.7040    23.0000    44.0000    79.0000   461.0000     0.0000
 0.600 0.100    70.1568     0.8685    27.0000    53.0000    96.0000   648.0000     0.0000
 0.600 0.080    86.3076     1.1395    30.0000    64.0000   116.0000  1042.0000     0.0000
 0.600 0.060   111.0368     1.4583    38.0000    80.0000   152.0000   916.0000     0.0000
 0.600 0.040   144.5238     1.9832    45.0000   103.0000   200.0000  1326.0000     0.0000
 0.600 0.020   189.4232     2.7223    54.0000   131.0000   261.0000  1751.0000     0.0000
 0.400 0.200    78.8378     1.0447    27.0000    57.0000   106.0000   633.0000     0.0000
 0.400 0.180    90.1374     1.1837    31.0000    66.0000   123.0000   700.0000     0.0000
 0.400 0.160    98.5062     1.3715    32.0000    69.0000   132.0000  1244.0000     0.0000
 0.400 0.140   108.9032     1.5028    34.0000    76.0000   151.0000  1629.0000     0.0000
 0.400 0.120   124.1296     1.6872    38.0000    87.0000   173.0000   919.0000     0.0000
 0.400 0.100   137.9506     1.8472    44.0000   100.0000   192.0000  1047.0000     0.0000
 0.400 0.080   157.0042     2.2784    46.0000   107.0000   214.0000  1714.0000     0.0000
 0.400 0.060   166.8348     2.3308    48.0000   116.0000   236.0000  1440.0000     0.0000
 0.400 0.040   189.5916     2.6474    54.0000   134.0000   263.0000  1855.0000     0.0000
 0.400 0.020   197.9874     2.8447    55.0000   135.0000   277.0000  2000.0000     0.0000
 0.200 0.200   171.6260     2.3977    51.0000   121.0000   236.0000  1633.0000     0.0000
 0.200 0.180   170.3324     2.4983    47.0000   114.0000   232.0000  1418.0000     0.0000
 0.200 0.160   179.3344     2.5101    52.0000   126.0000   250.0000  1867.0000     0.0000
 0.200 0.140   186.3494     2.5988    56.0000   131.0000   256.0000  1658.0000     0.0000
 0.200 0.120   188.7668     2.6173    55.0000   132.0000   266.0000  2000.0000     0.0000
 0.200 0.100   189.6842     2.6875    55.0000   131.0000   262.0000  1671.0000     0.0000
 0.200 0.080   196.5852     2.7501    57.0000   135.0000   275.0000  1458.0000     0.0000
 0.200 0.060   193.9772     2.7130    55.0000   136.0000   273.0000  1704.0000     0.0000
 0.200 0.040   201.2406     2.8824    55.0000   140.0000   281.0000  1836.0000     0.0000
 0.200 0.020   197.3664     2.8093    57.0000   137.0000   274.0000  1841.0000     0.0000
