Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     4.1656     0.0298     3.0000     4.0000     5.0000    31.0000     0.0000
 2.000 0.180     4.6276     0.0369     3.0000     4.0000     6.0000    36.0000     0.0000
 2.000 0.160     5.1536     0.0477     3.0000     4.0000     6.0000    67.0000     0.0000
 2.000 0.140     6.0094     0.0675     3.0000     5.0000     7.0000    75.0000     0.0000
 2.000 0.120     7.8218     0.1065     4.0000     6.0000     9.0000   103.0000     0.0000
 2.000 0.100    10.9528     0.1641     5.0000     7.0000    13.0000   149.0000     0.0000
 2.000 0.080    17.8656     0.2860     6.0000    10.0000    23.0000   286.0000     0.0000
 2.000 0.060    30.0454     0.4607     8.0000    19.0000    41.0000   301.0000     0.0000
 2.000 0.040    56.8028     0.8336    14.0000    39.0000    79.0000   606.0000     0.0000
 2.000 0.020   119.7106     1.6999    34.0000    83.0000   165.0000  1186.0000     0.0000
 1.800 0.200     4.8066     0.0348     3.0000     4.0000     6.0000    29.0000     0.0000
 1.800 0.180     5.2360     0.0409     3.0000     5.0000     6.0000    46.0000     0.0000
 1.800 0.160     5.8820     0.0544     4.0000     5.0000     7.0000    57.0000     0.0000
 1.800 0.140     6.9798     0.0764     4.0000     6.0000     8.0000   109.0000     0.0000
 1.800 0.120     8.4832     0.1048     4.0000     7.0000    10.0000   107.0000     0.0000
 1.800 0.100    11.8874     0.1699     5.0000     8.0000    14.0000   140.0000     0.0000
 1.800 0.080    19.0514     0.2903     6.0000    12.0000    24.0000   217.0000     0.0000
 1.800 0.060    31.5636     0.4742     9.0000    20.0000    43.0000   407.0000     0.0000
 1.800 0.040    60.7974     0.9045    15.0000    40.0000    84.0000   557.0000     0.0000
 1.800 0.020   125.9786     1.7922    35.0000    88.0000   176.0000   915.0000     0.0000
 1.600 0.200     5.6676     0.0447     4.0000     5.0000     7.0000    82.0000     0.0000
 1.600 0.180     6.1566     0.0491     4.0000     6.0000     8.0000    41.0000     0.0000
 1.600 0.160     6.8920     0.0622     4.0000     6.0000     9.0000    85.0000     0.0000
 1.600 0.140     7.9014     0.0831     5.0000     7.0000    10.0000    97.0000     0.0000
 1.600 0.120     9.8702     0.1190     5.0000     8.0000    12.0000   123.0000     0.0000
 1.600 0.100    13.5444     0.1797     6.0000    10.0000    16.0000   139.0000     0.0000
 1.600 0.080    20.7160     0.2966     7.0000    13.0000    27.0000   206.0000     0.0000
 1.600 0.060    35.1428     0.5237    10.0000    22.0000    47.0000   358.0000     0.0000
 1.600 0.040    63.1742     0.9021    17.0000    43.0000    88.0000   682.0000     0.0000
 1.600 0.020   125.7338     1.7777    37.0000    87.0000   174.0000   940.0000     0.0000
 1.400 0.200     6.8440     0.0517     4.0000     6.0000     9.0000    34.0000     0.0000
 1.400 0.180     7.4330     0.0616     5.0000     7.0000     9.0000    74.0000     0.0000
 1.400 0.160     8.3062     0.0730     5.0000     7.0000    10.0000    52.0000     0.0000
 1.400 0.140     9.5646     0.0899     5.0000     8.0000    12.0000    77.0000     0.0000
 1.400 0.120    11.5208     0.1308     6.0000     9.0000    14.0000   129.0000     0.0000
 1.400 0.100    15.8516     0.2105     7.0000    11.0000    19.0000   160.0000     0.0000
 1.400 0.080    23.1530     0.3270     9.0000    15.0000    29.0000   249.0000     0.0000
 1.400 0.060    37.3264     0.5233    12.0000    25.0000    51.0000   440.0000     0.0000
 1.400 0.040    67.5686     0.9466    19.0000    47.0000    94.0000   545.0000     0.0000
 1.400 0.020   131.9336     1.8715    39.0000    93.0000   181.0000  1241.0000     0.0000
 1.200 0.200     8.4598     0.0674     5.0000     8.0000    11.0000    66.0000     0.0000
 1.200 0.180     9.3184     0.0767     6.0000     8.0000    12.0000    64.0000     0.0000
 1.200 0.160    10.5482     0.0935     6.0000     9.0000    13.0000    86.0000     0.0000
 1.200 0.140    12.0922     0.1189     7.0000    10.0000    15.0000   100.0000     0.0000
 1.200 0.120    14.5432     0.1536     8.0000    12.0000    18.0000   119.0000     0.0000
 1.200 0.100    18.6960     0.2263     9.0000    14.0000    23.0000   184.0000     0.0000
 1.200 0.080    27.3820     0.3535    11.0000    19.0000    35.0000   258.0000     0.0000
 1.200 0.060    42.5764     0.5824    14.0000    30.0000    58.0000   334.0000     0.0000
 1.200 0.040    74.7508     1.0567    23.0000    51.0000   103.0000   721.0000     0.0000
 1.200 0.020   136.7700     1.9491    40.0000    94.0000   190.0000  1337.0000     0.0000
 1.000 0.200    11.3156     0.0940     7.0000    10.0000    14.0000    71.0000     0.0000
 1.000 0.180    12.5400     0.1113     7.0000    11.0000    16.0000    92.0000     0.0000
 1.000 0.160    14.1290     0.1280     8.0000    12.0000    18.0000   105.0000     0.0000
 1.000 0.140    16.2000     0.1562     9.0000    14.0000    20.0000   102.0000     0.0000
 1.000 0.120    18.7440     0.1938    10.0000    16.0000    24.0000   236.0000     0.0000
 1.000 0.100    24.4070     0.2816    11.0000    19.0000    31.0000   199.0000     0.0000
 1.000 0.080    34.2158     0.4318    14.0000    25.0000    45.0000   325.0000     0.0000
 1.000 0.060    51.4392     0.6898    18.0000    36.0000    69.0000   467.0000     0.0000
