Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 1.000 0.040    84.9996     1.2033    26.0000    59.0000   116.0000   944.0000     0.0000
 1.000 0.020   145.2706     2.0433    43.0000    99.0000   203.0000  1395.0000     0.0000
 0.800 0.200    16.8040     0.1509     9.0000    15.0000    22.0000    97.0000     0.0000
 0.800 0.180    18.4358     0.1720    10.0000    16.0000    24.0000   111.0000     0.0000
 0.800 0.160    20.9196     0.2009    11.0000    18.0000    28.0000   136.0000     0.0000
 0.800 0.140    24.0470     0.2435    12.0000    20.0000    31.0000   140.0000     0.0000
 0.800 0.120    27.4434     0.2746    14.0000    23.0000    36.0000   150.0000     0.0000
 0.800 0.100    33.9294     0.3807    16.0000    27.0000    45.0000   219.0000     0.0000
 0.800 0.080    47.4492     0.5814    20.0000    36.0000    62.0000   444.0000     0.0000
 0.800 0.060    65.7428     0.8361    24.0000    48.0000    90.0000   540.0000     0.0000
 0.800 0.040   101.9044     1.3455    34.0000    73.0000   140.0000   875.0000     0.0000
 0.800 0.020   160.0290     2.2855    46.0000   112.0000   223.0000  1768.0000     0.0000
 0.600 0.200    29.7530     0.3142    14.0000    25.0000    39.0000   276.0000     0.0000
 0.600 0.180    32.5552     0.3492    15.0000    26.0000    43.0000   206.0000     0.0000
 0.600 0.160    36.7818     0.4098    17.0000    30.0000    49.0000   269.0000     0.0000
 0.600 0.140    43.1858     0.5010    19.0000    34.0000    57.0000   371.0000     0.0000
 0.600 0.120    49.7788     0.5773    21.0000    39.0000    67.0000   359.0000     0.0000
 0.600 0.100    59.4140     0.7047    25.0000    46.0000    79.0000   369.0000     0.0000
 0.600 0.080    74.6294     0.9236    29.0000    57.0000   100.0000   650.0000     0.0000
 0.600 0.060    98.3388     1.2867    35.0000    71.0000   133.0000   802.0000     0.0000
 0.600 0.040   131.4812     1.8221    42.0000    93.0000   177.0000  1197.0000     0.0000
 0.600 0.020   177.9222     2.5451    51.0000   123.0000   246.0000  1828.0000     0.0000
 0.400 0.200    69.0732     0.8611    26.0000    52.0000    93.0000   591.0000     0.0000
 0.400 0.180    76.5964     1.0124    27.0000    56.0000   104.0000   687.0000     0.0000
 0.400 0.160    85.8186     1.1419    30.0000    62.0000   116.0000   879.0000     0.0000
 0.400 0.140    96.7392     1.2775    32.0000    71.0000   132.0000   838.0000     0.0000
 0.400 0.120   109.5842     1.4718    36.0000    79.0000   151.0000   855.0000     0.0000
 0.400 0.100   119.8758     1.6546    40.0000    85.0000   164.0000   928.0000     0.0000
 0.400 0.080   138.1238     1.8555    44.0000    98.0000   193.0000  1056.0000     0.0000
 0.400 0.060   158.6514     2.2260    49.0000   112.0000   217.0000  1199.0000     0.0000
 0.400 0.040   178.8304     2.4800    54.0000   127.0000   249.0000  1512.0000     0.0000
 0.400 0.020   190.8884     2.7440    53.0000   131.0000   261.0000  1669.0000     0.0000
 0.200 0.200   159.3974     2.2304    46.0000   112.0000   218.0000  1390.0000     0.0000
 0.200 0.180   167.0492     2.3659    48.0000   116.0000   230.0000  2000.0000     0.0000
 0.200 0.160   172.2924     2.4145    47.0000   117.0000   246.0000  1430.0000     0.0000
 0.200 0.140   174.0936     2.4826    49.0000   121.0000   239.0000  1530.0000     0.0000
 0.200 0.120   186.1044     2.6063    53.0000   127.0000   257.0000  1454.0000     0.0000
 0.200 0.100   187.6332     2.6160    53.0000   129.0000   266.0000  1440.0000     0.0000
 0.200 0.080   192.9570     2.7959    51.0000   129.0000   269.0000  1465.0000     0.0000
 0.200 0.060   199.1450     2.7962    57.0000   135.0000   273.0000  1453.0000     0.0000
 0.200 0.040   200.0042     2.8118    58.0000   140.0000   274.0000  1621.0000     0.0000
 0.200 0.020   196.6384     2.7708    56.0000   135.0000   276.0000  1583.0000     0.0000
