Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     3.9766     0.0353     2.0000     3.0000     5.0000    24.0000     0.0000
 2.000 0.180     4.4262     0.0405     2.0000     4.0000     6.0000    24.0000     0.0000
 2.000 0.160     4.9966     0.0475     3.0000     4.0000     6.0000    34.0000     0.0000
 2.000 0.140     5.7444     0.0565     3.0000     5.0000     8.0000    39.0000     0.0000
 2.000 0.120     6.8870     0.0690     3.0000     6.0000     9.0000    52.0000     0.0000
 2.000 0.100     8.6414     0.0920     4.0000     7.0000    11.0000    72.0000     0.0000
 2.000 0.080    11.6682     0.1305     5.0000     9.0000    15.0000    94.0000     0.0000
 2.000 0.060    17.8564     0.2207     7.0000    14.0000    24.0000   227.0000     0.0000
 2.000 0.040    35.2168     0.4762    12.0000    26.0000    47.0000   551.0000     0.0000
 2.000 0.020   100.6206     1.4192    30.0000    70.0000   137.0000  1085.0000     0.0000
 1.800 0.200     4.4908     0.0402     2.0000     4.0000     6.0000    25.0000     0.0000
 1.800 0.180     4.8772     0.0445     3.0000     4.0000     6.0000    31.0000     0.0000
 1.800 0.160     5.5382     0.0530     3.0000     5.0000     7.0000    34.0000     0.0000
 1.800 0.140     6.4646     0.0650     3.0000     5.0000     8.0000    42.0000     0.0000
 1.800 0.120     7.7984     0.0829     4.0000     6.0000    10.0000    82.0000     0.0000
 1.800 0.100     9.7454     0.1085     4.0000     8.0000    13.0000   105.0000     0.0000
 1.800 0.080    13.2536     0.1584     6.0000    10.0000    17.0000   116.0000     0.0000
 1.800 0.060    20.5838     0.2699     8.0000    15.0000    27.0000   286.0000     0.0000
 1.800 0.040    38.3996     0.5162    13.0000    28.0000    52.0000   384.0000     0.0000
 1.800 0.020   103.8730     1.4294    31.0000    72.0000   145.0000   851.0000     0.0000
 1.600 0.200     4.9038     0.0452     3.0000     4.0000     6.0000    33.0000     0.0000
 1.600 0.180     5.5718     0.0555     3.0000     5.0000     7.0000    47.0000     0.0000
 1.600 0.160     6.3876     0.0631     3.0000     5.0000     8.0000    34.0000     0.0000
 1.600 0.140     7.4176     0.0778     4.0000     6.0000    10.0000    74.0000     0.0000
 1.600 0.120     8.9544     0.0962     4.0000     7.0000    12.0000    68.0000     0.0000
 1.600 0.100    11.1072     0.1264     5.0000     9.0000    15.0000    81.0000     0.0000
 1.600 0.080    15.3174     0.1808     6.0000    12.0000    20.0000   136.0000     0.0000
 1.600 0.060    23.4982     0.3027     9.0000    17.0000    31.0000   180.0000     0.0000
 1.600 0.040    45.1256     0.5989    15.0000    33.0000    62.0000   464.0000     0.0000
 1.600 0.020   109.8802     1.5446    32.0000    77.0000   151.0000   948.0000     0.0000
 1.400 0.200     5.7766     0.0560     3.0000     5.0000     7.0000    37.0000     0.0000
 1.400 0.180     6.3618     0.0648     3.0000     5.0000     8.0000    47.0000     0.0000
 1.400 0.160     7.3368     0.0745     4.0000     6.0000    10.0000    47.0000     0.0000
 1.400 0.140     8.8668     0.0979     4.0000     7.0000    12.0000    83.0000     0.0000
 1.400 0.120    10.5080     0.1154     5.0000     8.0000    14.0000    87.0000     0.0000
 1.400 0.100    13.3748     0.1587     6.0000    10.0000    17.0000   113.0000     0.0000
 1.400 0.080    18.2290     0.2249     8.0000    14.0000    24.0000   133.0000     0.0000
 1.400 0.060    28.5852     0.3779    11.0000    21.0000    38.0000   308.0000     0.0000
 1.400 0.040    51.7856     0.6880    17.0000    37.0000    70.0000   597.0000     0.0000
 1.400 0.020   116.2502     1.6385    34.0000    81.0000   160.0000  1207.0000     0.0000
 1.200 0.200     6.8958     0.0694     4.0000     6.0000     9.0000    58.0000     0.0000
 1.200 0.180     7.8984     0.0811     4.0000     6.0000    10.0000    42.0000     0.0000
 1.200 0.160     9.1202     0.0987     4.0000     7.0000    12.0000    83.0000     0.0000
 1.200 0.140    10.6088     0.1164     5.0000     8.0000    14.0000    87.0000     0.0000
 1.200 0.120    13.0540     0.1515     6.0000    10.0000    17.0000    90.0000     0.0000
 1.200 0.100    16.9002     0.2034     7.0000    13.0000    22.0000   169.0000     0.0000
 1.200 0.080    23.1516     0.2901     9.0000    17.0000    31.0000   201.0000     0.0000
 1.200 0.060    34.5158     0.4493    12.0000    25.0000    47.0000   259.0000     0.0000
 1.200 0.040    62.9336     0.8443    21.0000    45.0000    86.0000   627.0000     0.0000
 1.200 0.020   124.6076     1.7665    37.0000    87.0000   171.0000  1461.0000     0.0000
