Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     4.3012     0.0444     2.0000     3.0000     5.0000    24.0000     0.0000
 2.000 0.180     4.8336     0.0529     2.0000     4.0000     6.0000    52.0000     0.0000
 2.000 0.160     5.4754     0.0611     2.0000     4.0000     7.0000    47.0000     0.0000
 2.000 0.140     6.4890     0.0709     3.0000     5.0000     9.0000    45.0000     0.0000
 2.000 0.120     7.9214     0.0902     3.0000     6.0000    11.0000    73.0000     0.0000
 2.000 0.100     9.8618     0.1137     4.0000     8.0000    13.0000    76.0000     0.0000
 2.000 0.080    13.7052     0.1648     5.0000    11.0000    19.0000   110.0000     0.0000
 2.000 0.060    20.8268     0.2650     8.0000    16.0000    28.0000   202.0000     0.0000
 2.000 0.040    39.2282     0.5307    14.0000    29.0000    52.0000   400.0000     0.0000
 2.000 0.020    98.3782     1.3372    31.0000    70.0000   136.0000   907.0000     0.0000
 1.800 0.200     4.7442     0.0503     2.0000     4.0000     6.0000    49.0000     0.0000
 1.800 0.180     5.3108     0.0554     2.0000     4.0000     7.0000    35.0000     0.0000
 1.800 0.160     6.1726     0.0676     3.0000     5.0000     8.0000    50.0000     0.0000
 1.800 0.140     7.1926     0.0809     3.0000     6.0000     9.0000    68.0000     0.0000
 1.800 0.120     8.6122     0.1007     4.0000     7.0000    11.0000    69.0000     0.0000
 1.800 0.100    11.3192     0.1330     5.0000     9.0000    15.0000    83.0000     0.0000
 1.800 0.080    15.9522     0.2012     6.0000    12.0000    21.0000   149.0000     0.0000
 1.800 0.060    23.3148     0.2948     9.0000    18.0000    31.0000   202.0000     0.0000
 1.800 0.040    43.4900     0.5973    14.0000    31.0000    59.0000   487.0000     0.0000
 1.800 0.020   103.5450     1.4611    30.0000    72.0000   143.0000   851.0000     0.0000
 1.600 0.200     5.2328     0.0559     3.0000     4.0000     7.0000    41.0000     0.0000
 1.600 0.180     6.0352     0.0655     3.0000     5.0000     8.0000    50.0000     0.0000
 1.600 0.160     7.0428     0.0780     3.0000     5.0000     9.0000    59.0000     0.0000
 1.600 0.140     8.2034     0.0947     3.0000     6.0000    11.0000    68.0000     0.0000
 1.600 0.120     9.8130     0.1161     4.0000     8.0000    13.0000   118.0000     0.0000
 1.600 0.100    13.1984     0.1600     5.0000    10.0000    18.0000   115.0000     0.0000
 1.600 0.080    17.8884     0.2294     7.0000    13.0000    24.0000   174.0000     0.0000
 1.600 0.060    27.5190     0.3573    10.0000    20.0000    37.0000   236.0000     0.0000
 1.600 0.040    49.7732     0.6620    16.0000    36.0000    68.0000   413.0000     0.0000
 1.600 0.020   114.4850     1.5808    34.0000    79.0000   160.0000   959.0000     0.0000
 1.400 0.200     6.0778     0.0670     3.0000     5.0000     8.0000    43.0000     0.0000
