Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     3.9152     0.0359     2.0000     3.0000     5.0000    23.0000     0.0000
 2.000 0.180     4.2760     0.0405     2.0000     3.0000     6.0000    36.0000     0.0000
 2.000 0.160     4.9736     0.0506     2.0000     4.0000     6.0000    35.0000     0.0000
 2.000 0.140     5.7718     0.0595     3.0000     5.0000     8.0000    43.0000     0.0000
 2.000 0.120     6.8580     0.0736     3.0000     6.0000     9.0000    82.0000     0.0000
 2.000 0.100     8.9170     0.0979     4.0000     7.0000    12.0000    89.0000     0.0000
 2.000 0.080    11.9260     0.1377     5.0000     9.0000    16.0000    83.0000     0.0000
 2.000 0.060    17.9848     0.2216     7.0000    14.0000    24.0000   198.0000     0.0000
 2.000 0.040    33.7084     0.4417    12.0000    25.0000    46.0000   352.0000     0.0000
 2.000 0.020    90.8548     1.2758    27.0000    64.0000   126.0000   797.0000     0.0000
 1.800 0.200     4.3860     0.0414     2.0000     4.0000     6.0000    38.0000     0.0000
 1.800 0.180     4.8332     0.0475     2.0000     4.0000     6.0000    29.0000     0.0000
 1.800 0.160     5.5548     0.0588     3.0000     4.0000     7.0000    46.0000     0.0000
 1.800 0.140     6.5904     0.0686     3.0000     5.0000     9.0000    57.0000     0.0000
 1.800 0.120     7.9326     0.0884     4.0000     6.0000    10.0000    63.0000     0.0000
 1.800 0.100     9.9142     0.1119     4.0000     8.0000    13.0000    78.0000     0.0000
 1.800 0.080    13.8428     0.1654     6.0000    11.0000    18.0000   186.0000     0.0000
 1.800 0.060    21.1904     0.2661     8.0000    16.0000    28.0000   261.0000     0.0000
 1.800 0.040    38.7782     0.5275    13.0000    28.0000    52.0000   327.0000     0.0000
 1.800 0.020    97.5246     1.3729    30.0000    67.0000   133.0000   888.0000     0.0000
 1.600 0.200     5.0102     0.0501     3.0000     4.0000     6.0000    35.0000     0.0000
 1.600 0.180     5.5600     0.0560     3.0000     4.0000     7.0000    41.0000     0.0000
 1.600 0.160     6.4300     0.0683     3.0000     5.0000     8.0000    46.0000     0.0000
 1.600 0.140     7.5162     0.0796     3.0000     6.0000    10.0000    44.0000     0.0000
 1.600 0.120     9.3638     0.1046     4.0000     7.0000    12.0000    82.0000     0.0000
 1.600 0.100    11.7750     0.1382     5.0000     9.0000    16.0000    95.0000     0.0000
 1.600 0.080    16.7168     0.2179     6.0000    13.0000    22.0000   194.0000     0.0000
 1.600 0.060    24.9602     0.3151     9.0000    18.0000    34.0000   228.0000     0.0000
 1.600 0.040    45.9366     0.6194    16.0000    33.0000    62.0000   424.0000     0.0000
 1.600 0.020   108.2746     1.5376    32.0000    75.0000   149.0000   999.0000     0.0000
 1.400 0.200     5.9070     0.0590     3.0000     5.0000     7.0000    35.0000     0.0000
 1.400 0.180     6.7282     0.0718     3.0000     5.0000     9.0000    52.0000     0.0000
 1.400 0.160     7.7088     0.0816     4.0000     6.0000    10.0000    74.0000     0.0000
 1.400 0.140     9.1992     0.1032     4.0000     7.0000    12.0000    83.0000     0.0000
 1.400 0.120    11.2850     0.1381     5.0000     9.0000    14.0000   150.0000     0.0000
 1.400 0.100    14.6456     0.1812     6.0000    11.0000    19.0000   164.0000     0.0000
 1.400 0.080    20.4240     0.2652     8.0000    15.0000    27.0000   216.0000     0.0000
 1.400 0.060    30.1118     0.3922    11.0000    22.0000    40.0000   261.0000     0.0000
 1.400 0.040    56.2504     0.7773    18.0000    40.0000    76.0000   538.0000     0.0000
 1.400 0.020   123.6610     1.7604    38.0000    86.0000   168.0000  1446.0000     0.0000
 1.200 0.200     7.2768     0.0788     3.0000     6.0000     9.0000    62.0000     0.0000
 1.200 0.180     8.3758     0.0934     4.0000     7.0000    11.0000    83.0000     0.0000
 1.200 0.160     9.5968     0.1098     4.0000     8.0000    13.0000    82.0000     0.0000
 1.200 0.140    11.4074     0.1356     5.0000     9.0000    15.0000   118.0000     0.0000
 1.200 0.120    13.9874     0.1726     6.0000    11.0000    18.0000   123.0000     0.0000
 1.200 0.100    17.9782     0.2241     7.0000    13.0000    24.0000   168.0000     0.0000
 1.200 0.080    25.4310     0.3360     9.0000    18.0000    34.0000   220.0000     0.0000
 1.200 0.060    38.4118     0.5094    13.0000    27.0000    52.0000   314.0000     0.0000
 1.200 0.040    68.5256     0.9317    22.0000    49.0000    95.0000   645.0000     0.0000
 1.200 0.020   133.3452     1.8501    39.0000    93.0000   185.0000  1189.0000     0.0000
 1.000 0.200     9.5326     0.1029     4.0000     8.0000    13.0000    84.0000     0.0000
 1.000 0.180    10.7674     0.1227     5.0000     8.0000    14.0000    87.0000     0.0000
 1.000 0.160    12.7996     0.1503     6.0000    10.0000    17.0000   116.0000     0.0000
 1.000 0.140    15.4144     0.1898     6.0000    12.0000    20.0000   139.0000     0.0000
 1.000 0.120    18.8420     0.2349     7.0000    14.0000    25.0000   157.0000     0.0000
 1.000 0.100    24.4854     0.3067     9.0000    18.0000    33.0000   201.0000     0.0000
 1.000 0.080    33.5086     0.4287    12.0000    24.0000    46.0000   236.0000     0.0000
 1.000 0.060    50.1232     0.6743    16.0000    36.0000    68.0000   404.0000     0.0000
 1.000 0.040    84.1642     1.1802    26.0000    58.0000   115.0000   881.0000     0.0000
 1.000 0.020   145.2048     2.0324    42.0000   102.0000   201.0000  1296.0000     0.0000
 0.800 0.200    13.5356     0.1602     6.0000    10.0000    18.0000   147.0000     0.0000
 0.800 0.180    15.5320     0.1856     7.0000    12.0000    20.0000   134.0000     0.0000
 0.800 0.160    18.3630     0.2239     8.0000    14.0000    24.0000   152.0000     0.0000
 0.800 0.140    21.3886     0.2711     8.0000    16.0000    28.0000   182.0000     0.0000
 0.800 0.120    26.5654     0.3514    10.0000    19.0000    35.0000   219.0000     0.0000
 0.800 0.100    34.9240     0.4675    12.0000    25.0000    46.0000   305.0000     0.0000
 0.800 0.080    47.1712     0.6270    16.0000    34.0000    64.0000   486.0000     0.0000
 0.800 0.060    68.9532     0.9788    22.0000    48.0000    93.0000   702.0000     0.0000
 0.800 0.040   105.5454     1.4713    33.0000    72.0000   144.0000   811.0000     0.0000
 0.800 0.020   167.0436     2.3355    48.0000   116.0000   234.0000  1796.0000     0.0000
 0.600 0.200    22.4336     0.2750    10.0000    17.0000    29.0000   240.0000     0.0000
 0.600 0.180    25.0402     0.3132    10.0000    19.0000    33.0000   245.0000     0.0000
 0.600 0.160    30.4178     0.3927    12.0000    22.0000    40.0000   263.0000     0.0000
 0.600 0.140    34.2608     0.4319    13.0000    25.0000    46.0000   364.0000     0.0000
 0.600 0.120    44.3808     0.6014    16.0000    32.0000    59.0000   360.0000     0.0000
 0.600 0.100    55.3068     0.7468    19.0000    39.0000    74.0000   447.0000     0.0000
 0.600 0.080    72.7642     1.0025    23.0000    51.0000    99.0000   625.0000     0.0000
 0.600 0.060    99.7048     1.3889    31.0000    70.0000   137.0000   878.0000     0.0000
 0.600 0.040   136.0634     1.9114    40.0000    94.0000   189.0000  1135.0000     0.0000
 0.600 0.020   183.8486     2.5985    53.0000   126.0000   255.0000  1460.0000     0.0000
 0.400 0.200    48.9038     0.6339    18.0000    35.0000    67.0000   538.0000     0.0000
 0.400 0.180    55.7734     0.7510    20.0000    39.0000    74.0000   464.0000     0.0000
 0.400 0.160    65.3362     0.8718    23.0000    47.0000    89.0000   669.0000     0.0000
 0.400 0.140    73.3222     0.9827    24.0000    53.0000   100.0000   542.0000     0.0000
 0.400 0.120    85.1022     1.1529    28.0000    59.0000   118.0000   690.0000     0.0000
 0.400 0.100   103.8700     1.4746    31.0000    72.0000   143.0000  1361.0000     0.0000
 0.400 0.080   123.7252     1.7697    36.0000    86.0000   169.0000  1525.0000     0.0000
 0.400 0.060   147.7800     2.1109    41.0000   104.0000   203.0000  1233.0000     0.0000
 0.400 0.040   180.5582     2.5637    51.0000   124.0000   251.0000  1541.0000     0.0000
 0.400 0.020   195.2068     2.7614    56.0000   136.0000   270.0000  1680.0000     0.0000
 0.200 0.200   140.9042     1.9934    42.0000    97.0000   194.0000  1348.0000     0.0000
 0.200 0.180   153.6234     2.2173    44.0000   104.0000   206.0000  1471.0000     0.0000
 0.200 0.160   160.0082     2.2852    45.0000   111.0000   222.0000  1640.0000     0.0000
 0.200 0.140   164.4958     2.2857    48.0000   118.0000   226.0000  1438.0000     0.0000
 0.200 0.120   176.4766     2.5304    51.0000   121.0000   244.0000  1680.0000     0.0000
 0.200 0.100   183.1344     2.5768    52.0000   127.0000   256.0000  1611.0000     0.0000
 0.200 0.080   188.4044     2.6335    53.0000   133.0000   262.0000  1700.0000     0.0000
 0.200 0.060   189.5472     2.6579    54.0000   134.0000   259.0000  1580.0000     0.0000
 0.200 0.040   195.0890     2.6917    58.0000   139.0000   272.0000  1633.0000     0.0000
 0.200 0.020   200.4196     2.8455    56.0000   139.0000   277.0000  1546.0000     0.0000
