Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 1.000 0.080    39.5380     0.5405    12.0000    27.0000    55.0000   309.0000     0.0000
 1.000 0.060    59.3226     0.8198    18.0000    41.0000    81.0000   558.0000     0.0000
 1.000 0.040    98.4620     1.3950    28.0000    68.0000   135.0000   827.0000     0.0000
 1.000 0.020   152.2432     2.1786    43.0000   105.0000   210.0000  1634.0000     0.0000
 0.800 0.200    14.0336     0.1787     6.0000    10.0000    19.0000   109.0000     0.0000
 0.800 0.180    15.8706     0.2109     6.0000    11.0000    21.0000   193.0000     0.0000
 0.800 0.160    19.1076     0.2630     7.0000    13.0000    25.0000   307.0000     0.0000
 0.800 0.140    22.4740     0.3058     8.0000    16.0000    30.0000   279.0000     0.0000
 0.800 0.120    28.9334     0.3912    10.0000    20.0000    39.0000   281.0000     0.0000
 0.800 0.100    36.0350     0.4882    12.0000    26.0000    49.0000   423.0000     0.0000
 0.800 0.080    49.3096     0.6855    15.0000    35.0000    67.0000   475.0000     0.0000
 0.800 0.060    71.5252     0.9886    22.0000    50.0000    98.0000   626.0000     0.0000
 0.800 0.040   108.5540     1.5485    31.0000    76.0000   149.0000  1094.0000     0.0000
 0.800 0.020   161.6292     2.3447    47.0000   112.0000   220.0000  1846.0000     0.0000
 0.600 0.200    20.2106     0.2598     8.0000    15.0000    26.0000   219.0000     0.0000
 0.600 0.180    22.7320     0.2881     9.0000    16.0000    30.0000   156.0000     0.0000
 0.600 0.160    26.8344     0.3476    10.0000    19.0000    36.0000   255.0000     0.0000
 0.600 0.140    32.0472     0.4350    11.0000    23.0000    43.0000   411.0000     0.0000
 0.600 0.120    38.8336     0.5232    13.0000    27.0000    52.0000   344.0000     0.0000
 0.600 0.100    49.8906     0.6735    17.0000    36.0000    68.0000   608.0000     0.0000
 0.600 0.080    67.7706     0.9387    22.0000    48.0000    91.0000   608.0000     0.0000
 0.600 0.060    91.7898     1.2636    28.0000    66.0000   126.0000   821.0000     0.0000
 0.600 0.040   127.1534     1.7774    39.0000    88.0000   174.0000  1225.0000     0.0000
 0.600 0.020   173.6216     2.4667    50.0000   120.0000   242.0000  1512.0000     0.0000
 0.400 0.200    34.1730     0.4299    13.0000    25.0000    45.0000   370.0000     0.0000
 0.400 0.180    38.8860     0.5009    15.0000    29.0000    52.0000   481.0000     0.0000
 0.400 0.160    44.2078     0.5724    16.0000    32.0000    59.0000   534.0000     0.0000
 0.400 0.140    52.1088     0.6957    18.0000    38.0000    70.0000   558.0000     0.0000
 0.400 0.120    62.6576     0.8365    21.0000    46.0000    84.0000   514.0000     0.0000
 0.400 0.100    77.9394     1.0694    25.0000    55.0000   106.0000   805.0000     0.0000
 0.400 0.080    97.7174     1.3588    30.0000    69.0000   131.0000  1230.0000     0.0000
 0.400 0.060   121.6400     1.7273    36.0000    84.0000   168.0000  1339.0000     0.0000
 0.400 0.040   157.4436     2.1913    46.0000   112.0000   214.0000  1296.0000     0.0000
 0.400 0.020   183.1046     2.5580    52.0000   128.0000   257.0000  1365.0000     0.0000
 0.200 0.200   100.1208     1.3857    31.0000    72.0000   136.0000  1062.0000     0.0000
 0.200 0.180   111.6140     1.5102    36.0000    78.0000   153.0000   859.0000     0.0000
 0.200 0.160   117.7878     1.6327    37.0000    83.0000   162.0000  1402.0000     0.0000
 0.200 0.140   129.4640     1.7386    42.0000    92.0000   180.0000  1236.0000     0.0000
 0.200 0.120   142.0554     1.9200    44.0000   101.0000   196.0000  1189.0000     0.0000
 0.200 0.100   152.8184     2.1327    45.0000   107.0000   212.0000  1180.0000     0.0000
 0.200 0.080   165.4190     2.3439    48.0000   117.0000   229.0000  1636.0000     0.0000
 0.200 0.060   178.3346     2.4698    54.0000   126.0000   244.0000  1558.0000     0.0000
 0.200 0.040   195.7858     2.7572    56.0000   137.0000   267.0000  1488.0000     0.0000
 0.200 0.020   199.4188     2.7741    59.0000   140.0000   275.0000  1437.0000     0.0000
