Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     5.5736     0.0663     2.0000     4.0000     7.0000    40.0000     0.0000
 2.000 0.180     6.4518     0.0777     3.0000     5.0000     9.0000    52.0000     0.0000
 2.000 0.160     7.4216     0.0902     3.0000     5.0000    10.0000    66.0000     0.0000
 2.000 0.140     8.8412     0.1113     3.0000     7.0000    12.0000   122.0000     0.0000
 2.000 0.120    10.6318     0.1341     4.0000     8.0000    15.0000   115.0000     0.0000
 2.000 0.100    14.2870     0.1853     5.0000    11.0000    19.0000   146.0000     0.0000
 2.000 0.080    19.6176     0.2614     7.0000    15.0000    27.0000   199.0000     0.0000
 2.000 0.060    31.4992     0.4144    11.0000    24.0000    43.0000   385.0000     0.0000
 2.000 0.040    60.0538     0.8363    18.0000    43.0000    83.0000   579.0000     0.0000
 2.000 0.020   127.5378     1.7960    36.0000    88.0000   177.0000  1070.0000     0.0000
 1.800 0.200     5.9432     0.0723     2.0000     4.0000     8.0000    45.0000     0.0000
 1.800 0.180     6.8706     0.0853     3.0000     5.0000     9.0000    57.0000     0.0000
 1.800 0.160     8.0610     0.1003     3.0000     6.0000    11.0000    71.0000     0.0000
 1.800 0.140     9.6492     0.1202     4.0000     7.0000    13.0000    68.0000     0.0000
 1.800 0.120    11.7172     0.1542     4.0000     9.0000    16.0000   155.0000     0.0000
 1.800 0.100    15.6638     0.2025     5.0000    12.0000    21.0000   177.0000     0.0000
 1.800 0.080    21.5752     0.2925     7.0000    16.0000    29.0000   274.0000     0.0000
 1.800 0.060    33.9680     0.4625    11.0000    25.0000    46.0000   288.0000     0.0000
 1.800 0.040    63.1256     0.9024    19.0000    43.0000    85.0000   683.0000     0.0000
 1.800 0.020   128.1680     1.8343    36.0000    88.0000   181.0000  1302.0000     0.0000
 1.600 0.200     6.5956     0.0808     3.0000     5.0000     9.0000    58.0000     0.0000
 1.600 0.180     7.7528     0.0990     3.0000     5.0000    10.0000    75.0000     0.0000
 1.600 0.160     8.8944     0.1142     3.0000     6.0000    12.0000    93.0000     0.0000
 1.600 0.140    10.6080     0.1322     4.0000     8.0000    15.0000    99.0000     0.0000
 1.600 0.120    13.2272     0.1684     5.0000    10.0000    18.0000   113.0000     0.0000
 1.600 0.100    16.8044     0.2186     6.0000    12.0000    23.0000   144.0000     0.0000
 1.600 0.080    24.1290     0.3265     8.0000    18.0000    32.0000   258.0000     0.0000
 1.600 0.060    38.2616     0.5177    13.0000    28.0000    52.0000   371.0000     0.0000
 1.600 0.040    68.6918     0.9648    21.0000    48.0000    94.0000   637.0000     0.0000
 1.600 0.020   133.4338     1.9067    38.0000    91.0000   183.0000  1027.0000     0.0000
 1.400 0.200     7.6322     0.0967     3.0000     5.0000    10.0000    86.0000     0.0000
 1.400 0.180     8.5740     0.1078     3.0000     6.0000    11.0000    63.0000     0.0000
 1.400 0.160    10.0808     0.1295     4.0000     7.0000    13.0000    96.0000     0.0000
 1.400 0.140    12.2894     0.1651     4.0000     9.0000    16.0000   213.0000     0.0000
 1.400 0.120    15.1654     0.2029     5.0000    11.0000    21.0000   216.0000     0.0000
 1.400 0.100    19.3032     0.2559     6.0000    14.0000    26.0000   187.0000     0.0000
 1.400 0.080    27.4804     0.3887     9.0000    19.0000    37.0000   363.0000     0.0000
 1.400 0.060    43.7108     0.6114    14.0000    31.0000    59.0000   446.0000     0.0000
 1.400 0.040    76.8562     1.0688    23.0000    54.0000   105.0000   585.0000     0.0000
 1.400 0.020   141.1050     2.0423    38.0000    97.0000   193.0000  1359.0000     0.0000
 1.200 0.200     8.7778     0.1094     4.0000     6.0000    12.0000    95.0000     0.0000
 1.200 0.180    10.3088     0.1332     4.0000     7.0000    14.0000   107.0000     0.0000
 1.200 0.160    11.6428     0.1509     4.0000     8.0000    15.0000   114.0000     0.0000
 1.200 0.140    14.6652     0.1893     5.0000    11.0000    20.0000   113.0000     0.0000
 1.200 0.120    17.7438     0.2336     6.0000    13.0000    24.0000   153.0000     0.0000
 1.200 0.100    23.8072     0.3200     8.0000    17.0000    32.0000   190.0000     0.0000
 1.200 0.080    33.0878     0.4589    11.0000    23.0000    45.0000   302.0000     0.0000
 1.200 0.060    50.5158     0.7097    16.0000    35.0000    70.0000   654.0000     0.0000
 1.200 0.040    84.0160     1.2018    24.0000    57.0000   117.0000   758.0000     0.0000
 1.200 0.020   145.4718     2.0783    41.0000   103.0000   201.0000  1444.0000     0.0000
 1.000 0.200    10.8030     0.1374     4.0000     8.0000    14.0000   145.0000     0.0000
 1.000 0.180    12.4120     0.1592     5.0000     9.0000    16.0000   111.0000     0.0000
 1.000 0.160    14.5942     0.1968     5.0000    11.0000    19.0000   170.0000     0.0000
 1.000 0.140    18.0200     0.2371     6.0000    13.0000    24.0000   186.0000     0.0000
 1.000 0.120    21.8662     0.3001     7.0000    16.0000    29.0000   261.0000     0.0000
 1.000 0.100    28.7760     0.3906    10.0000    20.0000    39.0000   334.0000     0.0000
