Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     4.8758     0.0573     2.0000     4.0000     6.0000    47.0000     0.0000
 2.000 0.180     5.5544     0.0631     2.0000     4.0000     7.0000    42.0000     0.0000
 2.000 0.160     6.4510     0.0747     3.0000     5.0000     8.0000    55.0000     0.0000
 2.000 0.140     7.5498     0.0876     3.0000     6.0000    10.0000    49.0000     0.0000
 2.000 0.120     9.4086     0.1125     4.0000     7.0000    13.0000    68.0000     0.0000
 2.000 0.100    11.7866     0.1456     4.0000     9.0000    16.0000    98.0000     0.0000
 2.000 0.080    16.4126     0.2022     6.0000    13.0000    22.0000   178.0000     0.0000
 2.000 0.060    25.6164     0.3326     9.0000    19.0000    35.0000   243.0000     0.0000
 2.000 0.040    45.5596     0.6208    15.0000    34.0000    61.0000   471.0000     0.0000
 2.000 0.020   112.3494     1.5810    34.0000    79.0000   154.0000  1025.0000     0.0000
 1.800 0.200     5.3768     0.0617     2.0000     4.0000     7.0000    44.0000     0.0000
 1.800 0.180     6.2124     0.0730     3.0000     5.0000     8.0000    48.0000     0.0000
 1.800 0.160     7.1526     0.0852     3.0000     5.0000     9.0000    63.0000     0.0000
 1.800 0.140     8.4824     0.1039     3.0000     6.0000    11.0000    79.0000     0.0000
 1.800 0.120    10.2070     0.1248     4.0000     8.0000    14.0000   113.0000     0.0000
 1.800 0.100    13.2866     0.1651     5.0000    10.0000    18.0000    95.0000     0.0000
 1.800 0.080    18.2804     0.2376     7.0000    14.0000    24.0000   194.0000     0.0000
 1.800 0.060    27.8184     0.3710    10.0000    21.0000    37.0000   346.0000     0.0000
 1.800 0.040    51.4040     0.6801    17.0000    38.0000    70.0000   417.0000     0.0000
 1.800 0.020   115.2236     1.6146    33.0000    79.0000   159.0000   857.0000     0.0000
 1.600 0.200     6.1626     0.0716     3.0000     5.0000     8.0000    48.0000     0.0000
 1.600 0.180     6.9052     0.0811     3.0000     5.0000     9.0000    46.0000     0.0000
 1.600 0.160     8.0578     0.0984     3.0000     6.0000    11.0000    66.0000     0.0000
 1.600 0.140     9.6026     0.1137     4.0000     7.0000    13.0000    72.0000     0.0000
 1.600 0.120    11.3188     0.1424     4.0000     8.0000    15.0000    96.0000     0.0000
 1.600 0.100    15.1414     0.1869     6.0000    12.0000    21.0000   161.0000     0.0000
 1.600 0.080    21.1788     0.2760     7.0000    16.0000    29.0000   226.0000     0.0000
 1.600 0.060    32.2532     0.4268    11.0000    24.0000    43.0000   362.0000     0.0000
 1.600 0.040    57.2684     0.7776    19.0000    42.0000    77.0000   577.0000     0.0000
