Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 2.000 0.200     3.7826     0.0332     2.0000     3.0000     5.0000    23.0000     0.0000
 2.000 0.180     4.2886     0.0382     2.0000     4.0000     5.0000    28.0000     0.0000
 2.000 0.160     4.9184     0.0471     3.0000     4.0000     6.0000    37.0000     0.0000
 2.000 0.140     5.5620     0.0536     3.0000     5.0000     7.0000    37.0000     0.0000
 2.000 0.120     6.7048     0.0689     3.0000     6.0000     9.0000    61.0000     0.0000
 2.000 0.100     8.3804     0.0911     4.0000     7.0000    11.0000   104.0000     0.0000
 2.000 0.080    11.2762     0.1245     5.0000     9.0000    15.0000    87.0000     0.0000
 2.000 0.060    17.0240     0.2074     7.0000    13.0000    23.0000   161.0000     0.0000
 2.000 0.040    32.6216     0.4211    12.0000    24.0000    44.0000   260.0000     0.0000
 2.000 0.020    90.5946     1.2722    27.0000    62.0000   124.0000   784.0000     0.0000
 1.800 0.200     4.2382     0.0380     2.0000     4.0000     5.0000    35.0000     0.0000
 1.800 0.180     4.8458     0.0456     3.0000     4.0000     6.0000    33.0000     0.0000
 1.800 0.160     5.4806     0.0518     3.0000     5.0000     7.0000    34.0000     0.0000
 1.800 0.140     6.2186     0.0604     3.0000     5.0000     8.0000    36.0000     0.0000
 1.800 0.120     7.6814     0.0806     4.0000     6.0000    10.0000    67.0000     0.0000
 1.800 0.100     9.8434     0.1096     4.0000     8.0000    13.0000    65.0000     0.0000
 1.800 0.080    13.0648     0.1540     5.0000    10.0000    17.0000   139.0000     0.0000
 1.800 0.060    19.8258     0.2479     8.0000    15.0000    26.0000   206.0000     0.0000
 1.800 0.040    36.8530     0.4822    13.0000    26.0000    50.0000   338.0000     0.0000
 1.800 0.020    97.8686     1.3764    30.0000    70.0000   133.0000  1093.0000     0.0000
 1.600 0.200     4.9978     0.0471     3.0000     4.0000     6.0000    38.0000     0.0000
 1.600 0.180     5.6506     0.0546     3.0000     5.0000     7.0000    36.0000     0.0000
 1.600 0.160     6.3572     0.0634     3.0000     5.0000     8.0000    42.0000     0.0000
 1.600 0.140     7.5194     0.0802     4.0000     6.0000    10.0000    77.0000     0.0000
 1.600 0.120     9.0118     0.0975     4.0000     7.0000    12.0000    66.0000     0.0000
 1.600 0.100    11.1780     0.1286     5.0000     9.0000    15.0000   113.0000     0.0000
 1.600 0.080    15.9264     0.1982     6.0000    12.0000    21.0000   181.0000     0.0000
 1.600 0.060    23.8042     0.3158     9.0000    17.0000    31.0000   273.0000     0.0000
 1.600 0.040    43.3884     0.5878    15.0000    30.0000    59.0000   452.0000     0.0000
 1.600 0.020   107.4662     1.5022    33.0000    76.0000   146.0000   992.0000     0.0000
 1.400 0.200     5.9814     0.0585     3.0000     5.0000     8.0000    38.0000     0.0000
 1.400 0.180     6.6004     0.0666     3.0000     5.0000     9.0000    42.0000     0.0000
 1.400 0.160     7.7212     0.0834     4.0000     6.0000    10.0000    63.0000     0.0000
 1.400 0.140     8.9970     0.0983     4.0000     7.0000    12.0000    89.0000     0.0000
 1.400 0.120    11.0016     0.1312     5.0000     8.0000    14.0000   102.0000     0.0000
 1.400 0.100    13.9760     0.1627     6.0000    11.0000    19.0000   120.0000     0.0000
 1.400 0.080    19.2700     0.2379     8.0000    14.0000    25.0000   126.0000     0.0000
 1.400 0.060    28.9024     0.3754    11.0000    20.0000    38.0000   240.0000     0.0000
 1.400 0.040    53.1716     0.7173    18.0000    38.0000    72.0000   575.0000     0.0000
 1.400 0.020   119.3840     1.6992    34.0000    82.0000   165.0000   999.0000     0.0000
 1.200 0.200     7.4260     0.0744     4.0000     6.0000    10.0000    61.0000     0.0000
 1.200 0.180     8.2080     0.0850     4.0000     7.0000    11.0000    67.0000     0.0000
 1.200 0.160     9.6464     0.1038     5.0000     8.0000    12.0000    84.0000     0.0000
 1.200 0.140    11.1742     0.1221     5.0000     9.0000    15.0000    73.0000     0.0000
