Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 1.200 0.120    13.6624     0.1628     6.0000    11.0000    18.0000   149.0000     0.0000
 1.200 0.100    17.7988     0.2239     7.0000    13.0000    24.0000   205.0000     0.0000
 1.200 0.080    24.7570     0.3246     9.0000    18.0000    33.0000   280.0000     0.0000
 1.200 0.060    37.7938     0.5034    13.0000    27.0000    51.0000   341.0000     0.0000
 1.200 0.040    65.8582     0.9334    20.0000    46.0000    89.0000   689.0000     0.0000
 1.200 0.020   132.2894     1.8721    39.0000    90.0000   182.0000  1072.0000     0.0000
 1.000 0.200     9.6640     0.1030     5.0000     8.0000    12.0000    70.0000     0.0000
 1.000 0.180    11.0042     0.1263     5.0000     9.0000    14.0000   115.0000     0.0000
 1.000 0.160    12.8426     0.1496     6.0000    10.0000    17.0000   110.0000     0.0000
 1.000 0.140    15.3002     0.1777     7.0000    12.0000    20.0000   133.0000     0.0000
 1.000 0.120    18.8822     0.2355     8.0000    14.0000    25.0000   154.0000     0.0000
 1.000 0.100    23.9042     0.3064     9.0000    18.0000    31.0000   201.0000     0.0000
 1.000 0.080    33.2052     0.4441    12.0000    24.0000    45.0000   365.0000     0.0000
 1.000 0.060    49.7212     0.6732    17.0000    36.0000    66.0000   521.0000     0.0000
 1.000 0.040    82.2328     1.1333    26.0000    58.0000   114.0000   953.0000     0.0000
 1.000 0.020   146.4970     2.0268    43.0000   103.0000   203.0000  1568.0000     0.0000
 0.800 0.200    13.5832     0.1501     6.0000    11.0000    18.0000    87.0000     0.0000
 0.800 0.180    15.8710     0.1818     7.0000    12.0000    21.0000   130.0000     0.0000
 0.800 0.160    18.1650     0.2146     8.0000    14.0000    24.0000   145.0000     0.0000
 0.800 0.140    21.3752     0.2600     9.0000    16.0000    28.0000   257.0000     0.0000
 0.800 0.120    26.9632     0.3375    10.0000    20.0000    36.0000   212.0000     0.0000
 0.800 0.100    34.4616     0.4465    13.0000    25.0000    46.0000   288.0000     0.0000
 0.800 0.080    46.4308     0.6199    16.0000    33.0000    63.0000   364.0000     0.0000
 0.800 0.060    70.4342     0.9578    22.0000    50.0000    97.0000   547.0000     0.0000
 0.800 0.040   106.6020     1.5134    33.0000    74.0000   145.0000  1187.0000     0.0000
 0.800 0.020   166.5354     2.4293    47.0000   113.0000   229.0000  1966.0000     0.0000
 0.600 0.200    23.2382     0.2719    10.0000    18.0000    31.0000   216.0000     0.0000
 0.600 0.180    25.8028     0.3082    11.0000    20.0000    34.0000   219.0000     0.0000
 0.600 0.160    30.3734     0.3774    12.0000    23.0000    40.0000   278.0000     0.0000
 0.600 0.140    37.3630     0.4681    14.0000    28.0000    49.0000   322.0000     0.0000
 0.600 0.120    44.9668     0.6062    16.0000    33.0000    60.0000   490.0000     0.0000
 0.600 0.100    56.7154     0.7581    20.0000    40.0000    77.0000   462.0000     0.0000
 0.600 0.080    75.8228     1.0367    26.0000    53.0000   103.0000   735.0000     0.0000
 0.600 0.060   101.9048     1.4412    31.0000    72.0000   136.0000   854.0000     0.0000
 0.600 0.040   139.6806     2.0061    39.0000    96.0000   194.0000  1326.0000     0.0000
 0.600 0.020   185.3508     2.6164    55.0000   130.0000   256.0000  2000.0000     0.0000
 0.400 0.200    52.8118     0.7154    19.0000    38.0000    70.0000   558.0000     0.0000
 0.400 0.180    58.5946     0.7710    21.0000    43.0000    79.0000   611.0000     0.0000
 0.400 0.160    66.9606     0.8852    23.0000    48.0000    91.0000   560.0000     0.0000
 0.400 0.140    77.0328     1.0204    26.0000    57.0000   104.0000   966.0000     0.0000
 0.400 0.120    91.7208     1.2222    29.0000    65.0000   128.0000   800.0000     0.0000
 0.400 0.100   107.8376     1.5032    33.0000    77.0000   146.0000   980.0000     0.0000
 0.400 0.080   127.1716     1.7840    40.0000    90.0000   172.0000  1442.0000     0.0000
 0.400 0.060   152.5804     2.0840    46.0000   109.0000   212.0000  1237.0000     0.0000
 0.400 0.040   179.3970     2.4964    52.0000   123.0000   251.0000  1675.0000     0.0000
 0.400 0.020   193.1214     2.7520    52.0000   134.0000   275.0000  1622.0000     0.0000
 0.200 0.200   145.8064     2.0191    43.0000   104.0000   201.0000  1163.0000     0.0000
 0.200 0.180   156.9282     2.1947    45.0000   107.0000   218.0000  1344.0000     0.0000
 0.200 0.160   158.9254     2.2449    47.0000   109.0000   219.0000  1654.0000     0.0000
 0.200 0.140   169.7388     2.3867    50.0000   117.0000   238.0000  1565.0000     0.0000
 0.200 0.120   177.8448     2.4895    52.0000   124.0000   246.0000  1957.0000     0.0000
 0.200 0.100   182.4992     2.5702    52.0000   128.0000   252.0000  1561.0000     0.0000
 0.200 0.080   194.8730     2.7950    55.0000   132.0000   268.0000  2000.0000     0.0000
 0.200 0.060   192.3228     2.6931    57.0000   132.0000   269.0000  1600.0000     0.0000
 0.200 0.040   200.9450     2.9156    59.0000   137.0000   273.0000  1864.0000     0.0000
 0.200 0.020   203.6656     2.8193    61.0000   144.0000   282.0000  1646.0000     0.0000
