Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 1.200 0.040    71.7364     1.0218    21.0000    50.0000    99.0000   878.0000     0.0000
 1.200 0.020   138.6690     1.9313    41.0000    95.0000   195.0000  1322.0000     0.0000
 1.000 0.200     9.0144     0.0999     4.0000     7.0000    12.0000    77.0000     0.0000
 1.000 0.180    10.1122     0.1118     5.0000     8.0000    13.0000    70.0000     0.0000
 1.000 0.160    11.9774     0.1432     5.0000     9.0000    15.0000   142.0000     0.0000
 1.000 0.140    13.8336     0.1608     6.0000    11.0000    18.0000   130.0000     0.0000
 1.000 0.120    17.1622     0.2130     7.0000    13.0000    22.0000   175.0000     0.0000
 1.000 0.100    22.8696     0.3026     8.0000    17.0000    30.0000   247.0000     0.0000
 1.000 0.080    31.0520     0.4077    11.0000    22.0000    42.0000   316.0000     0.0000
 1.000 0.060    48.2364     0.6582    15.0000    34.0000    66.0000   426.0000     0.0000
 1.000 0.040    85.4462     1.1640    26.0000    60.0000   118.0000   614.0000     0.0000
 1.000 0.020   149.0930     2.1277    44.0000   103.0000   205.0000  1386.0000     0.0000
 0.800 0.200    11.8592     0.1336     6.0000     9.0000    15.0000    95.0000     0.0000
 0.800 0.180    13.6228     0.1633     6.0000    11.0000    18.0000   204.0000     0.0000
 0.800 0.160    15.6888     0.1822     7.0000    12.0000    21.0000   148.0000     0.0000
 0.800 0.140    18.6516     0.2291     8.0000    14.0000    25.0000   161.0000     0.0000
 0.800 0.120    23.2550     0.2999     9.0000    17.0000    31.0000   235.0000     0.0000
 0.800 0.100    30.8660     0.3968    11.0000    22.0000    42.0000   274.0000     0.0000
 0.800 0.080    42.2384     0.5784    14.0000    29.0000    57.0000   349.0000     0.0000
 0.800 0.060    60.8740     0.8367    20.0000    42.0000    82.0000   631.0000     0.0000
 0.800 0.040    99.2168     1.3796    29.0000    69.0000   140.0000   927.0000     0.0000
 0.800 0.020   157.2316     2.1860    44.0000   109.0000   221.0000  1244.0000     0.0000
 0.600 0.200    17.9870     0.2088     8.0000    14.0000    23.0000   140.0000     0.0000
 0.600 0.180    19.8778     0.2323     9.0000    16.0000    27.0000   168.0000     0.0000
 0.600 0.160    23.7216     0.2898    10.0000    18.0000    31.0000   207.0000     0.0000
 0.600 0.140    27.7354     0.3407    11.0000    21.0000    37.0000   245.0000     0.0000
 0.600 0.120    34.7152     0.4513    13.0000    26.0000    46.0000   431.0000     0.0000
 0.600 0.100    45.2106     0.5887    17.0000    33.0000    61.0000   586.0000     0.0000
 0.600 0.080    59.7582     0.7999    20.0000    43.0000    80.0000   530.0000     0.0000
 0.600 0.060    84.8518     1.1584    26.0000    60.0000   118.0000   906.0000     0.0000
 0.600 0.040   123.3670     1.6967    38.0000    89.0000   171.0000  1010.0000     0.0000
 0.600 0.020   177.2466     2.4846    52.0000   124.0000   245.0000  1626.0000     0.0000
 0.400 0.200    34.2298     0.4053    15.0000    27.0000    46.0000   357.0000     0.0000
 0.400 0.180    39.8504     0.4973    16.0000    30.0000    52.0000   318.0000     0.0000
 0.400 0.160    44.9910     0.5679    17.0000    33.0000    61.0000   357.0000     0.0000
 0.400 0.140    52.3782     0.6688    19.0000    39.0000    70.0000   495.0000     0.0000
 0.400 0.120    63.0656     0.8167    23.0000    45.0000    85.0000   535.0000     0.0000
 0.400 0.100    77.0092     1.0404    27.0000    55.0000   103.0000   679.0000     0.0000
 0.400 0.080    97.6066     1.3073    32.0000    70.0000   135.0000   865.0000     0.0000
 0.400 0.060   126.3458     1.7423    39.0000    90.0000   175.0000  1123.0000     0.0000
 0.400 0.040   159.0526     2.2374    49.0000   111.0000   217.0000  1941.0000     0.0000
 0.400 0.020   189.6566     2.6385    54.0000   131.0000   265.0000  1429.0000     0.0000
 0.200 0.200   113.9544     1.5522    35.0000    81.0000   158.0000  1007.0000     0.0000
 0.200 0.180   122.9730     1.6940    38.0000    87.0000   169.0000   890.0000     0.0000
 0.200 0.160   131.5134     1.8236    41.0000    91.0000   182.0000  1223.0000     0.0000
 0.200 0.140   146.0486     2.0338    43.0000   100.0000   202.0000  1126.0000     0.0000
 0.200 0.120   155.0562     2.1596    49.0000   109.0000   211.0000  1158.0000     0.0000
 0.200 0.100   165.4424     2.3543    47.0000   113.0000   229.0000  1313.0000     0.0000
 0.200 0.080   177.8898     2.5566    51.0000   122.0000   247.0000  1459.0000     0.0000
 0.200 0.060   189.1376     2.7406    52.0000   129.0000   259.0000  1586.0000     0.0000
 0.200 0.040   191.4408     2.7510    55.0000   131.0000   261.0000  1839.0000     0.0000
 0.200 0.020   199.1112     2.8346    58.0000   139.0000   275.0000  2000.0000     0.0000
