Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 1.400 0.120    13.1600     0.1727     5.0000     9.0000    17.0000   126.0000     0.0000
 1.400 0.100    17.3142     0.2305     6.0000    12.0000    23.0000   161.0000     0.0000
 1.400 0.080    23.9568     0.3245     8.0000    17.0000    32.0000   222.0000     0.0000
 1.400 0.060    39.6220     0.5667    13.0000    27.0000    53.0000   482.0000     0.0000
 1.400 0.040    75.5446     1.0907    21.0000    51.0000   103.0000   785.0000     0.0000
 1.400 0.020   141.5930     2.0638    38.0000    97.0000   196.0000  1621.0000     0.0000
 1.200 0.200     7.7856     0.0906     4.0000     6.0000    10.0000    83.0000     0.0000
 1.200 0.180     8.7850     0.1032     4.0000     7.0000    11.0000    85.0000     0.0000
 1.200 0.160    10.4646     0.1341     4.0000     8.0000    14.0000   118.0000     0.0000
 1.200 0.140    12.2142     0.1545     5.0000     9.0000    16.0000   140.0000     0.0000
 1.200 0.120    15.4974     0.2078     6.0000    11.0000    20.0000   146.0000     0.0000
 1.200 0.100    20.2776     0.3000     7.0000    14.0000    27.0000   608.0000     0.0000
 1.200 0.080    29.0026     0.3914    10.0000    21.0000    39.0000   371.0000     0.0000
 1.200 0.060    46.7028     0.6557    14.0000    32.0000    64.0000   480.0000     0.0000
 1.200 0.040    84.0356     1.1759    24.0000    59.0000   118.0000   774.0000     0.0000
 1.200 0.020   143.9602     2.0621    42.0000   101.0000   196.0000  1613.0000     0.0000
 1.000 0.200     9.5520     0.1143     4.0000     7.0000    12.0000    90.0000     0.0000
 1.000 0.180    10.6270     0.1274     5.0000     8.0000    14.0000   112.0000     0.0000
 1.000 0.160    12.7744     0.1630     5.0000     9.0000    17.0000   151.0000     0.0000
 1.000 0.140    15.2528     0.1956     6.0000    11.0000    20.0000   174.0000     0.0000
 1.000 0.120    19.0868     0.2569     7.0000    14.0000    25.0000   261.0000     0.0000
 1.000 0.100    25.1148     0.3487     9.0000    18.0000    33.0000   238.0000     0.0000
 1.000 0.080    36.1572     0.5058    12.0000    25.0000    49.0000   388.0000     0.0000
 1.000 0.060    53.7118     0.7314    17.0000    38.0000    75.0000   439.0000     0.0000
 1.000 0.040    90.9140     1.2782    27.0000    63.0000   124.0000   896.0000     0.0000
 1.000 0.020   152.9782     2.1797    43.0000   107.0000   211.0000  1252.0000     0.0000
 0.800 0.200    12.5734     0.1512     5.0000    10.0000    16.0000   136.0000     0.0000
 0.800 0.180    14.3524     0.1793     6.0000    11.0000    19.0000   116.0000     0.0000
 0.800 0.160    17.0044     0.2179     7.0000    13.0000    22.0000   165.0000     0.0000
 0.800 0.140    20.3070     0.2612     8.0000    15.0000    27.0000   305.0000     0.0000
 0.800 0.120    25.4864     0.3315     9.0000    19.0000    34.0000   256.0000     0.0000
 0.800 0.100    32.4090     0.4452    11.0000    23.0000    43.0000   419.0000     0.0000
 0.800 0.080    45.6668     0.6091    15.0000    33.0000    62.0000   392.0000     0.0000
 0.800 0.060    68.2734     0.9660    21.0000    48.0000    91.0000   823.0000     0.0000
 0.800 0.040   106.3830     1.4982    32.0000    74.0000   148.0000   895.0000     0.0000
 0.800 0.020   160.4546     2.2740    46.0000   109.0000   224.0000  1421.0000     0.0000
 0.600 0.200    18.5038     0.2336     8.0000    14.0000    24.0000   237.0000     0.0000
 0.600 0.180    20.7124     0.2516     9.0000    16.0000    27.0000   211.0000     0.0000
 0.600 0.160    24.7938     0.3224    10.0000    18.0000    32.0000   224.0000     0.0000
 0.600 0.140    29.1436     0.3829    11.0000    21.0000    39.0000   299.0000     0.0000
 0.600 0.120    36.2478     0.4897    13.0000    26.0000    48.0000   427.0000     0.0000
 0.600 0.100    46.2530     0.6252    16.0000    32.0000    62.0000   525.0000     0.0000
 0.600 0.080    63.6952     0.8665    20.0000    45.0000    88.0000   490.0000     0.0000
 0.600 0.060    86.2796     1.1942    28.0000    60.0000   117.0000   970.0000     0.0000
 0.600 0.040   126.1064     1.7320    37.0000    89.0000   176.0000  1049.0000     0.0000
 0.600 0.020   176.1202     2.4161    54.0000   124.0000   243.0000  1296.0000     0.0000
 0.400 0.200    32.3674     0.3983    13.0000    25.0000    42.0000   313.0000     0.0000
 0.400 0.180    37.6814     0.4836    15.0000    28.0000    49.0000   358.0000     0.0000
 0.400 0.160    43.5782     0.5733    17.0000    32.0000    58.0000   580.0000     0.0000
 0.400 0.140    51.5224     0.6887    19.0000    37.0000    68.0000   511.0000     0.0000
 0.400 0.120    61.5784     0.8099    22.0000    44.0000    82.0000   517.0000     0.0000
 0.400 0.100    75.1350     1.0077    25.0000    54.0000   102.0000   724.0000     0.0000
 0.400 0.080    95.7810     1.3063    31.0000    67.0000   129.0000   792.0000     0.0000
 0.400 0.060   122.3504     1.7074    38.0000    86.0000   165.0000   973.0000     0.0000
 0.400 0.040   158.8016     2.1463    49.0000   109.0000   222.0000  1091.0000     0.0000
 0.400 0.020   186.3860     2.6977    52.0000   127.0000   255.0000  1640.0000     0.0000
 0.200 0.200   105.8010     1.4350    35.0000    74.0000   143.0000   788.0000     0.0000
 0.200 0.180   110.9962     1.5462    35.0000    78.0000   152.0000  1491.0000     0.0000
 0.200 0.160   123.7140     1.7134    38.0000    86.0000   170.0000   992.0000     0.0000
 0.200 0.140   133.9384     1.8770    40.0000    93.0000   186.0000  1198.0000     0.0000
 0.200 0.120   147.7666     2.0451    45.0000   102.0000   203.0000  1274.0000     0.0000
 0.200 0.100   155.7122     2.1259    48.0000   110.0000   219.0000  1311.0000     0.0000
 0.200 0.080   172.8592     2.4424    50.0000   121.0000   237.0000  1441.0000     0.0000
 0.200 0.060   189.2150     2.6634    54.0000   132.0000   263.0000  1514.0000     0.0000
 0.200 0.040   195.8854     2.7534    57.0000   136.0000   268.0000  1567.0000     0.0000
 0.200 0.020   204.4436     2.9024    58.0000   140.0000   289.0000  2000.0000     0.0000
