Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 0.400 0.060   123.5412     1.7197    38.0000    87.0000   168.0000  1183.0000     0.0000
 0.400 0.040   154.2534     2.1617    46.0000   106.0000   212.0000  1290.0000     0.0000
 0.400 0.020   183.2178     2.5691    54.0000   127.0000   259.0000  1722.0000     0.0000
 0.200 0.200   103.1808     1.4207    33.0000    73.0000   141.0000  1123.0000     0.0000
 0.200 0.180   110.3202     1.4822    36.0000    78.0000   150.0000   823.0000     0.0000
 0.200 0.160   121.4320     1.6995    38.0000    85.0000   163.0000  1126.0000     0.0000
 0.200 0.140   125.4958     1.6924    40.0000    88.0000   173.0000   918.0000     0.0000
 0.200 0.120   143.9850     2.0067    44.0000   100.0000   198.0000  1298.0000     0.0000
 0.200 0.100   153.6950     2.1567    44.0000   107.0000   214.0000  1259.0000     0.0000
 0.200 0.080   168.2390     2.4073    47.0000   114.0000   231.0000  1374.0000     0.0000
 0.200 0.060   180.2458     2.5020    53.0000   126.0000   248.0000  1451.0000     0.0000
 0.200 0.040   189.4078     2.6407    56.0000   133.0000   261.0000  1457.0000     0.0000
 0.200 0.020   198.6804     2.8509    56.0000   137.0000   275.0000  2000.0000     0.0000
