Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.200    13.8570     0.1863     8.0000    12.0000    18.0000    65.0000
 0.950 0.200    14.9550     0.2125     8.0000    14.0000    19.0000    75.0000
 0.900 0.200    16.6315     0.2465     9.0000    14.0000    21.0000    99.0000
 0.850 0.200    18.4210     0.2772    10.0000    16.0000    24.0000   140.0000
 0.800 0.200    20.7005     0.3174    11.0000    18.0000    27.0000   125.0000
 0.750 0.200    23.5970     0.3646    12.0000    20.0000    31.0000   124.0000
 0.700 0.200    27.2570     0.4426    13.0000    23.0000    36.0000   174.0000
 0.650 0.200    32.3100     0.5586    15.0000    26.0000    43.0000   261.0000
 0.600 0.200    39.6640     0.6998    18.0000    31.0000    52.0000   272.0000
 0.550 0.200    45.8055     0.8647    19.0000    35.0000    63.0000   270.0000
 0.500 0.200    55.4240     1.1349    20.0000    41.0000    74.0000   447.0000
 0.450 0.200    71.3825     1.4558    27.0000    52.0000    97.0000   545.0000
 0.400 0.200    87.8475     1.8414    30.0000    65.0000   118.0000   644.0000
 0.350 0.200   106.9850     2.3274    35.0000    76.0000   142.0000   749.0000
 0.300 0.200   129.3680     2.8318    40.0000    91.0000   176.0000   948.0000
 0.250 0.200   148.6335     3.3118    43.0000   104.0000   207.0000  1098.0000
 0.200 0.200   166.4690     3.6241    48.0000   116.0000   238.0000  1462.0000
 0.150 0.200   177.5220     4.0687    50.0000   122.0000   242.0000  1510.0000
 0.100 0.200   199.2350     4.3457    58.0000   139.0000   283.0000  1408.0000
 0.050 0.200   208.8345     4.6798    60.0000   148.0000   289.0000  1616.0000
