Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.250    10.9505     0.1403     7.0000    10.0000    14.0000    46.0000
 0.950 0.250    11.7875     0.1537     7.0000    11.0000    15.0000    62.0000
 0.900 0.250    13.1210     0.1719     8.0000    12.0000    17.0000    60.0000
 0.850 0.250    14.1960     0.1959     8.0000    13.0000    19.0000    87.0000
 0.800 0.250    16.2610     0.2385     9.0000    14.0000    21.0000    90.0000
 0.750 0.250    18.0595     0.2633    10.0000    16.0000    24.0000   107.0000
 0.700 0.250    20.8825     0.3203    11.0000    18.0000    27.0000   116.0000
 0.650 0.250    24.7770     0.4016    13.0000    21.0000    33.0000   216.0000
 0.600 0.250    28.1600     0.4745    13.0000    23.0000    39.0000   173.0000
 0.550 0.250    35.3355     0.6548    16.0000    27.0000    46.0000   269.0000
 0.500 0.250    43.3730     0.8227    18.0000    34.0000    57.0000   339.0000
 0.450 0.250    54.6835     1.1014    22.0000    42.0000    73.0000   531.0000
 0.400 0.250    67.9575     1.3563    27.0000    52.0000    91.0000   495.0000
 0.350 0.250    85.3305     1.8344    30.0000    62.0000   115.0000   721.0000
 0.300 0.250   109.8770     2.4165    34.0000    79.0000   147.0000   966.0000
 0.250 0.250   130.4400     2.8596    38.0000    90.0000   179.0000   929.0000
 0.200 0.250   163.7160     3.6165    48.0000   112.0000   227.0000  1253.0000
 0.150 0.250   177.0690     3.9777    51.0000   122.0000   246.0000  1174.0000
 0.100 0.250   184.4795     4.1680    54.0000   127.0000   262.0000  1700.0000
 0.050 0.250   207.5425     4.4873    59.0000   149.0000   288.0000  1477.0000
