Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.150    16.9085     0.2392     9.0000    15.0000    22.0000    89.0000
 0.950 0.150    18.9365     0.2866    10.0000    17.0000    25.0000   169.0000
 0.900 0.150    20.7370     0.3149    11.0000    18.0000    27.0000   116.0000
 0.850 0.150    23.2300     0.3474    12.0000    20.0000    31.0000   110.0000
 0.800 0.150    26.5955     0.4279    13.0000    22.0000    34.0000   162.0000
 0.750 0.150    31.0350     0.5037    14.0000    26.0000    42.0000   155.0000
 0.700 0.150    34.7135     0.5797    17.0000    28.0000    45.0000   187.0000
 0.650 0.150    41.6445     0.7072    19.0000    33.0000    56.0000   218.0000
 0.600 0.150    48.7200     0.9108    21.0000    38.0000    65.0000   450.0000
 0.550 0.150    58.7085     1.1672    23.0000    45.0000    79.0000   511.0000
 0.500 0.150    73.4200     1.5424    28.0000    54.0000    96.0000   673.0000
 0.450 0.150    88.4280     1.8014    31.0000    65.0000   124.0000   655.0000
 0.400 0.150   106.8130     2.4537    33.0000    74.0000   145.0000  1187.0000
 0.350 0.150   125.2710     2.8119    38.0000    84.0000   174.0000  1083.0000
 0.300 0.150   148.7335     3.2366    45.0000   105.0000   204.0000   941.0000
 0.250 0.150   159.4295     3.4417    47.0000   114.0000   220.0000  1199.0000
 0.200 0.150   175.0075     3.9380    49.0000   119.0000   246.0000  1634.0000
 0.150 0.150   189.1485     4.3539    52.0000   124.0000   266.0000  1736.0000
 0.100 0.150   195.0700     4.4873    53.0000   132.0000   266.0000  1501.0000
 0.050 0.150   192.3700     4.3673    52.0000   135.0000   266.0000  1537.0000
