Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.200    12.1645     0.1584     7.0000    11.0000    16.0000    59.0000
 0.950 0.200    13.3810     0.1760     8.0000    12.0000    18.0000    95.0000
 0.900 0.200    14.6585     0.1967     8.0000    13.0000    19.0000    68.0000
 0.850 0.200    16.6485     0.2401     9.0000    14.0000    22.0000   103.0000
 0.800 0.200    18.4425     0.2702    10.0000    16.0000    25.0000   104.0000
 0.750 0.200    20.8230     0.3207    11.0000    18.0000    27.0000   149.0000
 0.700 0.200    24.4225     0.3816    12.0000    21.0000    33.0000   148.0000
 0.650 0.200    27.8455     0.4684    14.0000    23.0000    36.0000   265.0000
 0.600 0.200    33.6315     0.5681    16.0000    29.0000    44.0000   273.0000
 0.550 0.200    40.6790     0.7248    18.0000    33.0000    53.0000   322.0000
 0.500 0.200    53.2640     1.0298    23.0000    40.0000    71.0000   565.0000
 0.450 0.200    65.2670     1.3048    25.0000    48.0000    88.0000   423.0000
 0.400 0.200    81.1805     1.6972    27.0000    59.0000   110.0000   536.0000
 0.350 0.200   105.4235     2.2098    34.0000    77.0000   145.0000   738.0000
 0.300 0.200   119.4180     2.5829    38.0000    84.0000   165.0000   804.0000
 0.250 0.200   146.2860     3.2217    44.0000   103.0000   199.0000  1078.0000
 0.200 0.200   167.2695     3.7585    49.0000   115.0000   234.0000  1445.0000
 0.150 0.200   172.9470     3.6590    51.0000   128.0000   241.0000  1188.0000
 0.100 0.200   196.8465     4.3034    59.0000   139.0000   276.0000  1380.0000
 0.050 0.200   198.3245     4.5891    60.0000   141.0000   265.0000  1747.0000
