Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.250     8.1685     0.1087     5.0000     7.0000    11.0000    41.0000
 0.950 0.250     8.7825     0.1233     5.0000     8.0000    11.0000    54.0000
 0.900 0.250     9.2410     0.1352     5.0000     8.0000    12.0000    54.0000
 0.850 0.250    10.6290     0.1492     6.0000     9.0000    14.0000    49.0000
 0.800 0.250    11.5625     0.1681     6.0000    10.0000    15.0000    54.0000
 0.750 0.250    12.7090     0.1942     7.0000    11.0000    17.0000    68.0000
 0.700 0.250    14.6490     0.2219     8.0000    12.0000    19.0000    94.0000
 0.650 0.250    16.6300     0.2773     8.0000    14.0000    21.0000   116.0000
 0.600 0.250    19.8135     0.3234    10.0000    16.0000    26.0000   115.0000
 0.550 0.250    23.1620     0.3799    11.0000    19.0000    30.0000   127.0000
 0.500 0.250    28.8650     0.5061    13.0000    24.0000    38.0000   170.0000
 0.450 0.250    36.7720     0.6966    16.0000    28.0000    50.0000   309.0000
 0.400 0.250    46.0990     0.9471    18.0000    35.0000    61.0000   458.0000
 0.350 0.250    61.6350     1.3026    22.0000    44.0000    84.0000   522.0000
 0.300 0.250    83.9490     1.8596    27.0000    58.0000   114.0000   664.0000
 0.250 0.250   107.7840     2.3746    34.0000    75.0000   148.0000   863.0000
 0.200 0.250   138.1735     3.0423    39.0000    96.0000   198.0000  1374.0000
 0.150 0.250   158.7095     3.4891    47.0000   113.0000   222.0000  1250.0000
 0.100 0.250   183.9195     4.0709    50.0000   130.0000   256.0000  1543.0000
 0.050 0.250   198.8480     4.4343    62.0000   143.0000   276.0000  1719.0000
