Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.150    14.1765     0.2985     5.0000    10.0000    18.0000   154.0000
 0.950 0.150    15.1570     0.3049     6.0000    11.0000    20.0000   146.0000
 0.900 0.150    15.4880     0.3100     6.0000    12.0000    20.0000   131.0000
 0.850 0.150    17.4940     0.3485     7.0000    13.0000    23.0000   168.0000
 0.800 0.150    19.3135     0.3855     8.0000    14.0000    26.0000   143.0000
 0.750 0.150    21.0680     0.4282     8.0000    15.0000    28.0000   194.0000
 0.700 0.150    22.2700     0.4409     9.0000    17.0000    29.0000   192.0000
 0.650 0.150    26.0485     0.5212    10.0000    19.0000    34.0000   214.0000
 0.600 0.150    29.1855     0.6105    11.0000    21.0000    38.0000   278.0000
 0.550 0.150    34.1960     0.6957    13.0000    25.0000    46.0000   242.0000
 0.500 0.150    40.1160     0.8572    14.0000    29.0000    53.0000   330.0000
 0.450 0.150    45.9065     0.9705    16.0000    33.0000    62.0000   404.0000
 0.400 0.150    58.8615     1.2346    19.0000    43.0000    80.0000   456.0000
 0.350 0.150    69.8340     1.4966    24.0000    49.0000    94.0000   536.0000
 0.300 0.150    91.4825     1.9642    28.0000    67.0000   123.0000   737.0000
 0.250 0.150   113.8315     2.4403    35.0000    83.0000   156.0000   831.0000
 0.200 0.150   142.8845     3.2240    42.0000   100.0000   196.0000  1179.0000
 0.150 0.150   167.4635     3.7300    50.0000   116.0000   229.0000  1511.0000
 0.100 0.150   184.3240     3.9412    58.0000   133.0000   257.0000  1459.0000
 0.050 0.150   184.1605     4.1795    54.0000   124.0000   257.0000  1754.0000
