Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.050    63.2695     1.3207    23.0000    46.0000    83.0000   621.0000
 0.950 0.050    64.1125     1.2499    24.0000    48.0000    88.0000   508.0000
 0.900 0.050    67.8330     1.3676    26.0000    50.0000    90.0000   500.0000
 0.850 0.050    74.0150     1.4999    27.0000    55.0000    99.0000   503.0000
 0.800 0.050    82.9460     1.6605    31.0000    61.0000   110.0000   593.0000
 0.750 0.050    92.1575     1.7917    35.0000    68.0000   129.0000   617.0000
 0.700 0.050   102.7650     2.0782    39.0000    75.0000   141.0000   695.0000
 0.650 0.050   110.8020     2.2582    41.0000    83.0000   147.0000   757.0000
 0.600 0.050   126.0530     2.7106    42.0000    92.0000   172.0000  1136.0000
 0.550 0.050   140.0110     3.1095    44.0000    96.0000   189.0000  1137.0000
 0.500 0.050   153.8080     3.3773    47.0000   110.0000   211.0000  1023.0000
 0.450 0.050   172.0770     3.8122    50.0000   120.0000   237.0000  1222.0000
 0.400 0.050   176.8455     3.9197    48.0000   122.0000   251.0000  1326.0000
 0.350 0.050   184.8155     4.1336    53.0000   133.0000   265.0000  1655.0000
 0.300 0.050   189.1965     4.3002    56.0000   129.0000   258.0000  1514.0000
 0.250 0.050   197.7990     4.6180    57.0000   136.0000   268.0000  1851.0000
 0.200 0.050   195.6045     4.3025    55.0000   138.0000   278.0000  1311.0000
 0.150 0.050   202.1205     4.5806    54.0000   142.0000   272.0000  1679.0000
 0.100 0.050   192.1215     4.3071    56.0000   133.0000   265.0000  1706.0000
 0.050 0.050   201.8645     4.5402    58.0000   143.0000   272.0000  1721.0000
