Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.200    10.0950     0.1467     5.0000     9.0000    13.0000    62.0000
 0.950 0.200    10.9045     0.1609     6.0000     9.0000    14.0000    57.0000
 0.900 0.200    11.6470     0.1711     6.0000    10.0000    15.0000    64.0000
 0.850 0.200    12.9700     0.1975     7.0000    11.0000    17.0000    86.0000
 0.800 0.200    14.7795     0.2266     8.0000    13.0000    19.0000    98.0000
 0.750 0.200    15.7950     0.2402     8.0000    13.0000    21.0000    90.0000
 0.700 0.200    18.7835     0.3024     9.0000    16.0000    25.0000   128.0000
 0.650 0.200    20.7095     0.3447    10.0000    17.0000    27.0000   125.0000
 0.600 0.200    24.6090     0.4219    12.0000    20.0000    32.0000   155.0000
 0.550 0.200    29.6015     0.5433    13.0000    23.0000    39.0000   239.0000
 0.500 0.200    37.7085     0.7562    16.0000    29.0000    49.0000   326.0000
 0.450 0.200    46.5845     0.9446    18.0000    35.0000    62.0000   420.0000
 0.400 0.200    59.1270     1.2613    22.0000    42.0000    76.0000   503.0000
 0.350 0.200    75.2120     1.5945    26.0000    54.0000   103.0000   582.0000
 0.300 0.200    99.0995     1.9890    33.0000    74.0000   137.0000   620.0000
 0.250 0.200   126.6860     2.7321    40.0000    91.0000   175.0000  1314.0000
 0.200 0.200   149.2795     3.2338    43.0000   105.0000   213.0000   950.0000
 0.150 0.200   179.0920     4.1725    46.0000   121.0000   250.0000  1716.0000
 0.100 0.200   183.3630     4.1108    49.0000   128.0000   258.0000  1513.0000
 0.050 0.200   202.6565     4.6065    55.0000   137.0000   284.0000  1463.0000
