Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.200    12.6845     0.1649     7.0000    11.0000    17.0000    75.0000
 0.950 0.200    14.1745     0.1935     8.0000    13.0000    18.0000    81.0000
 0.900 0.200    15.6690     0.2176     9.0000    14.0000    21.0000    91.0000
 0.850 0.200    17.9125     0.2566    10.0000    16.0000    24.0000   103.0000
 0.800 0.200    19.2660     0.2969    10.0000    16.0000    26.0000   122.0000
 0.750 0.200    22.3480     0.3423    12.0000    20.0000    29.0000   133.0000
 0.700 0.200    26.5515     0.4207    13.0000    23.0000    35.0000   155.0000
 0.650 0.200    30.7160     0.5110    15.0000    25.0000    42.0000   188.0000
 0.600 0.200    35.8560     0.6221    16.0000    29.0000    48.0000   218.0000
 0.550 0.200    43.8560     0.7912    19.0000    35.0000    59.0000   355.0000
 0.500 0.200    56.0360     1.1241    22.0000    43.0000    73.0000   436.0000
 0.450 0.200    67.3180     1.3926    24.0000    49.0000    90.0000   441.0000
 0.400 0.200    84.4490     1.7559    30.0000    61.0000   115.0000   625.0000
 0.350 0.200   107.6900     2.2702    36.0000    76.0000   149.0000   746.0000
 0.300 0.200   128.8405     2.7559    39.0000    89.0000   181.0000   950.0000
 0.250 0.200   151.3905     3.2715    48.0000   106.0000   209.0000  1261.0000
 0.200 0.200   168.1005     3.9094    46.0000   112.0000   227.0000  1611.0000
 0.150 0.200   186.7085     4.3008    52.0000   122.0000   255.0000  1460.0000
 0.100 0.200   195.5820     4.3393    57.0000   136.0000   273.0000  1658.0000
 0.050 0.200   197.6885     4.3802    54.0000   144.0000   267.0000  1797.0000
