Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.150    17.7955     0.2665    10.0000    15.0000    23.0000   122.0000
 0.950 0.150    19.5320     0.2872    11.0000    17.0000    25.0000    88.0000
 0.900 0.150    21.7320     0.3418    11.0000    18.0000    28.0000   130.0000
 0.850 0.150    23.7780     0.3740    12.0000    20.0000    31.0000   127.0000
 0.800 0.150    28.0060     0.4380    14.0000    23.0000    37.0000   135.0000
 0.750 0.150    31.6710     0.5228    15.0000    26.0000    42.0000   203.0000
 0.700 0.150    38.4440     0.6547    18.0000    32.0000    52.0000   206.0000
 0.650 0.150    43.7180     0.7964    19.0000    35.0000    58.0000   322.0000
 0.600 0.150    50.9570     0.9691    21.0000    40.0000    67.0000   379.0000
 0.550 0.150    64.0690     1.3022    24.0000    48.0000    83.0000   537.0000
 0.500 0.150    76.0505     1.5810    26.0000    54.0000   105.0000   500.0000
 0.450 0.150    91.3555     1.9087    32.0000    66.0000   122.0000   801.0000
 0.400 0.150   112.0015     2.3978    35.0000    79.0000   154.0000   829.0000
 0.350 0.150   127.7235     2.7576    39.0000    93.0000   175.0000   956.0000
 0.300 0.150   144.1580     3.1392    42.0000   101.0000   202.0000  1352.0000
 0.250 0.150   170.4105     3.7497    49.0000   119.0000   239.0000  1065.0000
 0.200 0.150   179.3925     3.9239    48.0000   127.0000   257.0000  1085.0000
 0.150 0.150   184.3745     4.0106    55.0000   130.0000   261.0000  1588.0000
 0.100 0.150   198.2680     4.3055    60.0000   142.0000   277.0000  1278.0000
 0.050 0.150   200.6990     4.6247    58.0000   141.0000   274.0000  2000.0000
