Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.150    15.9180     0.2168     9.0000    14.0000    21.0000    91.0000
 0.950 0.150    18.0855     0.2586    10.0000    16.0000    23.0000    92.0000
 0.900 0.150    18.7830     0.2735    10.0000    16.0000    25.0000   102.0000
 0.850 0.150    21.8155     0.3244    12.0000    19.0000    28.0000   124.0000
 0.800 0.150    24.5675     0.3795    12.0000    21.0000    32.0000   144.0000
 0.750 0.150    28.3320     0.4537    14.0000    24.0000    37.0000   196.0000
 0.700 0.150    32.2915     0.5243    16.0000    27.0000    43.0000   168.0000
 0.650 0.150    38.0250     0.6602    18.0000    30.0000    51.0000   212.0000
 0.600 0.150    45.1530     0.8321    20.0000    36.0000    60.0000   493.0000
 0.550 0.150    55.9190     1.0577    23.0000    43.0000    75.0000   387.0000
 0.500 0.150    68.1430     1.3703    26.0000    51.0000    90.0000   575.0000
 0.450 0.150    85.4235     1.7723    30.0000    62.0000   114.0000   629.0000
 0.400 0.150   107.4640     2.2837    37.0000    76.0000   145.0000   933.0000
 0.350 0.150   123.8285     2.6793    36.0000    88.0000   174.0000   798.0000
 0.300 0.150   148.4560     3.2806    46.0000   106.0000   204.0000  1337.0000
 0.250 0.150   161.6780     3.5726    47.0000   114.0000   222.0000  1462.0000
 0.200 0.150   176.2070     3.8133    53.0000   124.0000   247.0000  1286.0000
 0.150 0.150   188.1350     4.1618    54.0000   132.0000   267.0000  1616.0000
 0.100 0.150   186.2465     4.0607    55.0000   133.0000   255.0000  1546.0000
 0.050 0.150   199.9475     4.3678    55.0000   142.0000   283.0000  1554.0000
