Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.050    65.4720     1.3279    23.0000    50.0000    89.0000   442.0000
 0.950 0.050    71.6850     1.4405    26.0000    52.0000    96.0000   488.0000
 0.900 0.050    76.1805     1.6003    27.0000    54.0000   102.0000   621.0000
 0.850 0.050    84.3200     1.7588    30.0000    62.0000   116.0000   812.0000
 0.800 0.050    85.5925     1.8004    31.0000    61.0000   115.0000   878.0000
 0.750 0.050    97.1145     1.9685    33.0000    71.0000   134.0000   578.0000
 0.700 0.050   110.6140     2.2363    40.0000    82.0000   149.0000   689.0000
 0.650 0.050   116.6915     2.4600    39.0000    84.0000   158.0000   913.0000
 0.600 0.050   133.1640     2.8413    45.0000    95.0000   182.0000   922.0000
 0.550 0.050   141.7965     2.9989    46.0000   102.0000   196.0000  1274.0000
 0.500 0.050   155.3985     3.3826    49.0000   110.0000   212.0000  1241.0000
 0.450 0.050   174.9165     3.6912    55.0000   130.0000   241.0000  1560.0000
 0.400 0.050   175.3880     3.7765    50.0000   123.0000   248.0000  1202.0000
 0.350 0.050   189.0000     4.3446    53.0000   131.0000   263.0000  1840.0000
 0.300 0.050   195.6025     4.4939    54.0000   134.0000   276.0000  2000.0000
 0.250 0.050   195.8445     4.3057    59.0000   136.0000   275.0000  1501.0000
 0.200 0.050   206.0215     4.7313    55.0000   142.0000   287.0000  1672.0000
 0.150 0.050   200.8680     4.5294    55.0000   138.0000   278.0000  1590.0000
 0.100 0.050   200.9230     4.4060    60.0000   139.0000   287.0000  1478.0000
 0.050 0.050   196.0510     4.4756    51.0000   132.0000   272.0000  1791.0000
