Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.100    20.8590     0.3549    10.0000    17.0000    28.0000   151.0000
 0.950 0.100    23.7130     0.4335    11.0000    19.0000    31.0000   293.0000
 0.900 0.100    26.6645     0.4940    12.0000    21.0000    35.0000   232.0000
 0.850 0.100    29.1990     0.5362    12.0000    23.0000    39.0000   236.0000
 0.800 0.100    33.0725     0.6327    15.0000    26.0000    43.0000   358.0000
 0.750 0.100    37.0305     0.6968    15.0000    28.0000    50.0000   313.0000
 0.700 0.100    41.6765     0.8053    18.0000    32.0000    54.0000   410.0000
 0.650 0.100    48.2055     0.9598    19.0000    36.0000    63.0000   314.0000
 0.600 0.100    53.3750     1.0202    21.0000    41.0000    71.0000   349.0000
 0.550 0.100    66.1910     1.3776    25.0000    49.0000    87.0000   615.0000
 0.500 0.100    80.0015     1.7081    27.0000    58.0000   107.0000   659.0000
 0.450 0.100    94.5575     2.0663    32.0000    66.0000   130.0000   795.0000
 0.400 0.100   111.6745     2.4153    36.0000    81.0000   150.0000   974.0000
 0.350 0.100   139.1345     3.0950    43.0000    97.0000   188.0000  1090.0000
 0.300 0.100   157.1960     3.3571    49.0000   114.0000   220.0000  1287.0000
 0.250 0.100   176.1420     3.7971    53.0000   126.0000   242.0000  1426.0000
 0.200 0.100   182.1940     4.0973    52.0000   123.0000   258.0000  1464.0000
 0.150 0.100   188.6070     4.2878    54.0000   133.0000   268.0000  1612.0000
 0.100 0.100   196.8820     4.5315    56.0000   135.0000   270.0000  2000.0000
 0.050 0.100   198.0910     4.3900    57.0000   138.0000   283.0000  1910.0000
