Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.100    24.2030     0.5041     9.0000    18.0000    32.0000   284.0000
 0.950 0.100    25.9075     0.5600     9.0000    18.0000    34.0000   237.0000
 0.900 0.100    28.9815     0.6088    10.0000    20.0000    39.0000   231.0000
 0.850 0.100    30.3270     0.6516    11.0000    22.0000    41.0000   286.0000
 0.800 0.100    33.8540     0.7329    12.0000    23.0000    45.0000   311.0000
 0.750 0.100    37.4685     0.8108    13.0000    28.0000    50.0000   541.0000
 0.700 0.100    40.7205     0.8617    14.0000    29.0000    55.0000   359.0000
 0.650 0.100    45.0040     0.9823    16.0000    32.0000    59.0000   392.0000
 0.600 0.100    52.1425     1.0862    18.0000    38.0000    70.0000   316.0000
 0.550 0.100    58.2770     1.2370    20.0000    41.0000    80.0000   466.0000
 0.500 0.100    66.7430     1.4083    22.0000    48.0000    93.0000   583.0000
 0.450 0.100    75.9210     1.6256    24.0000    55.0000   103.0000   555.0000
 0.400 0.100    91.5935     1.9428    30.0000    65.0000   126.0000   688.0000
 0.350 0.100   106.7605     2.2526    35.0000    77.0000   146.0000  1000.0000
 0.300 0.100   132.8410     2.8630    41.0000    95.0000   184.0000  1063.0000
 0.250 0.100   146.0950     3.3024    42.0000   100.0000   201.0000  1570.0000
 0.200 0.100   168.9800     3.6656    52.0000   122.0000   233.0000  1222.0000
 0.150 0.100   178.3740     4.0663    50.0000   119.0000   247.0000  1437.0000
 0.100 0.100   190.3665     4.1513    56.0000   135.0000   266.0000  1306.0000
 0.050 0.100   192.1255     4.1152    55.0000   140.0000   271.0000  1252.0000
