Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.100    23.2600     0.3609    12.0000    20.0000    30.0000   125.0000
 0.950 0.100    26.7495     0.4416    13.0000    22.0000    35.0000   227.0000
 0.900 0.100    29.0205     0.4945    14.0000    24.0000    38.0000   177.0000
 0.850 0.100    33.2775     0.5778    16.0000    28.0000    43.0000   255.0000
 0.800 0.100    38.7085     0.6634    17.0000    31.0000    52.0000   221.0000
 0.750 0.100    41.9865     0.7367    19.0000    34.0000    56.0000   285.0000
 0.700 0.100    50.9555     0.9743    21.0000    40.0000    68.0000   444.0000
 0.650 0.100    57.2175     1.0497    24.0000    45.0000    77.0000   355.0000
 0.600 0.100    68.3215     1.4042    27.0000    50.0000    89.0000   583.0000
 0.550 0.100    82.7680     1.6468    30.0000    61.0000   113.0000   685.0000
 0.500 0.100    97.9285     2.0052    36.0000    71.0000   132.0000   964.0000
 0.450 0.100   116.8210     2.5041    36.0000    86.0000   159.0000  1239.0000
 0.400 0.100   138.4485     3.1057    42.0000    94.0000   190.0000  1199.0000
 0.350 0.100   152.5370     3.3121    44.0000   106.0000   221.0000  1080.0000
 0.300 0.100   170.8860     3.8119    50.0000   118.0000   234.0000  1238.0000
 0.250 0.100   183.5925     4.1368    54.0000   131.0000   246.0000  1327.0000
 0.200 0.100   184.5430     4.0137    57.0000   132.0000   251.0000  1201.0000
 0.150 0.100   192.2735     4.4513    53.0000   131.0000   262.0000  1473.0000
 0.100 0.100   199.9215     4.4191    56.0000   139.0000   280.0000  1675.0000
 0.050 0.100   202.9725     4.6257    55.0000   140.0000   284.0000  1524.0000
