Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     5.5302     0.0538     3.0000     5.0000     7.0000    65.0000
 1.900 0.200     5.7718     0.0563     3.0000     5.0000     7.0000    42.0000
 1.800 0.200     6.1788     0.0613     3.0000     5.0000     8.0000    56.0000
 1.700 0.200     6.6070     0.0641     4.0000     6.0000     8.0000    70.0000
 1.600 0.200     6.9952     0.0691     4.0000     6.0000     9.0000    94.0000
 1.500 0.200     7.6498     0.0773     4.0000     6.0000    10.0000    66.0000
 1.400 0.200     8.2828     0.0820     4.0000     7.0000    11.0000    81.0000
 1.300 0.200     9.3260     0.0927     5.0000     8.0000    12.0000    73.0000
 1.200 0.200    10.1646     0.1022     5.0000     8.0000    13.0000    96.0000
 1.100 0.200    11.6764     0.1183     6.0000    10.0000    15.0000   110.0000
 1.000 0.200    13.5082     0.1347     7.0000    11.0000    17.0000    90.0000
 0.900 0.200    15.6122     0.1667     8.0000    13.0000    20.0000   164.0000
 0.800 0.200    18.7668     0.1984    10.0000    16.0000    24.0000   174.0000
 0.700 0.200    23.5914     0.2671    11.0000    19.0000    31.0000   292.0000
 0.600 0.200    31.2674     0.3681    14.0000    25.0000    41.0000   336.0000
 0.500 0.200    44.7418     0.5696    18.0000    34.0000    60.0000   432.0000
 0.400 0.200    68.2644     0.9026    25.0000    50.0000    93.0000   915.0000
 0.300 0.200   107.3502     1.5055    34.0000    75.0000   144.0000  1312.0000
 0.200 0.200   156.4880     2.1934    46.0000   109.0000   215.0000  1425.0000
 0.100 0.200   180.7006     2.5778    52.0000   124.0000   251.0000  1715.0000
