Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    35.1090     0.4658    11.0000    26.0000    48.0000   427.0000
 1.900 0.080    37.1630     0.4954    12.0000    28.0000    51.0000   405.0000
 1.800 0.080    38.8364     0.5151    13.0000    29.0000    53.0000   404.0000
 1.700 0.080    41.5962     0.5782    13.0000    30.0000    56.0000   493.0000
 1.600 0.080    42.7308     0.5709    14.0000    32.0000    59.0000   375.0000
 1.500 0.080    46.3608     0.6372    15.0000    34.0000    63.0000   471.0000
 1.400 0.080    47.6006     0.6540    15.0000    35.0000    64.0000   427.0000
 1.300 0.080    52.0660     0.7301    16.0000    36.0000    71.0000   687.0000
 1.200 0.080    55.0878     0.7670    17.0000    40.0000    75.0000   735.0000
 1.100 0.080    58.3590     0.8119    18.0000    41.0000    79.0000   604.0000
 1.000 0.080    65.3318     0.9279    20.0000    46.0000    87.0000   678.0000
 0.900 0.080    69.8680     0.9799    21.0000    49.0000    95.0000   591.0000
 0.800 0.080    79.3918     1.1154    25.0000    55.0000   109.0000  1184.0000
 0.700 0.080    87.8764     1.2196    26.0000    61.0000   122.0000   760.0000
 0.600 0.080    99.5428     1.3950    29.0000    70.0000   139.0000   946.0000
 0.500 0.080   111.8688     1.5560    33.0000    78.0000   155.0000   972.0000
 0.400 0.080   130.9802     1.7969    40.0000    92.0000   182.0000  1038.0000
 0.300 0.080   156.0294     2.1664    46.0000   110.0000   218.0000  1369.0000
 0.200 0.080   180.0398     2.5379    52.0000   126.0000   250.0000  1540.0000
 0.100 0.080   201.1048     2.8820    56.0000   138.0000   280.0000  1694.0000
