Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.100    13.0360     0.1464     6.0000    11.0000    18.0000    94.0000
 1.900 0.100    14.1844     0.1667     6.0000    11.0000    19.0000   132.0000
 1.800 0.100    15.0528     0.1807     6.0000    12.0000    20.0000   173.0000
 1.700 0.100    16.3570     0.1975     7.0000    13.0000    21.0000   162.0000
 1.600 0.100    17.4480     0.2117     7.0000    13.0000    23.0000   167.0000
 1.500 0.100    19.5850     0.2520     8.0000    15.0000    26.0000   252.0000
 1.400 0.100    20.7574     0.2505     8.0000    16.0000    28.0000   157.0000
 1.300 0.100    24.0346     0.3026     9.0000    18.0000    32.0000   223.0000
 1.200 0.100    26.6482     0.3391    10.0000    20.0000    35.0000   310.0000
 1.100 0.100    30.1696     0.3908    11.0000    22.0000    40.0000   239.0000
 1.000 0.100    35.2480     0.4596    13.0000    25.0000    47.0000   268.0000
 0.900 0.100    41.8896     0.5610    15.0000    30.0000    56.0000   359.0000
 0.800 0.100    50.8632     0.6764    18.0000    36.0000    68.0000   471.0000
 0.700 0.100    59.7932     0.7968    21.0000    43.0000    82.0000   752.0000
 0.600 0.100    76.2624     1.0243    25.0000    55.0000   104.0000   587.0000
 0.500 0.100    96.9372     1.3321    31.0000    68.0000   130.0000   683.0000
 0.400 0.100   127.5990     1.7521    39.0000    91.0000   176.0000  1105.0000
 0.300 0.100   163.8924     2.3360    48.0000   113.0000   222.0000  1681.0000
 0.200 0.100   186.8124     2.6688    53.0000   129.0000   259.0000  2000.0000
 0.100 0.100   200.8066     2.7862    60.0000   142.0000   279.0000  1648.0000
