Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     8.1708     0.0963     4.0000     6.0000    11.0000   101.0000
 1.900 0.150     8.7764     0.1044     4.0000     7.0000    11.0000    87.0000
 1.800 0.150     9.2002     0.1100     4.0000     7.0000    12.0000   105.0000
 1.700 0.150     9.7088     0.1238     4.0000     7.0000    12.0000   201.0000
 1.600 0.150    10.4114     0.1194     5.0000     8.0000    14.0000    84.0000
 1.500 0.150    11.3474     0.1393     5.0000     9.0000    15.0000   161.0000
 1.400 0.150    12.0628     0.1418     5.0000     9.0000    16.0000   128.0000
 1.300 0.150    13.4534     0.1569     6.0000    10.0000    17.0000   102.0000
 1.200 0.150    14.5710     0.1699     6.0000    11.0000    19.0000   119.0000
 1.100 0.150    16.4722     0.1964     7.0000    13.0000    21.0000   165.0000
 1.000 0.150    19.2632     0.2304     8.0000    15.0000    25.0000   170.0000
 0.900 0.150    22.0406     0.2698     9.0000    17.0000    29.0000   214.0000
 0.800 0.150    26.2278     0.3288    11.0000    20.0000    34.0000   256.0000
 0.700 0.150    32.1414     0.3956    13.0000    24.0000    43.0000   274.0000
 0.600 0.150    41.2884     0.5297    16.0000    31.0000    55.0000   592.0000
 0.500 0.150    56.4414     0.7410    20.0000    41.0000    76.0000   560.0000
 0.400 0.150    80.2702     1.0647    28.0000    57.0000   110.0000   725.0000
 0.300 0.150   120.6720     1.6935    37.0000    85.0000   164.0000  1247.0000
 0.200 0.150   162.8754     2.3236    47.0000   112.0000   226.0000  1541.0000
 0.100 0.150   193.1040     2.6870    57.0000   138.0000   265.0000  1509.0000
