Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     5.4690     0.0502     3.0000     5.0000     7.0000    51.0000
 1.900 0.200     5.8626     0.0522     3.0000     5.0000     7.0000    54.0000
 1.800 0.200     6.1562     0.0525     4.0000     5.0000     8.0000    31.0000
 1.700 0.200     6.7764     0.0613     4.0000     6.0000     9.0000    59.0000
 1.600 0.200     7.2962     0.0672     4.0000     6.0000     9.0000    60.0000
 1.500 0.200     7.7236     0.0716     4.0000     7.0000    10.0000    71.0000
 1.400 0.200     8.5032     0.0760     5.0000     7.0000    11.0000    59.0000
 1.300 0.200     9.6498     0.0901     5.0000     8.0000    12.0000    90.0000
 1.200 0.200    10.8050     0.1003     6.0000     9.0000    14.0000    82.0000
 1.100 0.200    12.2570     0.1187     6.0000    10.0000    16.0000   101.0000
 1.000 0.200    14.4028     0.1387     8.0000    12.0000    19.0000   100.0000
 0.900 0.200    17.0034     0.1686     9.0000    14.0000    22.0000   103.0000
 0.800 0.200    21.1344     0.2189    10.0000    18.0000    28.0000   191.0000
 0.700 0.200    27.0376     0.2935    13.0000    22.0000    36.0000   201.0000
 0.600 0.200    36.5368     0.4199    16.0000    29.0000    48.0000   250.0000
 0.500 0.200    53.0746     0.6681    21.0000    40.0000    71.0000   484.0000
 0.400 0.200    78.3282     1.0589    26.0000    56.0000   106.0000   805.0000
 0.300 0.200   119.3196     1.6605    37.0000    82.0000   165.0000   917.0000
 0.200 0.200   162.1450     2.2944    48.0000   113.0000   221.0000  1500.0000
 0.100 0.200   187.4540     2.6309    53.0000   132.0000   261.0000  1580.0000
