Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    20.5844     0.2515     8.0000    16.0000    28.0000   177.0000
 1.900 0.080    22.0144     0.2766     8.0000    17.0000    29.0000   184.0000
 1.800 0.080    22.9812     0.2924     9.0000    17.0000    30.0000   221.0000
 1.700 0.080    25.0486     0.3213     9.0000    19.0000    33.0000   175.0000
 1.600 0.080    27.0322     0.3535    10.0000    20.0000    36.0000   237.0000
 1.500 0.080    29.7138     0.3901    10.0000    22.0000    41.0000   307.0000
 1.400 0.080    32.0856     0.4241    11.0000    24.0000    43.0000   366.0000
 1.300 0.080    35.5122     0.4840    13.0000    25.0000    47.0000   418.0000
 1.200 0.080    40.5972     0.5595    13.0000    29.0000    55.0000   436.0000
 1.100 0.080    45.7142     0.6187    15.0000    33.0000    61.0000   363.0000
 1.000 0.080    50.2550     0.6912    16.0000    36.0000    68.0000   508.0000
 0.900 0.080    58.3944     0.8012    19.0000    41.0000    80.0000   471.0000
 0.800 0.080    66.2504     0.8969    22.0000    47.0000    90.0000   584.0000
 0.700 0.080    79.9946     1.1034    24.0000    57.0000   110.0000   733.0000
 0.600 0.080    95.5494     1.3407    30.0000    67.0000   128.0000  1118.0000
 0.500 0.080   115.6412     1.5977    36.0000    81.0000   159.0000  1064.0000
 0.400 0.080   141.6758     1.9897    42.0000   100.0000   196.0000  1577.0000
 0.300 0.080   165.2004     2.2905    47.0000   114.0000   231.0000  1438.0000
 0.200 0.080   192.7900     2.7192    55.0000   133.0000   266.0000  1503.0000
 0.100 0.080   197.8838     2.8483    54.0000   135.0000   275.0000  2000.0000
